product_id,product_category_name,category_name_english,product_base_price,product_weight_g,product_length_cm,product_height_cm,product_width_cm
prd_00392,fashion_clothing,Fashion & Apparel,101.25,7382.0,41,75,57
prd_00393,garden_tools,Garden Tools,141.27,3445.0,13,11,70
prd_00394,toys,Toys & Games,96.55,6316.0,43,6,60
prd_00395,health_perfumery,Health & Perfumery,30.64,12416.0,43,56,62
prd_00396,beauty_cosmetics,Beauty & Cosmetics,97.09,13370.0,80,23,27
prd_00397,fashion_shoes,Shoes & Footwear,90.44,11811.0,68,59,61
prd_00398,electronics,Electronics,164.42,4387.0,23,64,13
prd_00399,beauty_cosmetics,Beauty & Cosmetics,60.39,3360.0,28,36,71
prd_00400,electronics,Electronics,305.38,3314.0,23,27,22
prd_00401,computers_accessories,Computers & Accessories,1055.22,5652.0,74,14,67
prd_00402,fashion_shoes,Shoes & Footwear,121.95,6094.0,99,32,15
prd_00403,books_stationery,Books & Stationery,59.58,4463.0,23,18,51
prd_00404,automotive,Automotive Parts,29.55,5411.0,29,58,67
prd_00405,books_stationery,Books & Stationery,10.56,10948.0,49,20,58
prd_00406,electronics,Electronics,75.89,7831.0,12,66,62
prd_00407,beauty_cosmetics,Beauty & Cosmetics,49.79,4645.0,20,10,31
prd_00408,computers_accessories,Computers & Accessories,713.68,3896.0,42,57,78
prd_00409,housewares,Housewares,18.01,2003.0,86,44,19
prd_00410,fashion_shoes,Shoes & Footwear,178.07,13171.0,32,10,57
prd_00411,health_perfumery,Health & Perfumery,17.57,629.0,71,54,21
prd_00412,electronics,Electronics,752.5,13742.0,58,49,42
prd_00413,telephony,Telephony/Mobile,540.43,14513.0,92,29,45
prd_00414,electronics,Electronics,564.99,13872.0,98,48,43
prd_00415,home_appliances,Home Appliances,589.27,10540.0,80,17,52
prd_00416,office_furniture,Office Furniture,159.49,5103.0,29,72,13
prd_00417,sports_leisure,Sports & Leisure,232.33,4469.0,12,38,17
prd_00418,beauty_cosmetics,Beauty & Cosmetics,78.45,2523.0,47,55,33
prd_00419,sports_leisure,Sports & Leisure,105.15,6602.0,70,49,36
prd_00420,health_perfumery,Health & Perfumery,90.53,8321.0,60,9,19
prd_00421,telephony,Telephony/Mobile,232.6,14283.0,81,61,16
prd_00422,electronics,Electronics,69.93,1668.0,84,60,22
prd_00423,books_stationery,Books & Stationery,50.95,6483.0,47,48,51
prd_00424,toys,Toys & Games,98.73,11192.0,76,20,74
prd_00425,fashion_shoes,Shoes & Footwear,51.11,7667.0,48,34,74
prd_00426,books_stationery,Books & Stationery,10.5,5213.0,17,39,14
prd_00427,electronics,Electronics,100.49,1640.0,44,75,76
prd_00428,telephony,Telephony/Mobile,791.78,9658.0,15,14,35
prd_00429,computers_accessories,Computers & Accessories,547.26,11019.0,35,43,21
prd_00430,telephony,Telephony/Mobile,814.97,3280.0,92,21,76
prd_00431,telephony,Telephony/Mobile,129.53,150.0,84,50,26
prd_00432,electronics,Electronics,352.12,13516.0,27,65,51
prd_00433,computers_accessories,Computers & Accessories,521.14,284.0,47,70,51
prd_00434,fashion_clothing,Fashion & Apparel,90.99,11138.0,30,52,69
prd_00435,toys,Toys & Games,115.91,1653.0,45,53,28
prd_00436,fashion_clothing,Fashion & Apparel,88.01,6807.0,85,13,52
prd_00437,telephony,Telephony/Mobile,82.14,9794.0,33,76,61
prd_00438,automotive,Automotive Parts,43.08,2748.0,55,40,54
prd_00439,electronics,Electronics,99.43,3858.0,19,79,60
prd_00440,fashion_shoes,Shoes & Footwear,123.32,12231.0,20,27,74
prd_00441,fashion_clothing,Fashion & Apparel,46.06,6236.0,87,26,11
prd_00442,housewares,Housewares,47.71,11451.0,94,62,47
prd_00443,home_appliances,Home Appliances,343.71,183.0,71,55,80
prd_00444,housewares,Housewares,144.89,6911.0,77,12,59
prd_00445,fashion_shoes,Shoes & Footwear,68.6,2806.0,15,55,59
prd_00446,office_furniture,Office Furniture,248.98,12642.0,11,53,56
prd_00447,computers_accessories,Computers & Accessories,401.9,12768.0,40,45,56
prd_00448,fashion_clothing,Fashion & Apparel,55.92,11699.0,95,78,64
prd_00449,fashion_clothing,Fashion & Apparel,24.57,14551.0,11,8,21
prd_00450,fashion_clothing,Fashion & Apparel,54.68,11748.0,10,67,26
prd_00451,fashion_clothing,Fashion & Apparel,96.24,5858.0,46,75,38
prd_00452,fashion_clothing,Fashion & Apparel,110.16,9837.0,63,41,20
prd_00453,electronics,Electronics,699.53,2281.0,23,80,16
prd_00454,fashion_clothing,Fashion & Apparel,96.28,6462.0,97,15,72
prd_00455,electronics,Electronics,426.87,8151.0,61,14,41
prd_00456,sports_leisure,Sports & Leisure,20.11,9782.0,97,5,78
prd_00457,electronics,Electronics,299.86,894.0,90,28,65
prd_00458,telephony,Telephony/Mobile,254.4,3140.0,53,48,68
prd_00459,health_perfumery,Health & Perfumery,101.54,14740.0,82,42,10
prd_00460,sports_leisure,Sports & Leisure,186.7,5191.0,72,27,60
prd_00461,housewares,Housewares,137.04,919.0,34,33,60
prd_00462,fashion_clothing,Fashion & Apparel,114.01,1707.0,72,45,61
prd_00463,automotive,Automotive Parts,59.13,6763.0,26,40,76
prd_00464,telephony,Telephony/Mobile,899.65,550.0,79,33,63
prd_00465,telephony,Telephony/Mobile,881.83,9457.0,37,36,38
prd_00466,beauty_cosmetics,Beauty & Cosmetics,82.37,8905.0,74,63,12
prd_00467,health_perfumery,Health & Perfumery,39.98,11608.0,67,70,10
prd_00468,beauty_cosmetics,Beauty & Cosmetics,31.66,13417.0,25,62,44
prd_00469,fashion_clothing,Fashion & Apparel,55.77,10090.0,65,9,12
prd_00470,fashion_clothing,Fashion & Apparel,61.71,3365.0,29,53,80
prd_00471,fashion_clothing,Fashion & Apparel,84.7,11365.0,43,79,24
prd_00472,sports_leisure,Sports & Leisure,83.5,3064.0,92,49,63
prd_00473,telephony,Telephony/Mobile,513.19,13965.0,28,70,79
prd_00474,electronics,Electronics,250.26,11488.0,93,64,64
prd_00475,telephony,Telephony/Mobile,183.66,3779.0,69,54,55
prd_00476,sports_leisure,Sports & Leisure,26.88,1516.0,89,71,55
prd_00477,fashion_clothing,Fashion & Apparel,79.08,618.0,87,34,54
prd_00478,computers_accessories,Computers & Accessories,577.08,504.0,65,65,79
prd_00479,sports_leisure,Sports & Leisure,71.71,12378.0,67,31,51
prd_00480,home_appliances,Home Appliances,296.7,14789.0,45,67,28
prd_00481,health_perfumery,Health & Perfumery,18.8,12093.0,41,6,26
prd_00482,fashion_clothing,Fashion & Apparel,70.2,2326.0,77,52,36
prd_00483,fashion_shoes,Shoes & Footwear,81.89,4760.0,87,14,31
prd_00484,telephony,Telephony/Mobile,124.65,13748.0,62,16,77
prd_00485,fashion_shoes,Shoes & Footwear,109.26,8711.0,60,20,55
prd_00486,telephony,Telephony/Mobile,768.34,11804.0,44,8,65
prd_00487,toys,Toys & Games,79.21,2499.0,99,25,23
prd_00488,fashion_shoes,Shoes & Footwear,57.44,2012.0,85,29,16
prd_00489,fashion_clothing,Fashion & Apparel,61.62,9421.0,95,23,53
prd_00490,books_stationery,Books & Stationery,30.83,3482.0,46,79,11
prd_00491,automotive,Automotive Parts,125.46,7349.0,73,80,47
prd_00492,beauty_cosmetics,Beauty & Cosmetics,95.76,6853.0,68,73,25
prd_00493,telephony,Telephony/Mobile,724.96,10029.0,67,59,66
prd_00494,beauty_cosmetics,Beauty & Cosmetics,19.41,5138.0,99,29,60
prd_00495,telephony,Telephony/Mobile,290.25,4792.0,19,74,33
prd_00496,telephony,Telephony/Mobile,350.71,9045.0,92,54,57
prd_00497,electronics,Electronics,431.26,4971.0,16,5,12
prd_00498,fashion_clothing,Fashion & Apparel,95.69,10951.0,79,68,37
prd_00499,fashion_clothing,Fashion & Apparel,81.35,4300.0,97,59,56
prd_00500,fashion_clothing,Fashion & Apparel,49.49,4795.0,25,77,50
prd_00501,sports_leisure,Sports & Leisure,144.51,2281.0,10,15,35
prd_00502,housewares,Housewares,110.43,1658.0,41,18,41
prd_00503,fashion_shoes,Shoes & Footwear,58.15,10012.0,93,59,30
prd_00504,electronics,Electronics,449.62,2604.0,55,8,24
prd_00505,fashion_clothing,Fashion & Apparel,78.39,12073.0,58,79,67
prd_00506,beauty_cosmetics,Beauty & Cosmetics,77.75,178.0,60,63,39
prd_00507,sports_leisure,Sports & Leisure,142.9,11512.0,21,27,74
prd_00508,electronics,Electronics,541.59,10407.0,47,11,55
prd_00509,sports_leisure,Sports & Leisure,218.35,2890.0,82,53,33
prd_00510,health_perfumery,Health & Perfumery,107.09,5833.0,56,52,52
prd_00511,computers_accessories,Computers & Accessories,664.7,14115.0,85,63,73
prd_00512,computers_accessories,Computers & Accessories,1074.62,4956.0,20,73,19
prd_00513,beauty_cosmetics,Beauty & Cosmetics,34.16,10744.0,66,9,13
prd_00514,home_appliances,Home Appliances,843.9,7156.0,80,52,63
prd_00515,books_stationery,Books & Stationery,35.67,12933.0,66,26,27
prd_00516,electronics,Electronics,95.78,8338.0,13,20,58
prd_00517,sports_leisure,Sports & Leisure,38.3,12421.0,15,61,29
prd_00518,fashion_shoes,Shoes & Footwear,160.52,10829.0,95,5,46
prd_00519,toys,Toys & Games,52.25,7665.0,17,32,21
prd_00520,computers_accessories,Computers & Accessories,113.61,10972.0,23,75,45
prd_00521,sports_leisure,Sports & Leisure,71.86,10977.0,84,13,31
prd_00522,home_appliances,Home Appliances,793.54,7956.0,59,20,42
prd_00523,home_appliances,Home Appliances,952.21,14180.0,92,47,17
prd_00524,health_perfumery,Health & Perfumery,103.53,1411.0,72,76,76
prd_00525,electronics,Electronics,341.63,13657.0,69,55,38
prd_00526,fashion_shoes,Shoes & Footwear,173.69,3378.0,71,38,68
prd_00527,electronics,Electronics,156.36,8269.0,11,19,56
prd_00528,computers_accessories,Computers & Accessories,1111.76,3304.0,92,57,52
prd_00529,sports_leisure,Sports & Leisure,114.29,1202.0,97,48,62
prd_00530,fashion_shoes,Shoes & Footwear,124.0,1176.0,37,51,14
prd_00531,electronics,Electronics,73.84,424.0,12,49,45
prd_00532,sports_leisure,Sports & Leisure,219.23,12918.0,99,11,52
prd_00533,computers_accessories,Computers & Accessories,381.5,6624.0,47,43,40
prd_00534,fashion_shoes,Shoes & Footwear,40.44,1801.0,87,49,20
prd_00535,housewares,Housewares,22.64,2641.0,45,35,20
prd_00536,toys,Toys & Games,103.4,6121.0,61,61,40
prd_00537,books_stationery,Books & Stationery,51.2,14244.0,61,55,65
prd_00538,housewares,Housewares,87.88,11918.0,82,38,35
prd_00539,telephony,Telephony/Mobile,408.71,11459.0,90,46,51
prd_00540,fashion_clothing,Fashion & Apparel,102.33,1253.0,47,77,47
prd_00541,health_perfumery,Health & Perfumery,16.13,7156.0,67,44,57
prd_00542,home_appliances,Home Appliances,229.55,9649.0,38,31,74
prd_00543,telephony,Telephony/Mobile,560.53,4868.0,80,53,59
prd_00544,fashion_clothing,Fashion & Apparel,36.42,12612.0,79,47,80
prd_00545,toys,Toys & Games,137.76,4467.0,57,42,37
prd_00546,health_perfumery,Health & Perfumery,116.51,6830.0,30,43,28
prd_00547,electronics,Electronics,523.35,6646.0,98,28,13
prd_00548,office_furniture,Office Furniture,362.24,8245.0,75,51,49
prd_00549,telephony,Telephony/Mobile,241.42,457.0,20,33,49
prd_00550,fashion_clothing,Fashion & Apparel,119.24,11549.0,37,25,27
prd_00551,electronics,Electronics,651.47,14744.0,24,36,79
prd_00552,housewares,Housewares,56.58,4192.0,93,6,51
prd_00553,electronics,Electronics,282.36,11347.0,82,66,66
prd_00554,fashion_clothing,Fashion & Apparel,20.76,11936.0,85,73,31
prd_00555,beauty_cosmetics,Beauty & Cosmetics,32.03,713.0,46,19,46
prd_00556,electronics,Electronics,637.02,4414.0,78,66,57
prd_00557,books_stationery,Books & Stationery,29.82,1655.0,58,53,65
prd_00558,fashion_clothing,Fashion & Apparel,60.28,14043.0,39,15,41
prd_00559,housewares,Housewares,136.01,13704.0,27,62,26
prd_00560,computers_accessories,Computers & Accessories,1343.76,13253.0,70,27,37
prd_00561,health_perfumery,Health & Perfumery,43.81,4844.0,90,26,23
prd_00562,books_stationery,Books & Stationery,16.2,10579.0,50,49,32
prd_00563,electronics,Electronics,651.22,3115.0,26,63,20
prd_00564,beauty_cosmetics,Beauty & Cosmetics,76.75,11606.0,44,41,25
prd_00565,sports_leisure,Sports & Leisure,173.15,3799.0,68,44,27
prd_00566,fashion_clothing,Fashion & Apparel,91.64,13055.0,50,36,17
prd_00567,home_appliances,Home Appliances,493.77,7236.0,12,74,72
prd_00568,sports_leisure,Sports & Leisure,106.93,5854.0,65,13,75
prd_00569,fashion_clothing,Fashion & Apparel,98.61,13915.0,39,12,44
prd_00570,toys,Toys & Games,83.09,4161.0,96,74,36
prd_00571,health_perfumery,Health & Perfumery,32.93,10836.0,46,38,77
prd_00572,beauty_cosmetics,Beauty & Cosmetics,15.84,11708.0,72,79,60
prd_00573,garden_tools,Garden Tools,62.54,3129.0,58,46,44
prd_00574,fashion_shoes,Shoes & Footwear,34.95,1436.0,37,40,32
prd_00575,health_perfumery,Health & Perfumery,118.78,3023.0,23,28,31
prd_00576,electronics,Electronics,429.68,11174.0,68,58,13
prd_00577,telephony,Telephony/Mobile,614.29,2938.0,43,31,51
prd_00578,sports_leisure,Sports & Leisure,224.31,9000.0,60,28,69
prd_00579,fashion_shoes,Shoes & Footwear,79.59,12399.0,31,71,56
prd_00580,fashion_shoes,Shoes & Footwear,169.82,13311.0,77,35,31
prd_00581,computers_accessories,Computers & Accessories,710.21,14735.0,97,62,72
prd_00582,fashion_shoes,Shoes & Footwear,198.59,11935.0,65,38,78
prd_00583,fashion_clothing,Fashion & Apparel,32.39,1676.0,38,70,48
prd_00584,computers_accessories,Computers & Accessories,837.6,585.0,30,59,74
prd_00585,fashion_clothing,Fashion & Apparel,19.18,14428.0,22,66,47
prd_00586,electronics,Electronics,529.73,4265.0,56,10,41
prd_00587,telephony,Telephony/Mobile,403.21,8751.0,76,27,13
prd_00588,beauty_cosmetics,Beauty & Cosmetics,43.44,3738.0,29,42,16
prd_00589,fashion_clothing,Fashion & Apparel,111.32,8393.0,47,51,64
prd_00590,beauty_cosmetics,Beauty & Cosmetics,86.28,1431.0,72,23,59
prd_00591,health_perfumery,Health & Perfumery,57.9,13317.0,68,12,72
prd_00592,electronics,Electronics,584.55,2656.0,100,63,43
prd_00593,housewares,Housewares,120.87,4906.0,20,19,12
prd_00594,housewares,Housewares,21.89,13264.0,77,35,36
prd_00595,fashion_shoes,Shoes & Footwear,119.12,2965.0,57,9,36
prd_00596,fashion_shoes,Shoes & Footwear,57.48,6129.0,72,76,47
prd_00597,electronics,Electronics,775.75,9067.0,91,6,10
prd_00598,telephony,Telephony/Mobile,130.87,759.0,72,78,76
prd_00599,toys,Toys & Games,138.18,1964.0,47,24,45
prd_00600,computers_accessories,Computers & Accessories,168.55,9395.0,24,66,43
prd_00601,housewares,Housewares,75.53,4678.0,91,44,77
prd_00602,telephony,Telephony/Mobile,956.94,11923.0,74,38,20
prd_00603,telephony,Telephony/Mobile,247.35,7441.0,31,11,50
prd_00604,home_appliances,Home Appliances,898.85,2319.0,38,59,23
prd_00605,fashion_shoes,Shoes & Footwear,163.24,5421.0,24,52,41
prd_00606,computers_accessories,Computers & Accessories,240.52,5310.0,30,10,74
prd_00607,beauty_cosmetics,Beauty & Cosmetics,56.34,1088.0,45,42,38
prd_00608,fashion_shoes,Shoes & Footwear,79.81,6164.0,19,80,74
prd_00609,fashion_clothing,Fashion & Apparel,69.12,12200.0,28,65,50
prd_00610,home_appliances,Home Appliances,215.06,12342.0,19,45,39
prd_00611,telephony,Telephony/Mobile,853.52,12980.0,62,55,40
prd_00612,computers_accessories,Computers & Accessories,389.67,5784.0,40,43,15
prd_00613,health_perfumery,Health & Perfumery,40.26,7056.0,37,47,11
prd_00614,electronics,Electronics,637.78,12904.0,80,26,21
prd_00615,computers_accessories,Computers & Accessories,1225.39,4595.0,55,36,33
prd_00616,housewares,Housewares,51.14,14135.0,36,27,16
prd_00617,home_appliances,Home Appliances,562.09,3004.0,62,7,14
prd_00618,electronics,Electronics,651.13,3314.0,98,50,66
prd_00619,sports_leisure,Sports & Leisure,36.47,4824.0,83,36,62
prd_00620,beauty_cosmetics,Beauty & Cosmetics,45.6,12739.0,52,26,35
prd_00621,electronics,Electronics,632.26,14702.0,41,14,26
prd_00622,electronics,Electronics,409.84,1524.0,65,74,41
prd_00623,home_appliances,Home Appliances,632.64,1175.0,64,68,21
prd_00624,automotive,Automotive Parts,267.46,5444.0,93,51,12
prd_00625,books_stationery,Books & Stationery,8.79,11278.0,90,58,42
prd_00626,health_perfumery,Health & Perfumery,83.34,8363.0,100,53,68
prd_00627,health_perfumery,Health & Perfumery,59.06,11457.0,35,51,59
prd_00628,electronics,Electronics,590.65,7209.0,48,56,67
prd_00629,telephony,Telephony/Mobile,209.53,2863.0,44,27,54
prd_00630,fashion_shoes,Shoes & Footwear,153.62,10543.0,67,75,20
prd_00631,fashion_clothing,Fashion & Apparel,72.39,10426.0,61,65,68
prd_00632,electronics,Electronics,192.96,2997.0,43,46,37
prd_00633,computers_accessories,Computers & Accessories,403.36,2777.0,21,26,24
prd_00634,beauty_cosmetics,Beauty & Cosmetics,58.66,2324.0,55,52,19
prd_00635,sports_leisure,Sports & Leisure,21.88,12757.0,62,37,71
prd_00636,telephony,Telephony/Mobile,920.14,6591.0,74,51,24
prd_00637,telephony,Telephony/Mobile,628.37,2422.0,10,20,16
prd_00638,sports_leisure,Sports & Leisure,28.47,4520.0,44,68,58
prd_00639,sports_leisure,Sports & Leisure,25.55,14815.0,51,78,16
prd_00640,computers_accessories,Computers & Accessories,1158.46,5088.0,27,66,19
prd_00641,home_appliances,Home Appliances,888.0,10031.0,66,20,68
prd_00642,fashion_clothing,Fashion & Apparel,84.89,8130.0,52,42,30
prd_00643,electronics,Electronics,614.88,6713.0,41,23,51
prd_00644,telephony,Telephony/Mobile,658.64,6397.0,57,17,22
prd_00645,electronics,Electronics,316.94,548.0,32,37,38
prd_00646,fashion_shoes,Shoes & Footwear,161.7,10242.0,97,13,50
prd_00647,home_appliances,Home Appliances,974.06,5853.0,13,65,47
prd_00648,telephony,Telephony/Mobile,759.93,9682.0,63,52,26
prd_00649,telephony,Telephony/Mobile,682.83,7466.0,60,33,41
prd_00650,housewares,Housewares,108.36,442.0,70,47,58
prd_00651,automotive,Automotive Parts,278.37,13620.0,34,65,76
prd_00652,health_perfumery,Health & Perfumery,20.47,3583.0,45,22,33
prd_00653,telephony,Telephony/Mobile,233.04,1274.0,92,61,55
prd_00654,home_appliances,Home Appliances,192.99,10578.0,74,51,17
prd_00655,electronics,Electronics,707.34,14036.0,73,32,63
prd_00656,electronics,Electronics,593.99,5892.0,87,41,64
prd_00657,telephony,Telephony/Mobile,802.06,13314.0,43,11,44
prd_00658,telephony,Telephony/Mobile,671.54,11022.0,76,40,23
prd_00659,telephony,Telephony/Mobile,577.62,7018.0,94,35,14
prd_00660,fashion_clothing,Fashion & Apparel,87.17,8029.0,73,68,62
prd_00661,electronics,Electronics,221.37,6254.0,64,56,50
prd_00662,telephony,Telephony/Mobile,674.05,7048.0,91,22,20
prd_00663,books_stationery,Books & Stationery,25.41,989.0,49,20,74
prd_00664,electronics,Electronics,616.49,7397.0,16,27,35
prd_00665,electronics,Electronics,310.29,7821.0,99,9,41
prd_00666,health_perfumery,Health & Perfumery,63.95,2931.0,97,27,75
prd_00667,beauty_cosmetics,Beauty & Cosmetics,57.74,13617.0,15,68,55
prd_00668,home_appliances,Home Appliances,470.74,3103.0,52,6,41
prd_00669,books_stationery,Books & Stationery,41.7,7414.0,58,7,41
prd_00670,computers_accessories,Computers & Accessories,914.66,8296.0,50,21,15
prd_00671,books_stationery,Books & Stationery,22.05,7981.0,70,15,55
prd_00672,computers_accessories,Computers & Accessories,1256.24,2748.0,43,34,16
prd_00673,fashion_clothing,Fashion & Apparel,27.57,12552.0,79,50,76
prd_00674,health_perfumery,Health & Perfumery,107.98,3945.0,82,39,70
prd_00675,books_stationery,Books & Stationery,21.36,9180.0,49,80,41
prd_00676,beauty_cosmetics,Beauty & Cosmetics,50.79,2779.0,64,52,17
prd_00677,home_appliances,Home Appliances,635.29,8168.0,99,24,37
prd_00678,health_perfumery,Health & Perfumery,65.25,12833.0,84,37,76
prd_00679,sports_leisure,Sports & Leisure,113.72,4396.0,23,38,23
prd_00680,fashion_shoes,Shoes & Footwear,119.56,3537.0,15,37,10
prd_00681,toys,Toys & Games,61.66,9163.0,36,20,26
prd_00682,beauty_cosmetics,Beauty & Cosmetics,29.11,2473.0,86,40,53
prd_00683,home_appliances,Home Appliances,156.24,10310.0,45,25,18
prd_00684,electronics,Electronics,724.55,12544.0,41,7,14
prd_00685,books_stationery,Books & Stationery,43.38,12217.0,70,62,59
prd_00686,electronics,Electronics,517.12,7758.0,44,60,30
prd_00687,beauty_cosmetics,Beauty & Cosmetics,21.61,12656.0,70,45,15
prd_00688,electronics,Electronics,732.84,13350.0,44,13,28
prd_00689,toys,Toys & Games,113.92,13742.0,37,64,41
prd_00690,fashion_shoes,Shoes & Footwear,193.15,3710.0,45,35,15
prd_00691,telephony,Telephony/Mobile,785.63,4299.0,35,68,73
prd_00692,telephony,Telephony/Mobile,262.61,380.0,60,78,56
prd_00693,fashion_clothing,Fashion & Apparel,77.13,5724.0,86,60,18
prd_00694,home_appliances,Home Appliances,904.15,10827.0,86,51,11
prd_00695,electronics,Electronics,77.68,2844.0,26,52,80
prd_00696,telephony,Telephony/Mobile,458.27,14400.0,34,23,80
prd_00697,fashion_clothing,Fashion & Apparel,58.62,4796.0,95,52,27
prd_00698,sports_leisure,Sports & Leisure,216.97,13618.0,29,41,79
prd_00699,telephony,Telephony/Mobile,855.77,1500.0,60,45,26
prd_00700,fashion_shoes,Shoes & Footwear,162.22,14941.0,51,17,41
prd_00701,fashion_clothing,Fashion & Apparel,57.01,13504.0,15,72,39
prd_00702,sports_leisure,Sports & Leisure,183.86,14488.0,43,9,70
prd_00703,fashion_shoes,Shoes & Footwear,163.19,11407.0,47,48,41
prd_00704,fashion_clothing,Fashion & Apparel,60.77,13685.0,29,55,24
prd_00705,home_appliances,Home Appliances,233.41,3118.0,73,67,73
prd_00706,fashion_clothing,Fashion & Apparel,38.24,10392.0,10,13,76
prd_00707,sports_leisure,Sports & Leisure,162.36,2581.0,85,57,23
prd_00708,fashion_shoes,Shoes & Footwear,145.62,11699.0,89,54,45
prd_00709,fashion_clothing,Fashion & Apparel,100.89,6071.0,57,62,80
prd_00710,beauty_cosmetics,Beauty & Cosmetics,61.96,4723.0,83,78,25
prd_00711,books_stationery,Books & Stationery,10.56,6178.0,45,73,77
prd_00712,computers_accessories,Computers & Accessories,295.54,1499.0,78,49,24
prd_00713,home_appliances,Home Appliances,449.76,10495.0,72,19,43
prd_00714,home_appliances,Home Appliances,346.95,4147.0,48,34,22
prd_00715,office_furniture,Office Furniture,137.56,2460.0,23,52,24
prd_00716,telephony,Telephony/Mobile,616.08,10824.0,48,56,79
prd_00717,housewares,Housewares,146.57,490.0,52,80,21
prd_00718,computers_accessories,Computers & Accessories,1348.11,13793.0,93,37,74
prd_00719,books_stationery,Books & Stationery,24.45,5383.0,57,76,47
prd_00720,telephony,Telephony/Mobile,181.65,10328.0,97,16,18
prd_00721,books_stationery,Books & Stationery,27.77,242.0,59,48,69
prd_00722,sports_leisure,Sports & Leisure,134.5,9372.0,74,10,60
prd_00723,books_stationery,Books & Stationery,38.25,3730.0,33,57,26
prd_00724,garden_tools,Garden Tools,55.23,10235.0,81,19,30
prd_00725,fashion_clothing,Fashion & Apparel,54.28,14823.0,53,36,64
prd_00726,beauty_cosmetics,Beauty & Cosmetics,86.16,8051.0,41,51,38
prd_00727,toys,Toys & Games,134.63,6325.0,42,38,18
prd_00728,home_appliances,Home Appliances,511.58,7237.0,84,14,23
prd_00729,fashion_clothing,Fashion & Apparel,86.61,4389.0,26,13,68
prd_00730,beauty_cosmetics,Beauty & Cosmetics,10.17,8702.0,62,41,14
prd_00731,sports_leisure,Sports & Leisure,70.02,10387.0,71,68,34
prd_00732,toys,Toys & Games,130.42,6743.0,57,25,50
prd_00733,books_stationery,Books & Stationery,55.02,3296.0,12,57,37
prd_00734,home_appliances,Home Appliances,836.15,12526.0,26,20,13
prd_00735,telephony,Telephony/Mobile,802.36,12122.0,69,78,24
prd_00736,beauty_cosmetics,Beauty & Cosmetics,82.58,10639.0,76,23,51
prd_00737,books_stationery,Books & Stationery,18.6,13795.0,81,6,57
prd_00738,electronics,Electronics,178.84,8404.0,50,19,41
prd_00739,beauty_cosmetics,Beauty & Cosmetics,74.18,4054.0,38,61,58
prd_00740,fashion_shoes,Shoes & Footwear,48.94,10843.0,71,68,28
prd_00741,computers_accessories,Computers & Accessories,1432.81,12317.0,71,74,72
prd_00742,computers_accessories,Computers & Accessories,192.25,269.0,72,39,50
prd_00743,telephony,Telephony/Mobile,598.93,14046.0,25,61,47
prd_00744,electronics,Electronics,68.43,9823.0,94,79,31
prd_00745,fashion_clothing,Fashion & Apparel,67.94,14753.0,32,53,19
prd_00746,fashion_clothing,Fashion & Apparel,97.36,9133.0,41,8,67
prd_00747,fashion_shoes,Shoes & Footwear,93.06,4396.0,90,10,63
prd_00748,fashion_clothing,Fashion & Apparel,73.05,2665.0,96,21,51
prd_00749,automotive,Automotive Parts,66.0,1952.0,81,29,23
prd_00750,books_stationery,Books & Stationery,49.14,4031.0,81,50,38
prd_00751,electronics,Electronics,299.89,13217.0,91,9,35
prd_00752,garden_tools,Garden Tools,228.64,1217.0,95,27,48
prd_00753,housewares,Housewares,24.12,12934.0,23,42,34
prd_00754,electronics,Electronics,793.29,10917.0,58,78,78
prd_00755,sports_leisure,Sports & Leisure,280.05,2425.0,12,44,35
prd_00756,beauty_cosmetics,Beauty & Cosmetics,62.61,7846.0,57,74,76
prd_00757,telephony,Telephony/Mobile,898.86,12726.0,69,30,60
prd_00758,electronics,Electronics,260.64,12116.0,27,5,37
prd_00759,health_perfumery,Health & Perfumery,33.87,799.0,37,16,25
prd_00760,fashion_clothing,Fashion & Apparel,83.86,13913.0,62,51,31
prd_00761,housewares,Housewares,105.07,8165.0,41,42,18
prd_00762,office_furniture,Office Furniture,96.56,2203.0,20,26,27
prd_00763,sports_leisure,Sports & Leisure,113.61,8188.0,55,45,57
prd_00764,toys,Toys & Games,134.89,9572.0,67,71,40
prd_00765,fashion_clothing,Fashion & Apparel,73.27,3669.0,66,56,66
prd_00766,electronics,Electronics,694.09,9874.0,38,78,34
prd_00767,housewares,Housewares,36.04,2728.0,11,63,44
prd_00768,electronics,Electronics,618.37,388.0,55,35,51
prd_00769,computers_accessories,Computers & Accessories,316.94,8875.0,84,15,24
prd_00770,sports_leisure,Sports & Leisure,239.0,589.0,71,78,17
prd_00771,telephony,Telephony/Mobile,520.46,6835.0,44,57,27
prd_00772,fashion_clothing,Fashion & Apparel,111.93,11306.0,33,21,29
prd_00773,telephony,Telephony/Mobile,849.72,10764.0,33,40,62
prd_00774,fashion_clothing,Fashion & Apparel,27.48,13451.0,33,38,58
prd_00775,housewares,Housewares,145.66,13270.0,99,40,54
prd_00776,housewares,Housewares,88.86,13126.0,16,6,27
prd_00777,fashion_shoes,Shoes & Footwear,84.52,7527.0,40,14,34
prd_00778,toys,Toys & Games,111.17,7299.0,20,49,26
prd_00779,fashion_shoes,Shoes & Footwear,47.42,3609.0,63,74,19
prd_00780,beauty_cosmetics,Beauty & Cosmetics,67.68,14464.0,83,18,26
prd_00781,telephony,Telephony/Mobile,684.27,12446.0,82,56,19
prd_00782,computers_accessories,Computers & Accessories,1136.3,6075.0,18,33,45
