order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_009104,1,credit_card,2,611.18
ord_009105,1,credit_card,10,935.49
ord_009106,1,debit_card,1,1306.74
ord_009107,1,voucher,1,805.07
ord_009107,2,credit_card,12,304.62
ord_009108,1,credit_card,3,185.26
ord_009109,1,credit_card,1,648.36
ord_009110,1,credit_card,12,870.17
ord_009111,1,credit_card,4,51.87
ord_009112,1,credit_card,2,24.1
ord_009113,1,debit_card,1,217.2
ord_009113,2,credit_card,2,37.03
ord_009114,1,voucher,1,1113.83
ord_009115,1,credit_card,12,173.46
ord_009116,1,credit_card,12,306.34
ord_009117,1,credit_card,3,96.76
ord_009118,1,boleto,1,1114.8
ord_009119,1,credit_card,10,1047.63
ord_009120,1,credit_card,12,451.46
ord_009121,1,credit_card,4,133.08
ord_009122,1,boleto,1,391.77
ord_009123,1,boleto,1,102.96
ord_009124,1,credit_card,3,57.46
ord_009125,1,credit_card,4,800.62
ord_009126,1,credit_card,10,308.99
ord_009127,1,credit_card,12,696.1
ord_009128,1,boleto,1,1105.5
ord_009129,1,credit_card,6,30.06
ord_009130,1,voucher,1,201.68
ord_009131,1,voucher,1,733.2
ord_009132,1,credit_card,6,119.41
ord_009133,1,credit_card,3,46.47
ord_009134,1,credit_card,10,394.32
ord_009135,1,boleto,1,399.33
ord_009136,1,credit_card,1,128.95
ord_009137,1,boleto,1,32.82
ord_009138,1,credit_card,6,70.78
ord_009139,1,boleto,1,981.81
ord_009140,1,credit_card,2,156.64
ord_009141,1,credit_card,2,238.36
ord_009141,2,credit_card,2,543.45
ord_009142,1,credit_card,10,164.58
ord_009143,1,voucher,1,71.08
ord_009144,1,boleto,1,161.37
ord_009145,1,boleto,1,789.62
ord_009146,1,boleto,1,70.3
ord_009147,1,credit_card,12,47.43
ord_009148,1,boleto,1,706.47
ord_009149,1,credit_card,3,65.14
ord_009150,1,credit_card,4,267.3
ord_009150,2,credit_card,10,868.03
ord_009151,1,credit_card,4,253.98
ord_009152,1,credit_card,3,90.94
ord_009153,1,credit_card,6,263.49
ord_009154,1,credit_card,6,538.31
ord_009155,1,credit_card,3,178.15
ord_009156,1,credit_card,1,51.08
ord_009157,1,credit_card,4,245.69
ord_009158,1,voucher,1,47.75
ord_009159,1,credit_card,2,74.99
ord_009160,1,debit_card,1,75.17
ord_009161,1,credit_card,12,76.96
ord_009162,1,credit_card,1,488.84
ord_009163,1,boleto,1,167.04
ord_009164,1,credit_card,10,1107.05
ord_009165,1,debit_card,1,996.88
ord_009166,1,boleto,1,675.62
ord_009167,1,credit_card,1,148.41
ord_009168,1,voucher,1,43.91
ord_009169,1,boleto,1,626.68
ord_009170,1,boleto,1,291.18
ord_009171,1,credit_card,1,2605.69
ord_009172,1,credit_card,6,89.62
ord_009173,1,boleto,1,400.77
ord_009174,1,credit_card,12,390.39
ord_009175,1,boleto,1,178.39
ord_009176,1,boleto,1,111.0
ord_009177,1,credit_card,12,32.93
ord_009178,1,boleto,1,60.92
ord_009179,1,credit_card,12,168.8
ord_009179,2,boleto,1,431.19
ord_009180,1,credit_card,6,160.56
ord_009181,1,credit_card,10,170.01
ord_009182,1,credit_card,4,148.66
ord_009183,1,boleto,1,0.37
ord_009183,2,boleto,1,3.41
ord_009183,3,boleto,1,77.22
ord_009184,1,boleto,1,289.5
ord_009185,1,debit_card,1,1475.23
ord_009186,1,credit_card,6,199.78
ord_009187,1,credit_card,3,183.5
ord_009188,1,credit_card,10,194.86
ord_009189,1,boleto,1,203.13
ord_009190,1,credit_card,10,567.72
ord_009191,1,credit_card,3,183.63
ord_009192,1,credit_card,1,743.48
ord_009193,1,credit_card,10,189.39
ord_009194,1,credit_card,6,336.13
ord_009195,1,debit_card,1,72.33
ord_009196,1,boleto,1,405.76
ord_009197,1,credit_card,10,44.21
ord_009198,1,boleto,1,70.04
ord_009199,1,credit_card,6,89.83
ord_009200,1,boleto,1,68.64
ord_009201,1,credit_card,3,137.22
ord_009202,1,credit_card,10,681.94
ord_009203,1,credit_card,6,565.84
ord_009204,1,credit_card,10,604.61
ord_009205,1,credit_card,2,570.38
ord_009206,1,credit_card,10,163.02
ord_009207,1,credit_card,1,68.08
ord_009208,1,credit_card,4,305.4
ord_009209,1,boleto,1,567.08
ord_009210,1,credit_card,3,126.03
ord_009211,1,credit_card,10,1244.44
ord_009212,1,boleto,1,139.33
ord_009213,1,voucher,1,52.05
ord_009214,1,credit_card,12,740.65
ord_009215,1,credit_card,6,992.06
ord_009216,1,credit_card,4,81.81
ord_009217,1,credit_card,2,60.35
ord_009218,1,credit_card,12,51.33
ord_009219,1,credit_card,10,581.92
ord_009220,1,credit_card,3,989.57
ord_009221,1,credit_card,2,943.38
ord_009222,1,credit_card,10,593.93
ord_009223,1,credit_card,10,597.78
ord_009224,1,credit_card,6,235.15
ord_009225,1,credit_card,1,567.0
ord_009226,1,boleto,1,287.68
ord_009227,1,voucher,1,51.55
ord_009228,1,credit_card,1,1190.96
ord_009229,1,credit_card,1,84.91
ord_009230,1,credit_card,3,102.96
ord_009231,1,credit_card,3,194.19
ord_009232,1,credit_card,10,144.21
ord_009233,1,credit_card,12,611.16
ord_009234,1,boleto,1,161.58
ord_009235,1,credit_card,1,333.39
ord_009236,1,credit_card,1,61.21
ord_009237,1,credit_card,12,113.95
ord_009237,2,credit_card,10,17.39
ord_009238,1,credit_card,1,122.83
ord_009239,1,credit_card,3,28.52
ord_009240,1,credit_card,1,58.84
ord_009240,2,credit_card,12,17.87
ord_009240,3,credit_card,12,45.05
ord_009241,1,debit_card,1,42.18
ord_009242,1,boleto,1,247.38
ord_009243,1,boleto,1,599.94
ord_009244,1,credit_card,3,135.99
ord_009245,1,credit_card,6,600.35
ord_009246,1,boleto,1,52.53
ord_009247,1,boleto,1,35.16
ord_009248,1,credit_card,12,166.11
ord_009249,1,credit_card,2,166.58
ord_009250,1,credit_card,12,797.09
ord_009251,1,credit_card,6,672.17
ord_009252,1,credit_card,10,722.98
ord_009253,1,credit_card,3,1096.85
ord_009254,1,credit_card,6,1153.61
ord_009255,1,voucher,1,878.51
ord_009256,1,credit_card,2,46.89
ord_009257,1,credit_card,6,107.07
ord_009258,1,boleto,1,28.62
ord_009258,2,credit_card,3,22.88
ord_009259,1,credit_card,3,205.54
ord_009260,1,boleto,1,43.15
ord_009261,1,credit_card,1,88.26
ord_009262,1,credit_card,6,60.91
ord_009263,1,voucher,1,658.03
ord_009264,1,credit_card,10,312.93
ord_009265,1,credit_card,2,66.35
ord_009266,1,credit_card,4,88.55
ord_009267,1,credit_card,12,1328.02
ord_009268,1,credit_card,1,577.52
ord_009269,1,boleto,1,48.72
ord_009270,1,credit_card,4,608.15
ord_009271,1,credit_card,3,659.97
ord_009272,1,credit_card,12,164.71
ord_009273,1,credit_card,4,311.4
ord_009274,1,credit_card,2,64.49
ord_009275,1,credit_card,12,1200.72
ord_009276,1,boleto,1,125.68
ord_009277,1,credit_card,10,160.06
ord_009278,1,credit_card,3,35.35
ord_009279,1,debit_card,1,351.51
ord_009280,1,credit_card,6,114.82
ord_009281,1,credit_card,1,21.16
ord_009282,1,credit_card,4,23.13
ord_009283,1,credit_card,3,56.56
ord_009284,1,credit_card,3,54.81
ord_009285,1,credit_card,10,830.27
ord_009286,1,credit_card,10,799.01
ord_009287,1,voucher,1,39.13
ord_009288,1,credit_card,3,185.3
ord_009289,1,credit_card,4,101.7
ord_009290,1,credit_card,2,407.23
ord_009291,1,debit_card,1,168.86
ord_009292,1,credit_card,1,314.99
ord_009293,1,voucher,1,617.59
ord_009294,1,credit_card,1,873.94
ord_009295,1,credit_card,4,298.82
ord_009296,1,boleto,1,102.2
ord_009297,1,credit_card,1,144.38
ord_009298,1,credit_card,6,834.61
ord_009299,1,credit_card,6,76.92
ord_009300,1,credit_card,4,393.4
ord_009301,1,credit_card,1,167.41
ord_009302,1,credit_card,3,860.65
ord_009303,1,credit_card,4,92.7
ord_009304,1,credit_card,12,79.25
ord_009305,1,boleto,1,101.76
ord_009306,1,credit_card,4,608.42
ord_009307,1,boleto,1,55.93
ord_009307,2,credit_card,2,88.55
ord_009308,1,credit_card,2,126.07
ord_009309,1,boleto,1,712.83
ord_009310,1,credit_card,1,201.18
ord_009311,1,credit_card,12,1503.18
ord_009312,1,credit_card,4,54.91
ord_009313,1,credit_card,2,286.5
ord_009314,1,credit_card,10,595.93
ord_009315,1,boleto,1,161.18
ord_009316,1,credit_card,2,1105.86
ord_009317,1,credit_card,6,175.67
ord_009318,1,boleto,1,299.03
ord_009319,1,credit_card,6,154.25
ord_009320,1,credit_card,12,405.3
ord_009321,1,boleto,1,7.54
ord_009321,2,credit_card,4,46.12
ord_009322,1,credit_card,3,1103.56
ord_009323,1,credit_card,2,38.46
ord_009324,1,boleto,1,163.55
ord_009324,2,credit_card,1,187.89
ord_009325,1,credit_card,4,24.16
ord_009326,1,voucher,1,132.14
ord_009327,1,credit_card,6,170.33
ord_009328,1,credit_card,1,99.63
ord_009329,1,credit_card,12,63.82
ord_009330,1,boleto,1,387.77
ord_009331,1,credit_card,4,619.56
ord_009332,1,credit_card,12,626.59
ord_009333,1,boleto,1,402.52
ord_009334,1,boleto,1,21.38
ord_009335,1,credit_card,4,1103.0
ord_009336,1,boleto,1,71.89
ord_009337,1,credit_card,10,194.18
ord_009337,2,boleto,1,914.11
ord_009338,1,credit_card,1,61.39
ord_009339,1,credit_card,6,1486.6
ord_009340,1,credit_card,12,418.5
ord_009341,1,credit_card,3,87.13
ord_009342,1,boleto,1,82.84
ord_009343,1,credit_card,12,235.15
ord_009344,1,credit_card,2,52.98
ord_009345,1,credit_card,4,34.18
ord_009346,1,credit_card,12,198.79
ord_009347,1,credit_card,10,567.37
ord_009348,1,credit_card,10,122.23
ord_009349,1,credit_card,12,59.77
ord_009350,1,credit_card,12,534.28
ord_009351,1,credit_card,3,162.48
ord_009352,1,credit_card,6,2110.77
ord_009353,1,credit_card,6,17.73
ord_009354,1,credit_card,3,607.92
ord_009355,1,boleto,1,353.26
ord_009356,1,credit_card,10,49.3
ord_009356,2,boleto,1,71.12
ord_009357,1,credit_card,4,325.84
ord_009358,1,credit_card,2,199.57
ord_009359,1,credit_card,6,54.74
ord_009360,1,credit_card,1,77.52
ord_009361,1,credit_card,10,881.35
ord_009362,1,voucher,1,47.09
ord_009363,1,credit_card,3,1099.84
ord_009364,1,debit_card,1,365.94
ord_009365,1,boleto,1,2376.62
ord_009366,1,credit_card,3,99.29
ord_009367,1,credit_card,4,69.11
ord_009368,1,boleto,1,199.17
ord_009369,1,boleto,1,620.45
ord_009370,1,credit_card,4,73.72
ord_009371,1,credit_card,1,98.8
ord_009372,1,credit_card,12,1190.2
ord_009373,1,credit_card,3,1173.39
ord_009374,1,credit_card,2,104.24
ord_009375,1,credit_card,6,57.8
ord_009376,1,credit_card,6,45.55
ord_009377,1,credit_card,4,88.11
ord_009378,1,credit_card,12,220.13
ord_009379,1,boleto,1,298.39
ord_009380,1,boleto,1,759.21
ord_009381,1,debit_card,1,1101.02
ord_009382,1,credit_card,3,148.99
ord_009383,1,credit_card,12,165.72
ord_009384,1,credit_card,3,96.26
ord_009385,1,credit_card,10,66.02
ord_009386,1,credit_card,6,115.36
ord_009387,1,credit_card,3,17.06
ord_009388,1,credit_card,10,194.81
ord_009389,1,boleto,1,74.29
ord_009390,1,credit_card,1,366.32
ord_009391,1,credit_card,6,2193.78
ord_009392,1,debit_card,1,62.66
ord_009393,1,credit_card,6,137.27
ord_009394,1,credit_card,1,477.87
ord_009395,1,credit_card,4,356.06
ord_009396,1,credit_card,10,1047.66
ord_009397,1,credit_card,12,617.72
ord_009398,1,boleto,1,160.15
ord_009399,1,credit_card,12,232.49
ord_009400,1,credit_card,2,270.07
ord_009401,1,credit_card,10,42.67
ord_009402,1,credit_card,10,166.35
ord_009403,1,boleto,1,92.39
ord_009404,1,boleto,1,124.12
ord_009405,1,boleto,1,699.51
ord_009406,1,credit_card,1,330.17
ord_009406,2,voucher,1,40.63
ord_009406,3,credit_card,4,232.24
ord_009407,1,boleto,1,83.84
ord_009408,1,credit_card,4,196.25
ord_009409,1,credit_card,2,124.89
ord_009410,1,credit_card,1,176.68
ord_009411,1,credit_card,2,127.69
ord_009412,1,credit_card,3,223.81
ord_009413,1,credit_card,2,397.23
ord_009414,1,boleto,1,200.6
ord_009415,1,boleto,1,48.93
ord_009415,2,credit_card,4,51.8
ord_009416,1,credit_card,10,1096.9
ord_009417,1,boleto,1,586.97
ord_009418,1,boleto,1,222.39
ord_009419,1,credit_card,1,168.57
ord_009420,1,boleto,1,532.74
ord_009421,1,credit_card,10,764.46
ord_009422,1,credit_card,3,59.41
ord_009423,1,credit_card,3,324.59
ord_009424,1,credit_card,10,161.95
ord_009425,1,credit_card,10,447.47
ord_009426,1,credit_card,3,119.91
ord_009427,1,credit_card,4,29.17
ord_009428,1,credit_card,3,570.77
ord_009429,1,credit_card,3,258.05
ord_009430,1,credit_card,2,45.7
ord_009431,1,credit_card,3,63.0
ord_009432,1,credit_card,3,865.23
ord_009433,1,credit_card,12,57.2
ord_009434,1,credit_card,4,52.28
ord_009435,1,credit_card,2,368.72
ord_009436,1,boleto,1,133.74
ord_009437,1,credit_card,2,104.43
ord_009438,1,credit_card,10,1181.31
ord_009439,1,credit_card,12,380.31
ord_009440,1,credit_card,1,1745.08
ord_009441,1,boleto,1,54.24
ord_009442,1,credit_card,10,161.56
ord_009443,1,boleto,1,2039.74
ord_009444,1,credit_card,10,141.71
ord_009445,1,voucher,1,194.5
ord_009446,1,credit_card,6,261.68
ord_009447,1,credit_card,1,507.06
ord_009448,1,credit_card,12,1048.5
ord_009449,1,voucher,1,1361.19
ord_009450,1,boleto,1,326.02
ord_009451,1,credit_card,4,1438.25
ord_009452,1,credit_card,6,130.26
ord_009453,1,credit_card,4,167.93
ord_009454,1,credit_card,3,794.98
ord_009455,1,credit_card,2,134.96
ord_009456,1,credit_card,4,597.2
ord_009457,1,credit_card,3,168.44
ord_009458,1,boleto,1,144.7
ord_009459,1,credit_card,1,72.52
ord_009459,2,credit_card,6,93.15
ord_009459,3,credit_card,12,2.25
ord_009460,1,credit_card,10,6.74
ord_009460,2,credit_card,6,83.99
ord_009461,1,debit_card,1,66.89
ord_009462,1,credit_card,6,65.06
ord_009463,1,credit_card,10,1643.76
ord_009464,1,boleto,1,271.01
ord_009465,1,credit_card,1,76.33
ord_009466,1,boleto,1,179.45
ord_009467,1,credit_card,2,111.05
ord_009468,1,credit_card,10,170.02
ord_009469,1,credit_card,10,63.86
ord_009470,1,credit_card,3,53.77
ord_009471,1,debit_card,1,75.42
ord_009472,1,credit_card,4,74.47
ord_009473,1,credit_card,1,82.37
ord_009474,1,credit_card,4,382.55
ord_009475,1,credit_card,2,273.51
ord_009476,1,boleto,1,90.48
ord_009477,1,voucher,1,573.11
ord_009478,1,boleto,1,128.38
ord_009479,1,credit_card,1,120.12
ord_009480,1,boleto,1,200.11
ord_009481,1,boleto,1,1182.85
ord_009482,1,credit_card,6,123.07
ord_009483,1,credit_card,1,1145.15
ord_009484,1,credit_card,3,995.86
ord_009485,1,credit_card,12,941.71
ord_009486,1,credit_card,3,1100.53
ord_009487,1,credit_card,10,90.86
ord_009488,1,credit_card,12,477.91
ord_009489,1,credit_card,3,41.69
ord_009490,1,credit_card,12,58.82
ord_009491,1,credit_card,12,123.55
ord_009492,1,boleto,1,190.07
ord_009493,1,boleto,1,229.23
ord_009494,1,boleto,1,51.92
ord_009495,1,boleto,1,51.9
ord_009496,1,credit_card,3,13.16
ord_009496,2,credit_card,4,3.81
ord_009496,3,credit_card,1,17.69
ord_009497,1,boleto,1,808.27
ord_009498,1,voucher,1,135.92
ord_009499,1,credit_card,2,382.68
ord_009500,1,boleto,1,787.23
ord_009501,1,credit_card,12,77.35
ord_009502,1,credit_card,3,587.05
ord_009503,1,credit_card,6,281.77
ord_009503,2,credit_card,1,679.22
ord_009504,1,credit_card,10,565.89
ord_009505,1,credit_card,4,45.95
ord_009506,1,credit_card,1,433.04
ord_009507,1,credit_card,2,2761.66
ord_009508,1,boleto,1,385.38
ord_009509,1,credit_card,2,83.2
ord_009510,1,credit_card,3,195.87
ord_009511,1,credit_card,3,110.05
ord_009512,1,credit_card,4,76.01
ord_009513,1,credit_card,4,110.56
ord_009514,1,credit_card,4,67.93
ord_009515,1,credit_card,1,155.5
ord_009516,1,credit_card,10,62.08
ord_009517,1,credit_card,3,262.06
ord_009517,2,boleto,1,141.84
ord_009517,3,boleto,1,285.68
ord_009518,1,credit_card,3,223.81
ord_009519,1,credit_card,1,47.73
ord_009520,1,credit_card,4,41.28
ord_009521,1,credit_card,4,249.77
ord_009522,1,credit_card,12,52.47
ord_009523,1,credit_card,10,193.53
ord_009524,1,voucher,1,630.27
ord_009525,1,credit_card,6,33.32
ord_009526,1,credit_card,10,85.55
ord_009527,1,credit_card,4,1118.33
ord_009528,1,credit_card,1,82.06
ord_009529,1,credit_card,3,85.8
ord_009530,1,credit_card,2,62.91
ord_009530,2,credit_card,12,76.22
ord_009531,1,voucher,1,850.65
ord_009532,1,credit_card,2,165.29
ord_009533,1,credit_card,3,566.78
ord_009534,1,voucher,1,605.87
ord_009535,1,credit_card,6,127.92
ord_009536,1,credit_card,1,329.99
ord_009537,1,credit_card,2,610.01
ord_009538,1,credit_card,12,110.47
ord_009539,1,credit_card,3,247.95
ord_009540,1,credit_card,4,1409.71
ord_009541,1,credit_card,12,843.76
ord_009542,1,credit_card,6,994.66
ord_009543,1,credit_card,6,368.34
ord_009544,1,credit_card,4,128.21
ord_009545,1,credit_card,10,73.95
ord_009546,1,credit_card,6,601.14
ord_009547,1,credit_card,12,70.96
ord_009548,1,credit_card,3,109.87
ord_009549,1,credit_card,3,150.19
ord_009550,1,credit_card,6,230.42
ord_009551,1,credit_card,1,259.94
ord_009552,1,credit_card,6,283.35
ord_009553,1,credit_card,1,1105.71
ord_009554,1,credit_card,2,134.01
ord_009555,1,credit_card,4,571.33
ord_009556,1,boleto,1,118.0
ord_009557,1,boleto,1,59.57
ord_009558,1,boleto,1,77.76
ord_009559,1,boleto,1,78.99
ord_009560,1,credit_card,6,80.15
ord_009561,1,credit_card,1,310.65
ord_009562,1,credit_card,2,296.64
ord_009563,1,credit_card,1,389.25
ord_009564,1,boleto,1,609.36
ord_009565,1,credit_card,6,91.97
ord_009566,1,credit_card,12,56.89
ord_009567,1,credit_card,12,58.46
ord_009568,1,credit_card,2,167.89
ord_009569,1,debit_card,1,23.49
ord_009570,1,credit_card,2,184.62
ord_009570,2,credit_card,6,334.37
ord_009571,1,debit_card,1,718.63
ord_009572,1,boleto,1,128.25
ord_009573,1,credit_card,3,1011.91
ord_009574,1,credit_card,1,989.79
ord_009575,1,credit_card,2,659.37
ord_009576,1,boleto,1,71.96
ord_009577,1,credit_card,10,1096.54
ord_009578,1,credit_card,12,51.05
ord_009579,1,credit_card,10,61.02
ord_009580,1,credit_card,3,46.08
ord_009581,1,debit_card,1,1096.69
ord_009582,1,credit_card,1,486.86
ord_009583,1,boleto,1,73.68
ord_009584,1,boleto,1,109.41
ord_009585,1,voucher,1,580.33
ord_009586,1,credit_card,4,59.97
ord_009587,1,credit_card,10,478.69
ord_009587,2,credit_card,6,584.15
ord_009588,1,credit_card,6,1107.13
ord_009589,1,credit_card,2,151.93
ord_009590,1,boleto,1,1094.92
ord_009591,1,credit_card,1,124.31
ord_009592,1,credit_card,12,193.6
ord_009593,1,credit_card,3,534.93
ord_009594,1,credit_card,2,40.79
ord_009595,1,credit_card,2,566.33
ord_009596,1,boleto,1,237.84
ord_009597,1,boleto,1,649.91
ord_009598,1,credit_card,6,81.24
ord_009599,1,boleto,1,656.15
ord_009600,1,credit_card,6,1107.71
ord_009601,1,boleto,1,72.32
ord_009602,1,credit_card,2,1034.28
ord_009603,1,credit_card,2,156.36
ord_009604,1,credit_card,4,274.34
ord_009605,1,credit_card,6,635.94
ord_009606,1,credit_card,3,115.63
ord_009607,1,boleto,1,2197.08
ord_009608,1,boleto,1,711.32
ord_009609,1,credit_card,12,1332.28
ord_009610,1,credit_card,2,606.84
ord_009611,1,credit_card,6,1110.28
ord_009612,1,boleto,1,182.41
ord_009613,1,boleto,1,696.28
ord_009614,1,credit_card,1,624.76
ord_009615,1,boleto,1,217.79
ord_009616,1,credit_card,1,655.01
ord_009617,1,boleto,1,63.31
ord_009618,1,credit_card,10,66.49
ord_009619,1,credit_card,3,294.5
ord_009620,1,credit_card,12,146.21
ord_009621,1,credit_card,6,101.43
ord_009622,1,debit_card,1,511.44
ord_009623,1,credit_card,6,137.16
ord_009624,1,credit_card,6,31.64
ord_009625,1,credit_card,3,610.92
ord_009626,1,voucher,1,78.68
ord_009627,1,credit_card,3,237.32
ord_009627,2,credit_card,4,369.0
ord_009628,1,credit_card,6,717.99
ord_009629,1,boleto,1,175.84
ord_009630,1,credit_card,1,94.47
ord_009631,1,debit_card,1,35.66
ord_009632,1,credit_card,2,491.88
ord_009633,1,credit_card,10,634.93
ord_009634,1,credit_card,4,1467.52
ord_009635,1,credit_card,4,888.29
ord_009636,1,credit_card,2,45.44
ord_009637,1,credit_card,3,200.1
ord_009638,1,credit_card,4,2046.86
ord_009639,1,credit_card,1,39.36
ord_009640,1,boleto,1,476.97
ord_009641,1,credit_card,6,57.77
ord_009641,2,credit_card,4,129.61
ord_009641,3,boleto,1,29.87
ord_009642,1,credit_card,6,596.26
ord_009643,1,credit_card,4,997.39
ord_009644,1,boleto,1,79.57
ord_009645,1,credit_card,12,170.48
ord_009646,1,credit_card,6,792.59
ord_009647,1,credit_card,2,214.87
ord_009648,1,credit_card,4,38.2
ord_009649,1,credit_card,2,95.64
ord_009650,1,credit_card,2,105.73
ord_009651,1,credit_card,12,331.87
ord_009651,2,credit_card,1,161.21
ord_009652,1,credit_card,12,82.89
ord_009653,1,credit_card,1,1420.1
ord_009654,1,boleto,1,288.25
ord_009655,1,credit_card,12,35.41
ord_009656,1,boleto,1,139.58
ord_009656,2,credit_card,10,130.63
ord_009657,1,boleto,1,604.86
ord_009658,1,credit_card,12,487.65
ord_009659,1,credit_card,12,1806.74
ord_009660,1,credit_card,10,56.28
ord_009661,1,credit_card,1,988.94
ord_009662,1,credit_card,6,182.74
ord_009663,1,credit_card,3,81.19
ord_009664,1,credit_card,1,67.6
ord_009665,1,credit_card,12,-101.05
ord_009666,1,credit_card,10,194.67
ord_009667,1,credit_card,6,38.49
ord_009668,1,credit_card,3,3.49
ord_009668,2,boleto,1,39.07
ord_009669,1,credit_card,4,64.11
ord_009670,1,boleto,1,1440.78
ord_009671,1,boleto,1,230.64
ord_009672,1,voucher,1,80.34
ord_009673,1,voucher,1,445.78
ord_009674,1,credit_card,12,157.31
ord_009675,1,credit_card,12,546.48
ord_009676,1,credit_card,4,283.13
ord_009677,1,credit_card,1,103.96
ord_009678,1,credit_card,12,38.45
ord_009679,1,credit_card,6,626.72
ord_009680,1,credit_card,6,66.72
ord_009681,1,boleto,1,52.43
ord_009682,1,credit_card,4,110.99
ord_009683,1,credit_card,10,597.45
ord_009684,1,credit_card,6,36.14
ord_009685,1,boleto,1,77.66
ord_009686,1,boleto,1,68.56
ord_009687,1,credit_card,4,45.72
ord_009688,1,credit_card,12,479.4
ord_009689,1,credit_card,2,44.42
ord_009690,1,credit_card,4,426.91
ord_009691,1,debit_card,1,288.47
ord_009692,1,credit_card,4,96.83
ord_009693,1,boleto,1,58.46
ord_009694,1,boleto,1,584.18
ord_009695,1,credit_card,2,381.32
ord_009696,1,credit_card,2,268.28
ord_009697,1,boleto,1,9.77
ord_009697,2,credit_card,1,40.09
ord_009697,3,credit_card,2,35.06
ord_009698,1,credit_card,12,344.65
ord_009699,1,credit_card,1,1039.54
ord_009700,1,credit_card,4,177.78
ord_009700,2,boleto,1,100.61
ord_009700,3,credit_card,3,198.0
ord_009701,1,credit_card,6,592.38
ord_009702,1,boleto,1,39.59
ord_009703,1,credit_card,4,254.08
ord_009704,1,credit_card,2,515.97
ord_009705,1,credit_card,10,98.16
ord_009706,1,credit_card,1,287.99
ord_009707,1,credit_card,6,36.88
ord_009708,1,boleto,1,382.75
ord_009709,1,boleto,1,1201.12
ord_009710,1,credit_card,10,685.01
ord_009711,1,credit_card,12,818.93
ord_009712,1,boleto,1,52.79
ord_009713,1,boleto,1,40.75
ord_009714,1,credit_card,4,61.88
ord_009715,1,credit_card,10,197.69
ord_009716,1,boleto,1,177.08
ord_009717,1,debit_card,1,724.73
ord_009718,1,credit_card,12,26.83
ord_009719,1,credit_card,4,81.67
ord_009720,1,credit_card,10,45.36
ord_009721,1,credit_card,2,460.75
ord_009722,1,boleto,1,1265.85
ord_009723,1,credit_card,12,38.37
ord_009724,1,credit_card,4,70.63
ord_009725,1,credit_card,6,67.26
ord_009726,1,credit_card,2,42.25
ord_009727,1,credit_card,12,57.01
ord_009728,1,credit_card,4,602.45
ord_009729,1,credit_card,12,21.4
ord_009730,1,voucher,1,137.23
ord_009730,2,boleto,1,39.15
ord_009730,3,credit_card,2,156.83
ord_009731,1,credit_card,6,506.92
ord_009732,1,boleto,1,78.95
ord_009733,1,debit_card,1,136.63
ord_009734,1,boleto,1,137.47
ord_009735,1,boleto,1,243.38
ord_009736,1,boleto,1,239.05
ord_009737,1,boleto,1,199.71
ord_009738,1,boleto,1,125.77
ord_009739,1,credit_card,10,149.05
ord_009740,1,credit_card,4,29.02
ord_009741,1,credit_card,3,1098.79
ord_009742,1,credit_card,2,1270.31
ord_009743,1,credit_card,10,66.91
ord_009744,1,credit_card,2,1111.64
ord_009745,1,voucher,1,1973.3
ord_009746,1,credit_card,3,208.19
ord_009747,1,voucher,1,1145.04
ord_009748,1,credit_card,12,87.65
ord_009749,1,boleto,1,1099.93
ord_009750,1,credit_card,12,263.51
ord_009751,1,boleto,1,212.39
ord_009752,1,credit_card,12,277.75
ord_009753,1,credit_card,10,73.73
ord_009754,1,credit_card,10,264.4
ord_009755,1,boleto,1,319.45
ord_009756,1,voucher,1,903.79
ord_009757,1,credit_card,2,345.43
ord_009758,1,credit_card,4,201.9
ord_009759,1,credit_card,10,76.71
ord_009760,1,credit_card,4,855.12
ord_009761,1,credit_card,6,425.17
ord_009762,1,credit_card,10,94.29
ord_009763,1,credit_card,10,163.57
ord_009764,1,credit_card,12,102.62
ord_009765,1,credit_card,2,188.79
ord_009766,1,credit_card,1,1054.71
ord_009767,1,credit_card,6,380.59
ord_009768,1,credit_card,1,33.55
ord_009769,1,credit_card,6,1183.39
ord_009770,1,credit_card,2,1097.3
ord_009771,1,credit_card,1,186.91
ord_009772,1,boleto,1,174.65
ord_009773,1,credit_card,10,642.72
ord_009774,1,debit_card,1,290.09
ord_009775,1,boleto,1,156.15
ord_009776,1,credit_card,1,611.11
ord_009777,1,credit_card,3,113.56
ord_009778,1,credit_card,10,129.43
ord_009779,1,credit_card,12,205.13
ord_009780,1,credit_card,6,364.21
ord_009781,1,credit_card,3,35.95
ord_009782,1,credit_card,6,171.99
ord_009783,1,credit_card,3,124.5
ord_009784,1,credit_card,10,165.55
ord_009785,1,credit_card,2,103.98
ord_009786,1,boleto,1,112.25
ord_009787,1,voucher,1,256.52
ord_009788,1,credit_card,2,72.6
ord_009789,1,credit_card,10,458.59
ord_009790,1,credit_card,3,189.04
ord_009791,1,credit_card,4,46.5
ord_009792,1,credit_card,3,382.22
ord_009793,1,credit_card,4,105.16
ord_009794,1,credit_card,2,47.34
ord_009795,1,boleto,1,32.05
ord_009796,1,credit_card,6,76.2
ord_009797,1,credit_card,2,314.48
ord_009798,1,credit_card,12,798.06
ord_009799,1,credit_card,1,113.67
ord_009800,1,credit_card,3,461.71
ord_009801,1,credit_card,10,1527.75
ord_009802,1,credit_card,4,1098.18
