customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cus_009949,usr_009949,94991,Rio de Janeiro,RJ
cus_009950,usr_009950,04210,São Paulo,SP
cus_009951,usr_009951,74045,Rio de Janeiro,RJ
cus_009952,usr_009952,49626,Porto Alegre,RS
cus_009953,usr_009953,53513,Salvador,BA
cus_009954,usr_009954,91958,São Paulo,SP
cus_009955,usr_009955,39793,Belo Horizonte,MG
cus_009956,usr_009956,43946,Porto Alegre,RS
cus_009957,usr_009957,,Rio de Janeiro,RJ
cus_009958,usr_009958,32108,Brasília,DF
cus_009959,usr_009959,92175,São Paulo,SP
cus_009960,usr_009960,71910,Florianópolis,SC
cus_009961,usr_009961,98958,Vitória,ES
cus_009962,usr_009962,43225,Belo Horizonte,MG
cus_009963,usr_009963,85993,São Paulo,SP
cus_009964,usr_009964,23758,São Paulo,SP
cus_009965,usr_009965,07279,Rio de Janeiro,RJ
cus_009966,usr_009966,15560,Porto Alegre,RS
cus_009967,usr_009967,11900,Porto Alegre,RS
cus_009968,usr_009968,55431,Florianópolis,SC
cus_009969,usr_009969,26234,São Paulo,SP
cus_009970,usr_009970,98908,Belo Horizonte,MG
cus_009971,usr_009971,19260,Porto Alegre,RS
cus_009972,usr_009972,01158,Goiânia,GO
cus_009973,usr_009973,68108,São Paulo,SP
cus_009974,usr_009974,70580,São Paulo,SP
cus_009975,usr_009975,50213,Brasília,DF
cus_009976,usr_009976,90181,Florianópolis,SC
cus_009977,usr_009977,93915,Curitiba,PR
cus_009978,usr_009978,63661,Florianópolis,SC
cus_009979,usr_009979,29580,São Paulo,SP
cus_009980,usr_009980,35393,São Paulo,SP
cus_009981,usr_009981,62106,Belo Horizonte,MG
cus_009982,usr_009982,55092,Goiânia,GO
cus_009983,usr_009983,42551,Brasília,DF
cus_009984,usr_009984,19153,Curitiba,PR
cus_009985,usr_009985,70508,São Paulo,SP
cus_009986,usr_009986,03751,Belo Horizonte,MG
cus_009987,usr_009987,69979,Rio de Janeiro,RJ
cus_009988,usr_009988,38673,Curitiba,PR
cus_009989,usr_009989,84633,São Paulo,SP
cus_009990,usr_009990,30274,Porto Alegre,RS
cus_009991,usr_009991,55193,Florianópolis,SC
cus_009992,usr_009992,83285,São Paulo,SP
cus_009993,usr_009993,67419,Rio de Janeiro,RJ
cus_009994,usr_009994,80886,São Paulo,SP
cus_009995,usr_009995,61613,Belo Horizonte,MG
cus_009996,usr_009996,32957,Rio de Janeiro,RJ
cus_009997,usr_009997,88349,São Paulo,SP
cus_009998,usr_009998,30899,São Paulo,SP
cus_009999,usr_009999,19338,Porto Alegre,RS
cus_010000,usr_010000,84239,Salvador,BA
cus_010001,usr_010001,14329,Florianópolis,SC
cus_010002,usr_010002,32509,São Paulo,SP
cus_010003,usr_010003,82869,Rio de Janeiro,RJ
cus_010004,usr_010004,22681,Belo Horizonte,MG
cus_010005,usr_010005,81596,Fortaleza,CE
cus_010006,usr_010006,40489,Rio de Janeiro,RJ
cus_010007,usr_010007,33546,Curitiba,PR
cus_010008,usr_010008,57256,Florianópolis,SC
cus_010009,usr_010009,58017,Salvador,BA
cus_010010,usr_010010,16223,Belo Horizonte,MG
cus_010011,usr_010011,30171,São Paulo,SP
cus_010012,usr_010012,04186,São Paulo,SP
cus_010013,usr_010013,43005,Porto Alegre,RS
cus_010014,usr_010014,44770,Belo Horizonte,MG
cus_010015,usr_010015,89449,São Paulo,SP
cus_010016,usr_010016,84926,Porto Alegre,RS
cus_010017,usr_010017,22875,Recife,PE
cus_010018,usr_010018,80921,Salvador,BA
cus_010019,usr_010019,76645,São Paulo,SP
cus_010020,usr_010020,94485,São Paulo,SP
cus_010021,usr_010021,31851,Curitiba,PR
cus_010022,usr_010022,24406,Rio de Janeiro,RJ
cus_010023,usr_010023,52808,Recife,PE
cus_010024,usr_010024,25937,Curitiba,PR
cus_010025,usr_010025,71148,São Paulo,SP
cus_010026,usr_010026,42874,Salvador,BA
cus_010027,usr_010027,75419,São Paulo,SP
cus_010028,usr_010028,30802,Goiânia,GO
cus_010029,usr_010029,75874,Curitiba,PR
cus_010030,usr_010030,65076,São Paulo,SP
cus_010031,usr_010031,46384,Brasília,DF
cus_010032,usr_010032,20142,São Paulo,SP
cus_010033,usr_010033,90415,São Paulo,SP
cus_010034,usr_010034,89527,São Paulo,SP
cus_010035,usr_010035,60775,São Paulo,SP
cus_010036,usr_010036,56796,São Paulo,SP
cus_010037,usr_010037,86581,São Paulo,SP
cus_010038,usr_010038,14554,Rio de Janeiro,RJ
cus_010039,usr_010039,39228,São Paulo,SP
cus_010040,usr_010040,28262,Curitiba,PR
cus_010041,usr_010041,06631,São Paulo,SP
cus_010042,usr_010042,05203,Rio de Janeiro,RJ
cus_010043,usr_010043,20156,Curitiba,PR
cus_010044,usr_010044,34127,Belo Horizonte,MG
cus_010045,usr_010045,68014,Vitória,ES
cus_010046,usr_010046,23450,Rio de Janeiro,RJ
cus_010047,usr_010047,62827,Salvador,BA
cus_010048,usr_010048,27571,Curitiba,PR
cus_010049,usr_010049,31084,São Paulo,SP
cus_010050,usr_010050,39090,Curitiba,PR
cus_010051,usr_010051,01349,Belo Horizonte,MG
cus_010052,usr_010052,81895,Rio de Janeiro,RJ
cus_010053,usr_010053,39656,Rio de Janeiro,RJ
cus_010054,usr_010054,89266,São Paulo,SP
cus_010055,usr_010055,21993,São Paulo,SP
cus_010056,usr_010056,28438,Rio de Janeiro,RJ
cus_010057,usr_010057,21579,Porto Alegre,RS
cus_010058,usr_010058,47331,Porto Alegre,RS
cus_010059,usr_010059,03553,São Paulo,SP
cus_010060,usr_010060,11585,São Paulo,SP
cus_010061,usr_010061,40790,São Paulo,SP
cus_010062,usr_010062,94061,Curitiba,PR
cus_010063,usr_010063,23664,São Paulo,SP
cus_010064,usr_010064,28499,São Paulo,SP
cus_010065,usr_010065,18647,Rio de Janeiro,RJ
cus_010066,usr_010066,21124,São Paulo,SP
cus_010067,usr_010067,01369,Curitiba,PR
cus_010068,usr_010068,36614,Curitiba,PR
cus_010069,usr_010069,84852,Curitiba,PR
cus_010070,usr_010070,44370,São Paulo,SP
cus_010071,usr_010071,57982,Florianópolis,SC
cus_010072,usr_010072,74433,Salvador,BA
cus_010073,usr_010073,55466,São Paulo,SP
cus_010074,usr_010074,56315,Curitiba,PR
cus_010075,usr_010075,81244,Florianópolis,SC
cus_010076,usr_010076,96274,Rio de Janeiro,RJ
cus_010077,usr_010077,28045,Porto Alegre,RS
cus_010078,usr_010078,37496,Brasília,DF
cus_010079,usr_010079,03472,Recife,PE
cus_010080,usr_010080,35590,Rio de Janeiro,RJ
cus_010081,usr_010081,,Belo Horizonte,MG
cus_010082,usr_010082,97256,Curitiba,PR
cus_010083,usr_010083,44148,São Paulo,SP
cus_010084,usr_010084,54374,Curitiba,PR
cus_010085,usr_010085,55116,São Paulo,SP
cus_010086,usr_010086,01470,Florianópolis,SC
cus_010087,usr_010087,16599,Belo Horizonte,MG
cus_010088,usr_010088,03380,Rio de Janeiro,RJ
cus_010089,usr_010089,54470,Porto Alegre,RS
cus_010090,usr_010090,55486,Porto Alegre,RS
cus_010091,usr_010091,26577,São Paulo,SP
cus_010092,usr_010092,93844,São Paulo,SP
cus_010093,usr_010093,33052,São Paulo,SP
cus_010094,usr_010094,73440,Curitiba,PR
cus_010095,usr_010095,72859,Fortaleza,CE
cus_010096,usr_010096,59334,São Paulo,SP
cus_010097,usr_010097,36522,Porto Alegre,RS
cus_010098,usr_010098,94468,Curitiba,PR
cus_010099,usr_010099,23853,São Paulo,SP
cus_010100,usr_010100,89652,Fortaleza,CE
cus_010101,usr_010101,14960,São Paulo,SP
cus_010102,usr_010102,21861,São Paulo,SP
cus_010103,usr_010103,90892,Florianópolis,SC
cus_010104,usr_010104,59369,Rio de Janeiro,RJ
cus_010105,usr_010105,24221,Curitiba,PR
cus_010106,usr_010106,59345,Rio de Janeiro,RJ
cus_010107,usr_010107,32189,São Paulo,SP
cus_010108,usr_010108,48021,São Paulo,SP
cus_010109,usr_010109,67518,Florianópolis,SC
cus_010110,usr_010110,62720,São Paulo,SP
cus_010111,usr_010111,09835,São Paulo,SP
cus_010112,usr_010112,41566,Salvador,BA
cus_010113,usr_010113,80842,Florianópolis,SC
cus_010114,usr_010114,93080,Vitória,ES
cus_010115,usr_010115,39668,São Paulo,SP
cus_010116,usr_010116,24730,Porto Alegre,RS
cus_010117,usr_010117,47219,São Paulo,SP
cus_010118,usr_010118,59316,Belo Horizonte,MG
cus_010119,usr_010119,12568,Rio de Janeiro,RJ
cus_010120,usr_010120,59879,São Paulo,SP
cus_010121,usr_010121,30294,Vitória,ES
cus_010122,usr_010122,44431,São Paulo,SP
cus_010123,usr_010123,58953,Rio de Janeiro,RJ
cus_010124,usr_010124,90499,Brasília,DF
cus_010125,usr_010125,01073,São Paulo,SP
cus_010126,usr_010126,47746,Belo Horizonte,MG
cus_010127,usr_010127,06108,Goiânia,GO
cus_010128,usr_010128,46695,Salvador,BA
cus_010129,usr_010129,24794,Porto Alegre,RS
cus_010130,usr_010130,50665,São Paulo,SP
cus_010131,usr_010131,50277,Curitiba,PR
cus_010132,usr_010132,26658,São Paulo,SP
cus_010133,usr_010133,99085,São Paulo,SP
cus_010134,usr_010134,84311,São Paulo,SP
cus_010135,usr_010135,81927,Belo Horizonte,MG
cus_010136,usr_010136,65991,Curitiba,PR
cus_010137,usr_010137,98055,São Paulo,SP
cus_010138,usr_010138,76005,São Paulo,SP
cus_010139,usr_010139,76669,Porto Alegre,RS
cus_010140,usr_010140,17599,Recife,PE
cus_010141,usr_010141,44038,Rio de Janeiro,RJ
cus_010142,usr_010142,29878,Curitiba,PR
cus_010143,usr_010143,99063,São Paulo,SP
cus_010144,usr_010144,47237,Belo Horizonte,MG
cus_010145,usr_010145,48906,Recife,PE
cus_010146,usr_010146,74507,Curitiba,PR
cus_010147,usr_010147,68178,Brasília,DF
cus_010148,usr_010148,34843,Porto Alegre,RS
cus_010149,usr_010149,62264,Salvador,BA
cus_010150,usr_010150,94292,Rio de Janeiro,RJ
cus_010151,usr_010151,85547,Recife,PE
cus_010152,usr_010152,77989,São Paulo,SP
cus_010153,usr_010153,81179,São Paulo,SP
cus_010154,usr_010154,86652,Florianópolis,SC
cus_010155,usr_010155,41977,Florianópolis,SC
cus_010156,usr_010156,87435,Rio de Janeiro,RJ
cus_010157,usr_010157,37320,São Paulo,SP
cus_010158,usr_010158,60231,São Paulo,SP
cus_010159,usr_010159,23328,Rio de Janeiro,RJ
cus_010160,usr_010160,84918,Curitiba,PR
cus_010161,usr_010161,86746,Salvador,BA
cus_010162,usr_010162,47485,São Paulo,SP
cus_010163,usr_010163,52249,Vitória,ES
cus_010164,usr_010164,34962,São Paulo,SP
cus_010165,usr_010165,68553,São Paulo,SP
cus_010166,usr_010166,44173,São Paulo,SP
cus_010167,usr_010167,75408,Goiânia,GO
cus_010168,usr_010168,80425,Curitiba,PR
cus_010169,usr_010169,57255,Curitiba,PR
cus_010170,usr_010170,60040,Rio de Janeiro,RJ
cus_010171,usr_010171,89071,Belo Horizonte,MG
cus_010172,usr_010172,73373,Rio de Janeiro,RJ
cus_010173,usr_010173,41557,São Paulo,SP
cus_010174,usr_010174,41184,Vitória,ES
cus_010175,usr_010175,91888,Porto Alegre,RS
cus_010176,usr_010176,86479,São Paulo,SP
cus_010177,usr_010177,62075,Porto Alegre,RS
cus_010178,usr_010178,90926,Rio de Janeiro,RJ
cus_010179,usr_010179,87191,Porto Alegre,RS
cus_010180,usr_010180,65478,São Paulo,SP
cus_010181,usr_010181,77528,Belo Horizonte,MG
cus_010182,usr_010182,94781,São Paulo,SP
cus_010183,usr_010183,02789,Curitiba,PR
cus_010184,usr_010184,77237,São Paulo,SP
cus_010185,usr_010185,73656,Belo Horizonte,MG
cus_010186,usr_010186,96426,São Paulo,SP
cus_010187,usr_010187,19119,São Paulo,SP
cus_010188,usr_010188,52457,Fortaleza,CE
cus_010189,usr_010189,32181,São Paulo,SP
cus_010190,usr_010190,44386,São Paulo,SP
cus_010191,usr_010191,60046,Florianópolis,SC
cus_010192,usr_010192,08029,São Paulo,SP
cus_010193,usr_010193,33200,São Paulo,SP
cus_010194,usr_010194,39275,São Paulo,SP
cus_010195,usr_010195,05375,Rio de Janeiro,RJ
cus_010196,usr_010196,42151,Belo Horizonte,MG
cus_010197,usr_010197,06492,Rio de Janeiro,RJ
cus_010198,usr_010198,06367,Fortaleza,CE
cus_010199,usr_010199,10652,Rio de Janeiro,RJ
cus_010200,usr_010200,35795,São Paulo,SP
cus_010201,usr_010201,74872,Fortaleza,CE
cus_010202,usr_010202,52331,São Paulo,SP
cus_010203,usr_010203,73222,São Paulo,SP
cus_010204,usr_010204,79258,Belo Horizonte,MG
cus_010205,usr_010205,63601,São Paulo,SP
cus_010206,usr_010206,02870,Porto Alegre,RS
cus_010207,usr_010207,58357,Florianópolis,SC
cus_010208,usr_010208,21161,Curitiba,PR
cus_010209,usr_010209,71912,São Paulo,SP
cus_010210,usr_010210,83879,Porto Alegre,RS
cus_010211,usr_010211,38130,São Paulo,SP
cus_010212,usr_010212,33549,Rio de Janeiro,RJ
cus_010213,usr_010213,49624,Porto Alegre,RS
cus_010214,usr_010214,45578,Rio de Janeiro,RJ
cus_010215,usr_010215,54462,Belo Horizonte,MG
cus_010216,usr_010216,01867,São Paulo,SP
cus_010217,usr_010217,71639,Rio de Janeiro,RJ
cus_010218,usr_010218,29362,Porto Alegre,RS
cus_010219,usr_010219,54731,São Paulo,SP
cus_010220,usr_010220,95787,Brasília,DF
cus_010221,usr_010221,54878,Porto Alegre,RS
cus_010222,usr_010222,92000,São Paulo,SP
cus_010223,usr_010223,75129,Curitiba,PR
cus_010224,usr_010224,19627,Rio de Janeiro,RJ
cus_010225,usr_010225,74768,Goiânia,GO
cus_010226,usr_010226,25085,São Paulo,SP
cus_010227,usr_010227,50089,São Paulo,SP
cus_010228,usr_010228,53482,Goiânia,GO
cus_010229,usr_010229,05866,São Paulo,SP
cus_010230,usr_010230,61585,Rio de Janeiro,RJ
cus_010231,usr_010231,45664,São Paulo,SP
cus_010232,usr_010232,08316,Porto Alegre,RS
cus_010233,usr_010233,34141,São Paulo,SP
cus_010234,usr_010234,58202,São Paulo,SP
cus_010235,usr_010235,16008,Belo Horizonte,MG
cus_010236,usr_010236,73251,Rio de Janeiro,RJ
cus_010237,usr_010237,99947,Porto Alegre,RS
cus_010238,usr_010238,97297,Curitiba,PR
cus_010239,usr_010239,98076,Porto Alegre,RS
cus_010240,usr_010240,50535,Belo Horizonte,MG
cus_010241,usr_010241,15742,Salvador,BA
cus_010242,usr_010242,04262,São Paulo,SP
cus_010243,usr_010243,55775,Rio de Janeiro,RJ
cus_010244,usr_010244,74298,São Paulo,SP
cus_010245,usr_010245,31562,São Paulo,SP
cus_010246,usr_010246,37664,Porto Alegre,RS
cus_010247,usr_010247,42360,São Paulo,SP
cus_010248,usr_010248,65355,São Paulo,SP
cus_010249,usr_010249,59314,Curitiba,PR
cus_010250,usr_010250,20043,Salvador,BA
cus_010251,usr_010251,21811,São Paulo,SP
cus_010252,usr_010252,91924,Curitiba,PR
cus_010253,usr_010253,11374,Curitiba,PR
cus_010254,usr_010254,76618,Vitória,ES
cus_010255,usr_010255,34906,Belo Horizonte,MG
cus_010256,usr_010256,66964,Rio de Janeiro,RJ
cus_010257,usr_010257,36487,Belo Horizonte,MG
cus_010258,usr_010258,75431,Rio de Janeiro,RJ
cus_010259,usr_010259,03549,Rio de Janeiro,RJ
cus_010260,usr_010260,35769,Porto Alegre,RS
cus_010261,usr_010261,34694,Rio de Janeiro,RJ
cus_010262,usr_010262,24184,Fortaleza,CE
cus_010263,usr_010263,73104,Rio de Janeiro,RJ
cus_010264,usr_010264,65856,Rio de Janeiro,RJ
cus_010265,usr_010265,02847,Belo Horizonte,MG
cus_010266,usr_010266,92629,Rio de Janeiro,RJ
cus_010267,usr_010267,63724,Porto Alegre,RS
cus_010268,usr_010268,07928,Rio de Janeiro,RJ
cus_010269,usr_010269,81585,Vitória,ES
cus_010270,usr_010270,21074,Belo Horizonte,MG
cus_010271,usr_010271,69478,Belo Horizonte,MG
cus_010272,usr_010272,68193,São Paulo,SP
cus_010273,usr_010273,53566,Salvador,BA
cus_010274,usr_010274,85397,Curitiba,PR
cus_010275,usr_010275,58350,Salvador,BA
cus_010276,usr_010276,65578,São Paulo,SP
cus_010277,usr_010277,56606,São Paulo,SP
cus_010278,usr_010278,95009,São Paulo,SP
cus_010279,usr_010279,27380,Rio de Janeiro,RJ
cus_010280,usr_010280,85051,São Paulo,SP
cus_010281,usr_010281,62859,Rio de Janeiro,RJ
cus_010282,usr_010282,49192,Goiânia,GO
cus_010283,usr_010283,77366,Porto Alegre,RS
cus_010284,usr_010284,23832,Belo Horizonte,MG
cus_010285,usr_010285,18502,Salvador,BA
cus_010286,usr_010286,49900,Belo Horizonte,MG
cus_010287,usr_010287,53285,Porto Alegre,RS
cus_010288,usr_010288,80158,Salvador,BA
cus_010289,usr_010289,90248,São Paulo,SP
cus_010290,usr_010290,58670,São Paulo,SP
cus_010291,usr_010291,62771,São Paulo,SP
cus_010292,usr_010292,95887,São Paulo,SP
cus_010293,usr_010293,14470,Curitiba,PR
cus_010294,usr_010294,62255,Rio de Janeiro,RJ
cus_010295,usr_010295,08184,Porto Alegre,RS
cus_010296,usr_010296,38353,Rio de Janeiro,RJ
cus_010297,usr_010297,72823,São Paulo,SP
cus_010298,usr_010298,79263,Belo Horizonte,MG
cus_010299,usr_010299,85949,Rio de Janeiro,RJ
cus_010300,usr_010300,88777,Fortaleza,CE
cus_010301,usr_010301,13004,São Paulo,SP
cus_010302,usr_010302,01066,São Paulo,SP
cus_010303,usr_010303,14911,São Paulo,SP
cus_010304,usr_010304,04680,Rio de Janeiro,RJ
cus_010305,usr_010305,07300,Curitiba,PR
cus_010306,usr_010306,75101,São Paulo,SP
cus_010307,usr_010307,83145,Rio de Janeiro,RJ
cus_010308,usr_010308,24019,São Paulo,SP
cus_010309,usr_010309,89418,São Paulo,SP
cus_010310,usr_010310,62691,São Paulo,SP
cus_010311,usr_010311,80042,Rio de Janeiro,RJ
cus_010312,usr_010312,89400,Rio de Janeiro,RJ
cus_010313,usr_010313,44746,Curitiba,PR
cus_010314,usr_010314,56346,Porto Alegre,RS
cus_010315,usr_010315,60153,São Paulo,SP
cus_010316,usr_010316,22888,Curitiba,PR
cus_010317,usr_010317,89893,São Paulo,SP
cus_010318,usr_010318,34805,Curitiba,PR
cus_010319,usr_010319,37868,Porto Alegre,RS
cus_010320,usr_010320,46773,São Paulo,SP
cus_010321,usr_010321,39236,Salvador,BA
cus_010322,usr_010322,90120,São Paulo,SP
cus_010323,usr_010323,25596,Brasília,DF
cus_010324,usr_010324,81295,São Paulo,SP
cus_010325,usr_010325,56541,Salvador,BA
cus_010326,usr_010326,76160,Salvador,BA
cus_010327,usr_010327,59627,Salvador,BA
cus_010328,usr_010328,89612,Rio de Janeiro,RJ
cus_010329,usr_010329,01628,Recife,PE
cus_010330,usr_010330,66064,Florianópolis,SC
cus_010331,usr_010331,61005,Salvador,BA
cus_010332,usr_010332,48601,São Paulo,SP
cus_010333,usr_010333,52247,Belo Horizonte,MG
cus_010334,usr_010334,36765,Belo Horizonte,MG
cus_010335,usr_010335,08643,Belo Horizonte,MG
cus_010336,usr_010336,45224,São Paulo,SP
cus_010337,usr_010337,97268,Belo Horizonte,MG
cus_010338,usr_010338,34487,São Paulo,SP
cus_010339,usr_010339,81897,São Paulo,SP
cus_010340,usr_010340,24941,Belo Horizonte,MG
cus_010341,usr_010341,42594,São Paulo,SP
cus_010342,usr_010342,78484,São Paulo,SP
cus_010343,usr_010343,12865,São Paulo,SP
cus_010344,usr_010344,92899,Curitiba,PR
cus_010345,usr_010345,10282,Belo Horizonte,MG
cus_010346,usr_010346,89791,Goiânia,GO
cus_010347,usr_010347,73601,Rio de Janeiro,RJ
cus_010348,usr_010348,79178,Porto Alegre,RS
cus_010349,usr_010349,32819,São Paulo,SP
cus_010350,usr_010350,16438,Rio de Janeiro,RJ
cus_010351,usr_010351,87386,Belo Horizonte,MG
cus_010352,usr_010352,86306,Rio de Janeiro,RJ
cus_010353,usr_010353,70713,São Paulo,SP
cus_010354,usr_010354,21473,São Paulo,SP
cus_010355,usr_010355,35694,São Paulo,SP
cus_010356,usr_010356,65925,São Paulo,SP
cus_010357,usr_010357,44902,Porto Alegre,RS
cus_010358,usr_010358,22491,Brasília,DF
cus_010359,usr_010359,64474,Florianópolis,SC
cus_010360,usr_010360,14366,Fortaleza,CE
cus_010361,usr_010361,09419,Curitiba,PR
cus_010362,usr_010362,62666,Brasília,DF
cus_010363,usr_010363,96531,Vitória,ES
cus_010364,usr_010364,51671,Belo Horizonte,MG
cus_010365,usr_010365,33493,São Paulo,SP
cus_010366,usr_010366,64147,Fortaleza,CE
cus_010367,usr_010367,90416,Curitiba,PR
cus_010368,usr_010368,24624,Rio de Janeiro,RJ
cus_010369,usr_010369,61032,São Paulo,SP
cus_010370,usr_010370,07215,São Paulo,SP
cus_010371,usr_010371,19881,Florianópolis,SC
cus_010372,usr_010372,56551,Porto Alegre,RS
cus_010373,usr_010373,57080,Rio de Janeiro,RJ
cus_010374,usr_010374,86072,Porto Alegre,RS
cus_010375,usr_010375,72009,Porto Alegre,RS
cus_010376,usr_010376,44338,Belo Horizonte,MG
cus_010377,usr_010377,34814,São Paulo,SP
cus_010378,usr_010378,10079,Recife,PE
cus_010379,usr_010379,,São Paulo,SP
cus_010380,usr_010380,18851,Fortaleza,CE
cus_010381,usr_010381,91691,Curitiba,PR
cus_010382,usr_010382,01427,Vitória,ES
cus_010383,usr_010383,58011,Curitiba,PR
cus_010384,usr_010384,87964,São Paulo,SP
cus_010385,usr_010385,77208,Vitória,ES
cus_010386,usr_010386,33662,São Paulo,SP
cus_010387,usr_010387,21079,Belo Horizonte,MG
cus_010388,usr_010388,70204,Florianópolis,SC
cus_010389,usr_010389,80173,São Paulo,SP
cus_010390,usr_010390,88697,São Paulo,SP
cus_010391,usr_010391,10162,São Paulo,SP
cus_010392,usr_010392,53699,Vitória,ES
cus_010393,usr_010393,32456,São Paulo,SP
cus_010394,usr_010394,61992,Brasília,DF
cus_010395,usr_010395,81385,São Paulo,SP
cus_010396,usr_010396,42428,São Paulo,SP
cus_010397,usr_010397,05603,Goiânia,GO
cus_010398,usr_010398,84317,São Paulo,SP
cus_010399,usr_010399,07928,Fortaleza,CE
cus_010400,usr_010400,89498,São Paulo,SP
cus_010401,usr_010401,86271,São Paulo,SP
cus_010402,usr_010402,09835,Curitiba,PR
cus_010403,usr_010403,22227,Belo Horizonte,MG
cus_010404,usr_010404,47156,São Paulo,SP
cus_010405,usr_010405,14780,Rio de Janeiro,RJ
cus_010406,usr_010406,72251,São Paulo,SP
cus_010407,usr_010407,25380,Curitiba,PR
cus_010408,usr_010408,07224,Belo Horizonte,MG
cus_010409,usr_010409,42805,Recife,PE
cus_010410,usr_010410,82603,Curitiba,PR
cus_010411,usr_010411,53604,Brasília,DF
cus_010412,usr_010412,43743,Rio de Janeiro,RJ
cus_010413,usr_010413,69535,Curitiba,PR
cus_010414,usr_010414,73217,Fortaleza,CE
cus_010415,usr_010415,19285,Curitiba,PR
cus_010416,usr_010416,87870,São Paulo,SP
cus_010417,usr_010417,57726,Belo Horizonte,MG
cus_010418,usr_010418,42431,Belo Horizonte,MG
cus_010419,usr_010419,52132,Florianópolis,SC
cus_010420,usr_010420,69940,Belo Horizonte,MG
cus_010421,usr_010421,66732,Salvador,BA
cus_010422,usr_010422,70810,Recife,PE
cus_010423,usr_010423,05719,Vitória,ES
cus_010424,usr_010424,11386,São Paulo,SP
cus_010425,usr_010425,22962,Porto Alegre,RS
cus_010426,usr_010426,61328,Florianópolis,SC
cus_010427,usr_010427,22965,São Paulo,SP
cus_010428,usr_010428,03198,São Paulo,SP
cus_010429,usr_010429,51021,São Paulo,SP
cus_010430,usr_010430,17616,Belo Horizonte,MG
cus_010431,usr_010431,99169,Salvador,BA
cus_010432,usr_010432,57030,Rio de Janeiro,RJ
cus_010433,usr_010433,45292,Goiânia,GO
cus_010434,usr_010434,61655,São Paulo,SP
cus_010435,usr_010435,95683,Curitiba,PR
cus_010436,usr_010436,64323,São Paulo,SP
cus_010437,usr_010437,36210,Rio de Janeiro,RJ
cus_010438,usr_010438,98436,Rio de Janeiro,RJ
cus_010439,usr_010439,71378,São Paulo,SP
cus_010440,usr_010440,84588,São Paulo,SP
cus_010441,usr_010441,99879,Porto Alegre,RS
cus_010442,usr_010442,93305,Salvador,BA
cus_010443,usr_010443,56742,Rio de Janeiro,RJ
cus_010444,usr_010444,17916,São Paulo,SP
cus_010445,usr_010445,60364,Brasília,DF
cus_010446,usr_010446,05790,Rio de Janeiro,RJ
cus_010447,usr_010447,45519,São Paulo,SP
cus_010448,usr_010448,62579,Belo Horizonte,MG
cus_010449,usr_010449,61592,São Paulo,SP
cus_010450,usr_010450,17588,São Paulo,SP
cus_010451,usr_010451,59741,São Paulo,SP
cus_010452,usr_010452,93954,Fortaleza,CE
cus_010453,usr_010453,96265,São Paulo,SP
cus_010454,usr_010454,45269,Vitória,ES
cus_010455,usr_010455,80119,São Paulo,SP
cus_010456,usr_010456,30220,Curitiba,PR
cus_010457,usr_010457,61051,Vitória,ES
cus_010458,usr_010458,14631,Porto Alegre,RS
cus_010459,usr_010459,71442,Rio de Janeiro,RJ
cus_010460,usr_010460,77517,Brasília,DF
cus_010461,usr_010461,38419,Rio de Janeiro,RJ
cus_010462,usr_010462,31519,Rio de Janeiro,RJ
cus_010463,usr_010463,45993,Belo Horizonte,MG
cus_010464,usr_010464,37508,Rio de Janeiro,RJ
cus_010465,usr_010465,35675,Belo Horizonte,MG
cus_010466,usr_010466,98794,Curitiba,PR
cus_010467,usr_010467,24372,São Paulo,SP
cus_010468,usr_010468,91411,Porto Alegre,RS
cus_010469,usr_010469,44292,São Paulo,SP
cus_010470,usr_010470,91370,Rio de Janeiro,RJ
cus_010471,usr_010471,56474,Rio de Janeiro,RJ
cus_010472,usr_010472,81604,Recife,PE
cus_010473,usr_010473,78702,São Paulo,SP
cus_010474,usr_010474,21926,Porto Alegre,RS
cus_010475,usr_010475,55077,Rio de Janeiro,RJ
cus_010476,usr_010476,43340,São Paulo,SP
cus_010477,usr_010477,95163,São Paulo,SP
cus_010478,usr_010478,33104,São Paulo,SP
cus_010479,usr_010479,16378,Belo Horizonte,MG
cus_010480,usr_010480,66378,São Paulo,SP
cus_010481,usr_010481,19845,São Paulo,SP
cus_010482,usr_010482,56613,Belo Horizonte,MG
cus_010483,usr_010483,72842,Belo Horizonte,MG
cus_010484,usr_010484,71888,Salvador,BA
cus_010485,usr_010485,48969,Porto Alegre,RS
cus_010486,usr_010486,37726,Florianópolis,SC
cus_010487,usr_010487,53913,Florianópolis,SC
cus_010488,usr_010488,86974,Rio de Janeiro,RJ
cus_010489,usr_010489,61398,Rio de Janeiro,RJ
cus_010490,usr_010490,50934,São Paulo,SP
cus_010491,usr_010491,82395,Rio de Janeiro,RJ
cus_010492,usr_010492,77200,Rio de Janeiro,RJ
cus_010493,usr_010493,65833,Porto Alegre,RS
cus_010494,usr_010494,75716,São Paulo,SP
cus_010495,usr_010495,45905,Rio de Janeiro,RJ
cus_010496,usr_010496,91220,São Paulo,SP
cus_010497,usr_010497,94070,Porto Alegre,RS
cus_010498,usr_010498,40369,Porto Alegre,RS
cus_010499,usr_010499,38516,Belo Horizonte,MG
cus_010500,usr_010500,82823,Recife,PE
cus_010501,usr_010501,42018,São Paulo,SP
cus_010502,usr_010502,49099,São Paulo,SP
cus_010503,usr_010503,60392,São Paulo,SP
