return_id,order_id,product_id,return_reason,return_date,return_status
ret_000886,ord_021578,prd_00387,wrong_item,2024-10-05 00:19:07,approved
ret_000887,ord_021591,prd_00002,unsatisfied,2024-09-30 03:05:51,rejected
ret_000888,ord_021623,prd_00006,wrong_item,2024-09-24 15:20:02,approved
ret_000889,ord_021695,prd_00489,defective,2024-09-25 08:45:45,rejected
ret_000890,ord_021710,prd_00001,defective,2024-10-04 11:16:37,approved
ret_000891,ord_021734,prd_00001,wrong_item,2024-10-14 15:56:02,approved
ret_000892,ord_021760,prd_00002,wrong_item,2024-09-26 22:08:35,approved
ret_000893,ord_021795,prd_00041,defective,2024-10-06 04:49:35,approved
ret_000894,ord_021833,prd_00019,defective,2024-09-23 13:29:08,approved
ret_000895,ord_021869,prd_00110,unsatisfied,2024-10-04 21:01:26,pending
ret_000896,ord_021876,prd_00041,wrong_item,2024-09-23 22:53:04,approved
ret_000897,ord_021894,prd_01375,unsatisfied,2024-10-12 01:42:43,pending
ret_000898,ord_021894,prd_00646,defective,2024-09-26 01:42:43,approved
ret_000899,ord_021902,prd_00133,delayed_delivery,2024-09-27 03:28:09,approved
ret_000900,ord_021902,prd_00082,delayed_delivery,2024-09-26 03:28:09,approved
ret_000901,ord_021947,prd_00711,wrong_item,2024-10-13 11:45:07,approved
ret_000902,ord_021959,prd_00081,defective,2024-10-03 14:21:42,approved
ret_000903,ord_022001,prd_00013,unsatisfied,2024-10-03 21:59:22,approved
ret_000904,ord_022006,prd_00080,defective,2024-10-08 23:24:56,approved
ret_000905,ord_022020,prd_00402,unsatisfied,2024-10-03 03:00:45,approved
ret_000906,ord_022026,prd_00284,delayed_delivery,2024-10-18 04:02:28,approved
ret_000907,ord_022119,prd_00004,defective,2024-09-27 07:14:03,pending
ret_000908,ord_022144,prd_00001,defective,2024-10-04 16:10:14,approved
ret_000909,ord_022164,prd_00004,wrong_item,2024-10-02 21:07:16,approved
ret_000910,ord_022188,prd_00038,wrong_item,2024-10-14 02:18:37,approved
ret_000911,ord_022248,prd_00821,delayed_delivery,2024-10-01 23:07:06,rejected
ret_000912,ord_022251,prd_00015,wrong_item,2024-10-01 23:41:22,approved
ret_000913,ord_022300,prd_00076,unsatisfied,2024-10-22 14:22:44,approved
ret_000914,ord_022315,prd_00001,delayed_delivery,2024-10-02 19:20:32,approved
ret_000915,ord_022323,prd_02249,wrong_item,2024-10-16 21:40:49,approved
ret_000916,ord_022327,prd_00019,delayed_delivery,2024-10-12 23:11:21,approved
ret_000917,ord_022328,prd_00001,unsatisfied,2024-10-19 23:21:37,approved
ret_000918,ord_022406,prd_00288,wrong_item,2024-10-06 14:21:28,approved
ret_000919,ord_022413,prd_00202,delayed_delivery,2024-10-20 16:09:46,approved
ret_000920,ord_022416,prd_00386,wrong_item,2024-10-01 16:25:48,rejected
ret_000921,ord_022417,prd_00014,defective,2024-10-10 16:32:56,approved
ret_000922,ord_022421,prd_00004,delayed_delivery,2024-10-01 17:54:09,approved
ret_000923,ord_022433,prd_00385,defective,2024-10-04 19:59:03,approved
ret_000924,ord_022449,prd_00057,unsatisfied,2024-10-09 23:12:16,approved
ret_000925,ord_022476,prd_00056,delayed_delivery,2024-09-30 02:37:06,approved
ret_000926,ord_022479,prd_00024,defective,2024-10-23 03:12:52,approved
ret_000927,ord_022479,prd_00005,defective,2024-10-22 03:12:52,approved
ret_000928,ord_022651,prd_00014,unsatisfied,2024-10-18 16:06:41,approved
ret_000929,ord_022663,prd_00002,wrong_item,2024-10-15 17:53:04,approved
ret_000930,ord_022699,prd_00222,wrong_item,2024-10-26 03:49:53,approved
ret_000931,ord_022734,prd_00004,wrong_item,2024-10-03 13:50:10,pending
ret_000932,ord_022741,prd_02383,unsatisfied,2024-10-01 15:11:25,approved
ret_000933,ord_022746,prd_00050,defective,2024-10-23 17:03:25,approved
ret_000934,ord_022751,prd_00092,unsatisfied,2024-10-07 17:58:52,approved
ret_000935,ord_022768,prd_01456,unsatisfied,2024-10-16 22:54:03,approved
ret_000936,ord_022794,prd_00001,wrong_item,2024-10-17 06:52:17,approved
ret_000937,ord_022833,prd_01797,wrong_item,2024-10-21 18:32:49,approved
ret_000938,ord_022844,prd_00063,unsatisfied,2024-10-17 23:02:22,approved
ret_000939,ord_022960,prd_01723,delayed_delivery,2024-10-26 06:09:10,approved
ret_000940,ord_022983,prd_00004,defective,2024-10-10 13:46:35,approved
ret_000941,ord_023008,prd_00057,defective,2024-10-17 19:39:45,approved
ret_000942,ord_023024,prd_00013,delayed_delivery,2024-10-15 22:01:31,approved
ret_000943,ord_023050,prd_00023,unsatisfied,2024-10-22 05:20:30,rejected
ret_000944,ord_023059,prd_00600,wrong_item,2024-10-22 08:12:04,approved
ret_000945,ord_023142,prd_00005,wrong_item,2024-10-16 03:23:00,approved
ret_000946,ord_023146,prd_00011,defective,2024-10-19 04:17:14,approved
ret_000947,ord_023153,prd_00257,defective,2024-10-26 06:23:53,rejected
ret_000948,ord_023202,prd_00911,wrong_item,2024-10-29 15:27:52,approved
ret_000949,ord_023209,prd_00118,defective,2024-10-28 16:13:32,approved
ret_000950,ord_023231,prd_00116,delayed_delivery,2024-10-26 19:43:28,approved
ret_000951,ord_023241,prd_00001,unsatisfied,2024-10-18 21:16:39,approved
ret_000952,ord_023272,prd_00004,defective,2024-10-21 03:09:58,approved
ret_000953,ord_023327,prd_00088,defective,2024-10-08 15:27:00,approved
ret_000954,ord_023337,prd_00753,unsatisfied,2024-10-29 16:23:15,approved
ret_000955,ord_023348,prd_01949,wrong_item,2024-10-12 18:03:10,approved
ret_000956,ord_023358,prd_00007,defective,2024-10-31 19:47:37,rejected
ret_000957,ord_023372,prd_00052,unsatisfied,2024-10-29 21:15:34,approved
ret_000958,ord_023388,prd_00340,defective,2024-10-17 02:27:04,approved
ret_000959,ord_023404,prd_00286,defective,2024-10-09 09:38:23,approved
ret_000960,ord_023413,prd_00012,delayed_delivery,2024-10-20 13:07:45,approved
ret_000961,ord_023418,prd_00005,defective,2024-10-30 14:21:20,approved
ret_000962,ord_023432,prd_00893,wrong_item,2024-10-28 17:14:25,approved
ret_000963,ord_023433,prd_00667,delayed_delivery,2024-10-29 18:15:37,approved
ret_000964,ord_023491,prd_00082,unsatisfied,2024-10-27 12:14:42,approved
ret_000965,ord_023495,prd_00142,unsatisfied,2024-10-30 13:12:49,approved
ret_000966,ord_023497,prd_00408,defective,2024-10-15 13:25:04,rejected
ret_000967,ord_023499,prd_00002,unsatisfied,2024-10-11 13:45:14,approved
ret_000968,ord_023500,prd_00042,wrong_item,2024-10-30 14:56:41,approved
ret_000969,ord_023516,prd_00002,wrong_item,2024-10-24 19:04:18,approved
ret_000970,ord_023524,prd_00141,delayed_delivery,2024-10-10 21:20:04,approved
ret_000971,ord_023527,prd_00211,delayed_delivery,2024-10-22 22:21:22,approved
ret_000972,ord_023541,prd_00188,defective,2024-10-31 01:43:30,approved
ret_000973,ord_023561,prd_00512,unsatisfied,2024-10-20 07:56:21,rejected
ret_000974,ord_023578,prd_00053,unsatisfied,2024-10-30 11:08:02,approved
ret_000975,ord_023616,prd_00667,unsatisfied,2024-10-17 22:15:15,approved
ret_000976,ord_023624,prd_00010,unsatisfied,2024-10-17 00:36:48,approved
ret_000977,ord_023637,prd_00244,unsatisfied,2024-10-13 06:11:48,approved
ret_000978,ord_023644,prd_02247,delayed_delivery,2024-10-28 07:09:07,approved
ret_000979,ord_023653,prd_00051,delayed_delivery,2024-10-20 10:31:52,approved
ret_000980,ord_023662,prd_00523,defective,2024-10-17 13:51:15,approved
ret_000981,ord_023690,prd_00265,defective,2024-10-30 19:18:00,approved
ret_000982,ord_023716,prd_00454,defective,2024-10-31 04:09:51,approved
ret_000983,ord_023746,prd_00020,wrong_item,2024-10-18 11:27:31,approved
ret_000984,ord_023770,prd_00002,delayed_delivery,2024-10-26 16:45:51,approved
ret_000985,ord_023780,prd_00013,wrong_item,2024-10-20 18:12:59,approved
ret_000986,ord_023780,prd_00098,unsatisfied,2024-10-30 18:12:59,approved
ret_000987,ord_023785,prd_00089,defective,2024-11-04 19:15:47,approved
ret_000988,ord_023813,prd_00020,defective,2024-11-03 00:13:15,rejected
ret_000989,ord_023910,prd_00101,defective,2024-10-24 20:29:19,approved
ret_000990,ord_023931,prd_00048,unsatisfied,2024-10-26 23:49:50,approved
ret_000991,ord_023962,prd_00159,defective,2024-10-15 06:13:09,approved
ret_000992,ord_024009,prd_00011,wrong_item,2024-10-23 13:31:10,pending
ret_000993,ord_024040,prd_00022,defective,2024-10-21 19:19:54,approved
ret_000994,ord_024067,prd_00010,defective,2024-10-25 23:38:50,approved
ret_000995,ord_024103,prd_00008,unsatisfied,2024-10-31 07:49:32,approved
ret_000996,ord_024107,prd_00035,wrong_item,2024-10-21 08:26:21,approved
ret_000997,ord_024144,prd_00001,defective,2024-11-08 17:58:36,approved
ret_000998,ord_024152,prd_00125,defective,2024-10-24 19:54:21,approved
ret_000999,ord_024213,prd_00259,delayed_delivery,2024-11-09 15:44:51,approved
ret_001000,ord_024260,prd_00014,unsatisfied,2024-11-09 03:44:16,approved
ret_001001,ord_024291,prd_00052,defective,2024-10-28 12:28:22,approved
ret_001002,ord_024299,prd_00908,unsatisfied,2024-10-25 15:13:11,approved
ret_001003,ord_024310,prd_00009,unsatisfied,2024-11-03 16:58:21,approved
ret_001004,ord_024362,prd_00766,defective,2024-11-11 06:25:04,rejected
ret_001005,ord_024394,prd_00067,wrong_item,2024-10-21 13:38:12,approved
ret_001006,ord_024408,prd_00116,unsatisfied,2024-10-19 16:09:22,rejected
ret_001007,ord_024440,prd_00911,defective,2024-11-12 02:11:52,approved
ret_001008,ord_024441,prd_00132,defective,2024-11-05 02:20:49,approved
ret_001009,ord_024465,prd_00723,unsatisfied,2024-11-11 07:28:32,approved
ret_001010,ord_024517,prd_01079,unsatisfied,2024-10-25 16:33:57,approved
ret_001011,ord_024560,prd_00001,wrong_item,2024-10-20 01:29:37,approved
ret_001012,ord_024591,prd_00071,defective,2024-11-02 07:30:09,approved
ret_001013,ord_024610,prd_01517,wrong_item,2024-10-20 12:22:44,approved
ret_001014,ord_024657,prd_00309,unsatisfied,2024-10-22 23:24:26,approved
ret_001015,ord_024688,prd_00002,unsatisfied,2024-10-21 06:30:35,approved
ret_001016,ord_024689,prd_00007,wrong_item,2024-11-06 06:52:30,approved
ret_001017,ord_024690,prd_00846,delayed_delivery,2024-11-03 06:53:16,approved
ret_001018,ord_024737,prd_00040,defective,2024-10-21 16:45:56,approved
ret_001019,ord_024741,prd_00665,wrong_item,2024-10-25 18:18:22,pending
ret_001020,ord_024750,prd_01236,wrong_item,2024-10-25 21:18:35,approved
ret_001021,ord_024758,prd_00001,delayed_delivery,2024-10-27 22:54:56,approved
ret_001022,ord_024808,prd_00266,unsatisfied,2024-11-14 12:07:03,approved
ret_001023,ord_024827,prd_00478,delayed_delivery,2024-11-09 16:51:56,pending
ret_001024,ord_024848,prd_00016,wrong_item,2024-11-09 21:34:44,approved
ret_001025,ord_024868,prd_02446,unsatisfied,2024-11-07 01:15:51,approved
ret_001026,ord_024884,prd_00109,delayed_delivery,2024-11-11 05:40:34,approved
ret_001027,ord_024889,prd_00066,delayed_delivery,2024-11-02 06:50:37,pending
ret_001028,ord_024893,prd_01927,defective,2024-11-05 08:39:31,approved
ret_001029,ord_024910,prd_00029,unsatisfied,2024-11-17 12:18:15,approved
ret_001030,ord_024924,prd_01448,delayed_delivery,2024-11-01 15:29:32,approved
ret_001031,ord_024957,prd_00039,defective,2024-11-07 00:54:41,approved
ret_001032,ord_025018,prd_00136,defective,2024-11-01 17:06:22,approved
ret_001033,ord_025045,prd_00007,unsatisfied,2024-10-31 23:13:56,approved
ret_001034,ord_025052,prd_00864,defective,2024-10-25 01:49:12,approved
ret_001035,ord_025052,prd_00007,unsatisfied,2024-10-31 01:49:12,rejected
ret_001036,ord_025185,prd_00001,wrong_item,2024-11-10 11:25:24,approved
ret_001037,ord_025226,prd_00001,defective,2024-11-09 19:33:58,rejected
ret_001038,ord_025276,prd_00025,defective,2024-11-04 09:04:35,rejected
ret_001039,ord_025292,prd_00097,defective,2024-11-11 11:15:23,approved
ret_001040,ord_025302,prd_00005,unsatisfied,2024-11-21 13:05:47,approved
ret_001041,ord_025406,prd_00055,wrong_item,2024-11-18 10:12:47,approved
ret_001042,ord_025406,prd_00008,unsatisfied,2024-11-08 10:12:47,approved
ret_001043,ord_025428,prd_01460,defective,2024-11-02 14:52:16,approved
ret_001044,ord_025439,prd_00100,wrong_item,2024-11-04 16:46:30,approved
ret_001045,ord_025485,prd_00799,wrong_item,2024-11-23 02:22:14,approved
ret_001046,ord_025496,prd_01154,defective,2024-11-01 05:15:38,approved
ret_001047,ord_025513,prd_00004,delayed_delivery,2024-11-20 08:55:16,approved
ret_001048,ord_025529,prd_00002,defective,2024-10-29 13:24:24,approved
ret_001049,ord_025577,prd_02426,delayed_delivery,2024-11-08 01:38:09,approved
ret_001050,ord_025621,prd_00376,defective,2024-11-06 12:10:45,approved
ret_001051,ord_025621,prd_00106,unsatisfied,2024-11-18 12:10:45,rejected
ret_001052,ord_025621,prd_02027,defective,2024-11-23 12:10:45,approved
ret_001053,ord_025669,prd_01360,unsatisfied,2024-10-31 03:55:14,approved
ret_001054,ord_025710,prd_00003,defective,2024-11-01 15:06:25,approved
ret_001055,ord_025740,prd_00002,wrong_item,2024-11-10 01:41:17,approved
ret_001056,ord_025741,prd_02199,unsatisfied,2024-11-21 02:19:54,approved
ret_001057,ord_025742,prd_02254,unsatisfied,2024-11-23 02:20:57,approved
ret_001058,ord_025744,prd_00003,delayed_delivery,2024-11-11 02:27:48,approved
ret_001059,ord_025746,prd_01523,defective,2024-11-09 02:32:40,approved
ret_001060,ord_025752,prd_02183,delayed_delivery,2024-11-21 03:55:49,approved
ret_001061,ord_025762,prd_00175,defective,2024-11-16 07:28:17,approved
ret_001062,ord_025777,prd_00012,wrong_item,2024-11-25 10:16:05,approved
ret_001063,ord_025872,prd_00130,unsatisfied,2024-11-06 08:19:03,approved
ret_001064,ord_025877,prd_00380,wrong_item,2024-11-12 09:03:18,approved
ret_001065,ord_025890,prd_00012,defective,2024-11-03 12:14:48,approved
ret_001066,ord_025895,prd_00104,unsatisfied,2024-11-16 12:51:33,approved
ret_001067,ord_025912,prd_00405,wrong_item,2024-11-19 15:46:30,approved
ret_001068,ord_025936,prd_00060,wrong_item,2024-11-20 20:21:24,approved
ret_001069,ord_025948,prd_00006,defective,2024-11-21 22:45:25,approved
ret_001070,ord_025953,prd_00008,wrong_item,2024-11-24 00:00:47,rejected
ret_001071,ord_025961,prd_00001,wrong_item,2024-11-23 00:53:42,approved
ret_001072,ord_025971,prd_00149,unsatisfied,2024-11-18 02:04:50,pending
ret_001073,ord_026028,prd_01894,wrong_item,2024-11-19 14:29:02,approved
ret_001074,ord_026040,prd_00011,unsatisfied,2024-11-25 17:25:56,approved
ret_001075,ord_026048,prd_01680,wrong_item,2024-11-11 19:08:04,approved
ret_001076,ord_026053,prd_00078,defective,2024-11-04 19:49:05,approved
ret_001077,ord_026076,prd_00246,wrong_item,2024-11-09 23:41:57,approved
ret_001078,ord_026134,prd_00121,wrong_item,2024-11-05 09:01:11,approved
ret_001079,ord_026137,prd_00002,delayed_delivery,2024-11-28 09:33:31,approved
ret_001080,ord_026142,prd_00102,wrong_item,2024-11-06 11:16:45,approved
ret_001081,ord_026166,prd_00002,unsatisfied,2024-11-06 16:16:02,approved
ret_001082,ord_026242,prd_02494,defective,2024-11-25 07:54:45,approved
ret_001083,ord_026248,prd_00007,defective,2024-11-24 09:58:35,approved
ret_001084,ord_026250,prd_00175,delayed_delivery,2024-11-21 10:22:59,approved
ret_001085,ord_026282,prd_00837,defective,2024-11-16 19:22:38,approved
ret_001086,ord_026286,prd_00645,unsatisfied,2024-11-18 20:18:19,approved
ret_001087,ord_026326,prd_00002,unsatisfied,2024-11-29 03:14:23,approved
ret_001088,ord_026354,prd_00002,defective,2024-12-01 07:19:33,approved
ret_001089,ord_026355,prd_00129,unsatisfied,2024-11-06 07:19:46,approved
ret_001090,ord_026362,prd_00007,defective,2024-11-25 08:23:00,approved
ret_001091,ord_026367,prd_00201,defective,2024-11-09 08:59:16,approved
ret_001092,ord_026381,prd_02322,defective,2024-11-21 11:22:51,approved
ret_001093,ord_026430,prd_00001,wrong_item,2024-11-15 19:40:24,rejected
ret_001094,ord_026496,prd_00016,unsatisfied,2024-11-26 03:11:35,approved
ret_001095,ord_026508,prd_01909,defective,2024-11-14 04:10:40,approved
ret_001096,ord_026534,prd_00249,defective,2024-11-21 07:39:53,rejected
ret_001097,ord_026640,prd_00665,defective,2024-12-02 19:33:35,approved
ret_001098,ord_026645,prd_00001,defective,2024-11-07 20:21:52,approved
ret_001099,ord_026665,prd_00002,defective,2024-11-21 22:27:31,approved
ret_001100,ord_026687,prd_01380,delayed_delivery,2024-11-25 01:54:27,approved
ret_001101,ord_026705,prd_00383,wrong_item,2024-11-19 03:59:47,approved
ret_001102,ord_026760,prd_00054,wrong_item,2024-11-18 10:51:57,approved
ret_001103,ord_026778,prd_00777,unsatisfied,2024-11-18 13:30:00,approved
ret_001104,ord_026787,prd_00777,unsatisfied,2024-11-19 14:33:07,approved
ret_001105,ord_026847,prd_00001,unsatisfied,2024-12-03 22:47:25,pending
ret_001106,ord_026856,prd_01568,wrong_item,2024-11-15 23:35:46,approved
ret_001107,ord_026870,prd_00001,defective,2024-11-20 00:53:38,approved
ret_001108,ord_026873,prd_00096,defective,2024-12-03 00:57:48,approved
ret_001109,ord_026887,prd_00004,defective,2024-11-15 02:28:33,approved
ret_001110,ord_026908,prd_00798,defective,2024-11-19 03:52:50,rejected
ret_001111,ord_026918,prd_00876,unsatisfied,2024-11-24 04:47:30,approved
ret_001112,ord_026918,prd_00358,defective,2024-12-03 04:47:30,approved
ret_001113,ord_026936,prd_00029,delayed_delivery,2024-12-03 06:38:18,approved
ret_001114,ord_026966,prd_00749,wrong_item,2024-11-30 08:47:17,approved
ret_001115,ord_027003,prd_00002,delayed_delivery,2024-11-16 12:31:16,approved
ret_001116,ord_027017,prd_00733,defective,2024-12-04 13:56:37,approved
ret_001117,ord_027105,prd_00109,unsatisfied,2024-11-28 20:00:00,approved
ret_001118,ord_027153,prd_00024,unsatisfied,2024-11-27 00:07:27,approved
ret_001119,ord_027190,prd_00001,unsatisfied,2024-11-16 03:39:34,approved
ret_001120,ord_027190,prd_00022,wrong_item,2024-11-20 03:39:34,rejected
ret_001121,ord_027190,prd_00002,delayed_delivery,2024-12-04 03:39:34,approved
ret_001122,ord_027210,prd_00003,unsatisfied,2024-11-21 05:57:14,rejected
ret_001123,ord_027214,prd_00143,defective,2024-11-19 06:24:35,approved
ret_001124,ord_027252,prd_00384,unsatisfied,2024-12-04 11:08:28,rejected
ret_001125,ord_027278,prd_00415,wrong_item,2024-11-15 13:34:51,approved
ret_001126,ord_027314,prd_00046,delayed_delivery,2024-11-10 16:42:16,approved
ret_001127,ord_027327,prd_00001,defective,2024-12-05 17:40:36,approved
ret_001128,ord_027379,prd_01060,wrong_item,2024-11-26 21:48:38,pending
ret_001129,ord_027415,prd_00006,wrong_item,2024-12-01 01:51:27,approved
ret_001130,ord_027458,prd_00143,defective,2024-12-06 05:39:22,approved
ret_001131,ord_027487,prd_00007,unsatisfied,2024-11-23 08:28:29,approved
ret_001132,ord_027498,prd_00106,unsatisfied,2024-11-24 09:25:20,approved
ret_001133,ord_027528,prd_00022,unsatisfied,2024-12-04 12:14:01,approved
ret_001134,ord_027535,prd_00105,wrong_item,2024-11-28 13:03:00,approved
ret_001135,ord_027538,prd_00022,defective,2024-12-01 13:11:50,rejected
ret_001136,ord_027543,prd_00488,defective,2024-12-06 13:32:30,approved
ret_001137,ord_027561,prd_00084,unsatisfied,2024-11-15 14:44:37,approved
ret_001138,ord_027631,prd_01779,wrong_item,2024-11-17 20:41:10,approved
ret_001139,ord_027669,prd_00057,defective,2024-11-26 00:49:28,approved
ret_001140,ord_027691,prd_02261,defective,2024-11-19 03:55:33,approved
ret_001141,ord_027714,prd_00261,defective,2024-11-16 06:59:19,approved
ret_001142,ord_027726,prd_00096,wrong_item,2024-12-02 09:00:34,approved
ret_001143,ord_027812,prd_00002,defective,2024-11-22 19:47:47,rejected
ret_001144,ord_027850,prd_01414,unsatisfied,2024-11-20 23:40:20,approved
ret_001145,ord_027857,prd_00007,delayed_delivery,2024-11-15 00:21:08,approved
ret_001146,ord_027887,prd_00017,wrong_item,2024-11-21 03:32:22,approved
ret_001147,ord_027902,prd_00002,delayed_delivery,2024-11-17 05:26:38,approved
ret_001148,ord_027959,prd_00028,unsatisfied,2024-11-19 12:21:55,approved
ret_001149,ord_027975,prd_00002,defective,2024-12-04 15:07:48,rejected
ret_001150,ord_027995,prd_00455,wrong_item,2024-12-07 17:05:32,approved
ret_001151,ord_027999,prd_00362,defective,2024-11-21 17:58:30,approved
ret_001152,ord_028050,prd_00738,defective,2024-11-20 23:31:50,approved
ret_001153,ord_028081,prd_00115,defective,2024-11-20 04:37:14,approved
ret_001154,ord_028102,prd_00038,defective,2024-11-25 06:53:04,approved
ret_001155,ord_028164,prd_00118,wrong_item,2024-11-17 13:17:05,approved
ret_001156,ord_028195,prd_02383,defective,2024-11-28 16:04:36,rejected
ret_001157,ord_028205,prd_00017,unsatisfied,2024-12-03 17:22:11,approved
ret_001158,ord_028278,prd_00007,unsatisfied,2024-11-26 02:09:51,approved
ret_001159,ord_028286,prd_00015,defective,2024-12-04 03:50:46,pending
ret_001160,ord_028309,prd_01733,unsatisfied,2024-11-18 06:40:34,approved
ret_001161,ord_028322,prd_00001,wrong_item,2024-11-28 09:15:55,approved
ret_001162,ord_028364,prd_00002,defective,2024-12-02 14:33:10,approved
ret_001163,ord_028394,prd_01212,defective,2024-11-19 17:37:38,approved
ret_001164,ord_028403,prd_00006,wrong_item,2024-11-27 18:41:49,approved
ret_001165,ord_028410,prd_00002,unsatisfied,2024-12-02 19:38:50,approved
ret_001166,ord_028432,prd_00002,wrong_item,2024-11-30 21:48:44,approved
ret_001167,ord_028433,prd_01230,unsatisfied,2024-11-17 21:52:29,approved
ret_001168,ord_028443,prd_00034,defective,2024-11-19 23:02:46,approved
ret_001169,ord_028461,prd_00002,wrong_item,2024-12-09 00:51:32,approved
ret_001170,ord_028499,prd_00248,defective,2024-11-18 03:56:53,approved
ret_001171,ord_028526,prd_00002,unsatisfied,2024-11-23 06:25:27,approved
ret_001172,ord_028557,prd_00198,delayed_delivery,2024-11-19 09:34:14,approved
ret_001173,ord_028598,prd_00555,defective,2024-12-02 13:45:43,approved
ret_001174,ord_028674,prd_00214,unsatisfied,2024-11-20 19:42:43,pending
ret_001175,ord_028700,prd_00107,defective,2024-11-16 22:15:12,approved
ret_001176,ord_028712,prd_01210,wrong_item,2024-12-02 23:37:04,approved
ret_001177,ord_028717,prd_00180,defective,2024-11-18 23:52:33,approved
ret_001178,ord_028717,prd_00756,unsatisfied,2024-11-18 23:52:33,rejected
ret_001179,ord_028741,prd_01161,unsatisfied,2024-11-26 01:55:01,approved
ret_001180,ord_028798,prd_00133,defective,2024-11-29 07:33:02,approved
ret_001181,ord_028811,prd_00108,wrong_item,2024-11-25 08:40:22,approved
ret_001182,ord_028888,prd_00047,unsatisfied,2024-11-18 15:01:41,approved
ret_001183,ord_028898,prd_00443,wrong_item,2024-12-05 16:00:05,approved
ret_001184,ord_028900,prd_00131,defective,2024-11-21 16:02:44,approved
ret_001185,ord_029035,prd_00114,unsatisfied,2024-12-03 04:12:22,approved
ret_001186,ord_029046,prd_00140,wrong_item,2024-11-25 05:17:33,approved
ret_001187,ord_029066,prd_00769,wrong_item,2024-12-04 06:47:30,approved
ret_001188,ord_029070,prd_00029,unsatisfied,2024-11-26 07:06:22,approved
ret_001189,ord_029100,prd_01952,wrong_item,2024-12-05 08:56:31,approved
ret_001190,ord_029101,prd_00088,unsatisfied,2024-11-21 08:57:49,approved
ret_001191,ord_029128,prd_01046,wrong_item,2024-11-25 10:56:19,approved
ret_001192,ord_029148,prd_00007,wrong_item,2024-12-04 12:59:02,approved
ret_001193,ord_029165,prd_00355,defective,2024-12-05 14:11:18,pending
ret_001194,ord_029183,prd_00261,wrong_item,2024-11-30 15:34:12,approved
ret_001195,ord_029246,prd_00131,wrong_item,2024-12-03 20:59:19,approved
ret_001196,ord_029250,prd_00004,unsatisfied,2024-11-29 21:06:56,approved
ret_001197,ord_029250,prd_00001,delayed_delivery,2024-12-09 21:06:56,approved
ret_001198,ord_029253,prd_00001,delayed_delivery,2024-12-08 21:10:37,rejected
ret_001199,ord_029302,prd_00010,unsatisfied,2024-11-21 02:07:21,approved
ret_001200,ord_029308,prd_00001,defective,2024-12-03 03:03:49,approved
ret_001201,ord_029366,prd_00002,defective,2024-11-19 09:19:22,approved
ret_001202,ord_029367,prd_00288,defective,2024-12-05 09:31:07,approved
ret_001203,ord_029420,prd_00017,defective,2024-12-13 16:26:39,approved
ret_001204,ord_029430,prd_00670,defective,2024-11-26 17:53:05,approved
ret_001205,ord_029482,prd_00053,wrong_item,2024-12-13 00:46:55,approved
ret_001206,ord_029522,prd_00445,unsatisfied,2024-12-12 06:09:50,rejected
ret_001207,ord_029543,prd_00107,wrong_item,2024-11-25 08:26:57,approved
ret_001208,ord_029606,prd_01089,wrong_item,2024-11-20 15:44:23,approved
ret_001209,ord_029635,prd_00009,defective,2024-12-10 18:27:33,approved
ret_001210,ord_029673,prd_00681,defective,2024-12-03 00:17:21,rejected
ret_001211,ord_029689,prd_00027,unsatisfied,2024-12-06 01:49:39,approved
ret_001212,ord_029696,prd_00039,unsatisfied,2024-12-10 02:37:44,approved
ret_001213,ord_029709,prd_00001,wrong_item,2024-12-13 04:10:01,pending
ret_001214,ord_029733,prd_00116,defective,2024-11-23 06:03:14,approved
ret_001215,ord_029760,prd_00046,unsatisfied,2024-11-24 08:40:29,approved
ret_001216,ord_029776,prd_00343,wrong_item,2024-11-28 09:50:15,approved
ret_001217,ord_029814,prd_01651,wrong_item,2024-12-13 14:04:40,approved
ret_001218,ord_029887,prd_00487,wrong_item,2024-11-24 23:04:21,approved
ret_001219,ord_029938,prd_00006,unsatisfied,2024-12-01 05:49:44,approved
ret_001220,ord_029969,prd_00003,unsatisfied,2024-11-24 08:44:58,approved
ret_001221,ord_030003,prd_00006,unsatisfied,2024-12-10 11:58:44,approved
ret_001222,ord_030027,prd_00002,defective,2024-12-07 14:15:56,approved
ret_001223,ord_030074,prd_00508,unsatisfied,2024-11-22 19:18:02,approved
ret_001224,ord_030126,prd_00165,unsatisfied,2024-12-02 01:13:01,approved
ret_001225,ord_030133,prd_00028,delayed_delivery,2024-12-18 01:48:49,approved
ret_001226,ord_030260,prd_00516,defective,2024-12-14 13:50:06,approved
ret_001227,ord_030337,prd_00033,defective,2024-12-12 20:45:17,approved
ret_001228,ord_030355,prd_00187,unsatisfied,2024-11-27 22:27:26,approved
ret_001229,ord_030360,prd_00002,delayed_delivery,2024-12-07 22:57:25,rejected
ret_001230,ord_030423,prd_00006,wrong_item,2024-12-04 04:50:41,approved
ret_001231,ord_030426,prd_00002,wrong_item,2024-12-05 05:02:22,approved
ret_001232,ord_030434,prd_00099,unsatisfied,2024-11-30 05:46:06,approved
ret_001233,ord_030452,prd_00097,defective,2024-12-01 06:58:20,approved
ret_001234,ord_030501,prd_00406,delayed_delivery,2024-12-04 10:50:54,approved
ret_001235,ord_030514,prd_00358,unsatisfied,2024-12-11 11:40:36,approved
ret_001236,ord_030571,prd_00371,defective,2024-12-08 17:47:18,approved
ret_001237,ord_030572,prd_00769,unsatisfied,2024-12-09 17:49:16,approved
