product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_base_price
prd_00446,office_furniture,30,592,6,12642,11,53,56,248.98
prd_00447,computers_accessories,56,731,1,12768,40,45,56,401.9
prd_00448,fashion_clothing,60,714,4,11699,95,78,64,55.92
prd_00449,fashion_clothing,49,170,3,14551,11,8,21,24.57
prd_00450,fashion_clothing,52,916,8,11748,10,67,26,54.68
prd_00451,fashion_clothing,60,900,1,5858,46,75,38,96.24
prd_00452,fashion_clothing,40,176,5,9837,63,41,20,110.16
prd_00453,electronics,58,351,5,2281,23,80,16,699.53
prd_00454,fashion_clothing,36,789,5,6462,97,15,72,96.28
prd_00455,electronics,25,838,8,8151,61,14,41,426.87
prd_00456,sports_leisure,20,113,7,9782,97,5,78,20.11
prd_00457,electronics,59,356,4,894,90,28,65,299.86
prd_00458,telephony,21,846,7,3140,53,48,68,254.4
prd_00459,health_perfumery,59,901,5,14740,82,42,10,101.54
prd_00460,sports_leisure,39,391,4,5191,72,27,60,186.7
prd_00461,housewares,25,765,3,919,34,33,60,137.04
prd_00462,fashion_clothing,36,793,4,1707,72,45,61,114.01
prd_00463,automotive,31,313,3,6763,26,40,76,59.13
prd_00464,telephony,34,728,3,550,79,33,63,899.65
prd_00465,telephony,39,714,3,9457,37,36,38,881.83
prd_00466,beauty_cosmetics,27,363,1,8905,74,63,12,82.37
prd_00467,health_perfumery,57,847,8,11608,67,70,10,39.98
prd_00468,beauty_cosmetics,51,811,2,13417,25,62,44,31.66
prd_00469,fashion_clothing,50,176,5,10090,65,9,12,55.77
prd_00470,fashion_clothing,48,696,7,3365,29,53,80,61.71
prd_00471,fashion_clothing,31,491,1,11365,43,79,24,84.7
prd_00472,sports_leisure,56,788,5,3064,92,49,63,83.5
prd_00473,telephony,49,463,1,13965,28,70,79,513.19
prd_00474,electronics,30,743,3,11488,93,64,64,250.26
prd_00475,telephony,21,939,5,3779,69,54,55,183.66
prd_00476,sports_leisure,54,877,5,1516,89,71,55,26.88
prd_00477,fashion_clothing,57,499,3,618,87,34,54,79.08
prd_00478,computers_accessories,29,948,7,504,65,65,79,577.08
prd_00479,sports_leisure,31,552,4,12378,67,31,51,71.71
prd_00480,home_appliances,43,480,7,14789,45,67,28,296.7
prd_00481,health_perfumery,20,644,1,12093,41,6,26,18.8
prd_00482,fashion_clothing,37,602,2,2326,77,52,36,70.2
prd_00483,fashion_shoes,52,468,1,4760,87,14,31,81.89
prd_00484,telephony,53,161,5,13748,62,16,77,124.65
prd_00485,fashion_shoes,44,330,5,8711,60,20,55,109.26
prd_00486,telephony,23,361,4,11804,44,8,65,768.34
prd_00487,toys,48,934,2,2499,99,25,23,79.21
prd_00488,fashion_shoes,43,689,1,2012,85,29,16,57.44
prd_00489,fashion_clothing,60,843,7,9421,95,23,53,61.62
prd_00490,books_stationery,58,827,1,3482,46,79,11,30.83
prd_00491,automotive,24,504,7,7349,73,80,47,125.46
prd_00492,beauty_cosmetics,50,540,8,6853,68,73,25,95.76
prd_00493,telephony,59,584,7,10029,67,59,66,724.96
prd_00494,beauty_cosmetics,48,347,7,5138,99,29,60,19.41
prd_00495,telephony,21,721,2,4792,19,74,33,290.25
prd_00496,telephony,57,638,8,9045,92,54,57,350.71
prd_00497,electronics,28,553,6,4971,16,5,12,431.26
prd_00498,fashion_clothing,22,647,6,10951,79,68,37,95.69
prd_00499,fashion_clothing,30,629,7,4300,97,59,56,81.35
prd_00500,fashion_clothing,41,166,6,4795,25,77,50,49.49
prd_00501,sports_leisure,40,341,1,2281,10,15,35,144.51
prd_00502,housewares,20,950,5,1658,41,18,41,110.43
prd_00503,fashion_shoes,21,220,3,10012,93,59,30,58.15
prd_00504,electronics,41,796,1,2604,55,8,24,449.62
prd_00505,fashion_clothing,33,965,8,12073,58,79,67,78.39
prd_00506,beauty_cosmetics,42,185,3,178,60,63,39,77.75
prd_00507,sports_leisure,46,337,6,11512,21,27,74,142.9
prd_00508,electronics,42,519,5,10407,47,11,55,541.59
prd_00509,sports_leisure,53,953,4,2890,82,53,33,218.35
prd_00510,health_perfumery,35,482,6,5833,56,52,52,107.09
prd_00511,computers_accessories,30,952,4,14115,85,63,73,664.7
prd_00512,computers_accessories,52,895,4,4956,20,73,19,1074.62
prd_00513,beauty_cosmetics,28,432,4,10744,66,9,13,34.16
prd_00514,home_appliances,23,839,6,7156,80,52,63,843.9
prd_00515,books_stationery,39,278,5,12933,66,26,27,35.67
prd_00516,electronics,36,626,8,8338,13,20,58,95.78
prd_00517,sports_leisure,43,615,8,12421,15,61,29,38.3
prd_00518,fashion_shoes,33,703,7,10829,95,5,46,160.52
prd_00519,toys,25,639,2,7665,17,32,21,52.25
prd_00520,computers_accessories,42,172,5,10972,23,75,45,113.61
prd_00521,sports_leisure,53,978,7,10977,84,13,31,71.86
prd_00522,home_appliances,43,334,6,7956,59,20,42,793.54
prd_00523,home_appliances,37,250,5,14180,92,47,17,952.21
prd_00524,health_perfumery,30,514,7,1411,72,76,76,103.53
prd_00525,electronics,47,849,7,13657,69,55,38,341.63
prd_00526,fashion_shoes,53,381,4,3378,71,38,68,173.69
prd_00527,electronics,59,833,1,8269,11,19,56,156.36
prd_00528,computers_accessories,38,875,4,3304,92,57,52,1111.76
prd_00529,sports_leisure,35,145,6,1202,97,48,62,114.29
prd_00530,fashion_shoes,41,435,3,1176,37,51,14,124.0
prd_00531,electronics,55,894,4,424,12,49,45,73.84
prd_00532,sports_leisure,29,767,4,12918,99,11,52,219.23
prd_00533,computers_accessories,32,922,7,6624,47,43,40,381.5
prd_00534,fashion_shoes,38,176,5,1801,87,49,20,40.44
prd_00535,housewares,28,561,6,2641,45,35,20,22.64
prd_00536,toys,48,806,8,6121,61,61,40,103.4
prd_00537,books_stationery,26,276,8,14244,61,55,65,51.2
prd_00538,housewares,33,651,6,11918,82,38,35,87.88
prd_00539,telephony,49,710,7,11459,90,46,51,408.71
prd_00540,fashion_clothing,47,877,1,1253,47,77,47,102.33
prd_00541,health_perfumery,49,609,2,7156,67,44,57,16.13
prd_00542,home_appliances,32,166,4,9649,38,31,74,229.55
prd_00543,telephony,34,918,2,4868,80,53,59,560.53
prd_00544,fashion_clothing,40,596,4,12612,79,47,80,36.42
prd_00545,toys,26,154,6,4467,57,42,37,137.76
prd_00546,health_perfumery,29,572,5,6830,30,43,28,116.51
prd_00547,electronics,54,168,3,6646,98,28,13,523.35
prd_00548,office_furniture,29,274,3,8245,75,51,49,362.24
prd_00549,telephony,59,646,8,457,20,33,49,241.42
prd_00550,fashion_clothing,54,488,6,11549,37,25,27,119.24
prd_00551,electronics,51,949,8,14744,24,36,79,651.47
prd_00552,housewares,27,124,6,4192,93,6,51,56.58
prd_00553,electronics,29,976,6,11347,82,66,66,282.36
prd_00554,fashion_clothing,59,346,3,11936,85,73,31,20.76
prd_00555,beauty_cosmetics,41,723,2,713,46,19,46,32.03
prd_00556,electronics,28,934,5,4414,78,66,57,637.02
prd_00557,books_stationery,28,645,1,1655,58,53,65,29.82
prd_00558,fashion_clothing,21,775,8,14043,39,15,41,60.28
prd_00559,housewares,30,922,2,13704,27,62,26,136.01
prd_00560,computers_accessories,50,760,4,13253,70,27,37,1343.76
prd_00561,health_perfumery,30,162,7,4844,90,26,23,43.81
prd_00562,books_stationery,52,868,1,10579,50,49,32,16.2
prd_00563,electronics,23,698,1,3115,26,63,20,651.22
prd_00564,beauty_cosmetics,37,212,4,11606,44,41,25,76.75
prd_00565,sports_leisure,49,738,2,3799,68,44,27,173.15
prd_00566,fashion_clothing,33,320,5,13055,50,36,17,91.64
prd_00567,home_appliances,43,509,7,7236,12,74,72,493.77
prd_00568,sports_leisure,20,238,2,5854,65,13,75,106.93
prd_00569,fashion_clothing,40,877,3,13915,39,12,44,98.61
prd_00570,toys,27,876,7,4161,96,74,36,83.09
prd_00571,health_perfumery,51,381,2,10836,46,38,77,32.93
prd_00572,beauty_cosmetics,42,272,5,11708,72,79,60,15.84
prd_00573,garden_tools,33,396,7,3129,58,46,44,62.54
prd_00574,fashion_shoes,55,914,8,1436,37,40,32,34.95
prd_00575,health_perfumery,46,167,2,3023,23,28,31,118.78
prd_00576,electronics,25,327,8,11174,68,58,13,429.68
prd_00577,telephony,31,818,4,2938,43,31,51,-614.29
prd_00578,sports_leisure,51,295,5,9000,60,28,69,224.31
prd_00579,fashion_shoes,20,525,4,12399,31,71,56,79.59
prd_00580,fashion_shoes,23,438,4,13311,77,35,31,169.82
prd_00581,computers_accessories,45,998,1,14735,97,62,72,710.21
prd_00582,fashion_shoes,48,302,4,11935,65,38,78,198.59
prd_00583,fashion_clothing,24,676,5,1676,38,70,48,32.39
prd_00584,computers_accessories,45,912,6,585,30,59,74,837.6
prd_00585,fashion_clothing,24,755,7,14428,22,66,47,19.18
prd_00586,electronics,53,564,3,4265,56,10,41,529.73
prd_00587,telephony,44,215,3,8751,76,27,13,403.21
prd_00588,beauty_cosmetics,48,419,4,3738,29,42,16,43.44
prd_00589,fashion_clothing,39,535,4,8393,47,51,64,111.32
prd_00590,beauty_cosmetics,48,883,8,1431,72,23,59,86.28
prd_00591,health_perfumery,20,334,4,13317,68,12,72,57.9
prd_00592,electronics,60,606,7,2656,100,63,43,584.55
prd_00593,housewares,30,892,1,4906,20,19,12,120.87
prd_00594,housewares,35,685,6,13264,77,35,36,21.89
prd_00595,fashion_shoes,23,294,4,2965,57,9,36,119.12
prd_00596,fashion_shoes,21,688,1,6129,72,76,47,57.48
prd_00597,electronics,27,789,2,9067,91,6,10,775.75
prd_00598,telephony,24,687,1,759,72,78,76,130.87
prd_00599,toys,35,194,7,1964,47,24,45,138.18
prd_00600,computers_accessories,40,734,2,9395,24,66,43,168.55
prd_00601,housewares,28,928,2,4678,91,44,77,75.53
prd_00602,telephony,28,306,1,11923,74,38,20,956.94
prd_00603,telephony,20,789,2,7441,31,11,50,247.35
prd_00604,home_appliances,44,902,4,2319,38,59,23,898.85
prd_00605,fashion_shoes,46,778,3,5421,24,52,41,163.24
prd_00606,computers_accessories,31,571,5,5310,30,10,74,240.52
prd_00607,beauty_cosmetics,20,721,5,1088,45,42,38,56.34
prd_00608,fashion_shoes,36,386,3,6164,19,80,74,79.81
prd_00609,fashion_clothing,52,216,5,12200,28,65,50,69.12
prd_00610,home_appliances,53,630,7,12342,19,45,39,215.06
prd_00611,telephony,47,997,7,12980,62,55,40,853.52
prd_00612,computers_accessories,29,181,8,5784,40,43,15,389.67
prd_00613,health_perfumery,28,355,8,7056,37,47,11,40.26
prd_00614,electronics,48,392,6,12904,80,26,21,637.78
prd_00615,computers_accessories,25,466,1,4595,55,36,33,1225.39
prd_00616,housewares,29,689,7,14135,36,27,16,51.14
prd_00617,home_appliances,45,261,1,3004,62,7,14,562.09
prd_00618,electronics,48,434,1,3314,98,50,66,651.13
prd_00619,sports_leisure,57,345,3,4824,83,36,62,36.47
prd_00620,beauty_cosmetics,39,355,1,12739,52,26,35,45.6
prd_00621,electronics,52,146,8,14702,41,14,26,632.26
prd_00622,electronics,42,150,3,1524,65,74,41,409.84
prd_00623,home_appliances,38,823,5,1175,64,68,21,632.64
prd_00624,automotive,43,509,2,5444,93,51,12,267.46
prd_00625,books_stationery,20,946,7,11278,90,58,42,8.79
prd_00626,health_perfumery,22,156,7,8363,100,53,68,83.34
prd_00627,health_perfumery,23,198,4,11457,35,51,59,59.06
prd_00628,electronics,55,795,8,7209,48,56,67,590.65
prd_00629,telephony,34,360,7,2863,44,27,54,209.53
prd_00630,fashion_shoes,26,668,8,10543,67,75,20,153.62
prd_00631,fashion_clothing,58,772,6,10426,61,65,68,72.39
prd_00632,electronics,59,866,6,2997,43,46,37,192.96
prd_00633,computers_accessories,60,710,2,2777,21,26,24,403.36
prd_00634,beauty_cosmetics,24,925,7,2324,55,52,19,58.66
prd_00635,sports_leisure,25,558,4,12757,62,37,71,21.88
prd_00636,telephony,41,187,7,6591,74,51,24,920.14
prd_00637,telephony,37,734,2,2422,10,20,16,628.37
prd_00638,sports_leisure,54,303,6,4520,44,68,58,28.47
prd_00639,sports_leisure,57,960,4,14815,51,78,16,25.55
prd_00640,computers_accessories,21,472,1,5088,27,66,19,1158.46
prd_00641,home_appliances,24,307,6,10031,66,20,68,888.0
prd_00642,fashion_clothing,36,775,4,8130,52,42,30,84.89
prd_00643,electronics,36,852,1,6713,41,23,51,614.88
prd_00644,telephony,30,355,8,6397,57,17,22,658.64
prd_00645,electronics,38,132,7,548,32,37,38,316.94
prd_00646,fashion_shoes,36,349,2,10242,97,13,50,161.7
prd_00647,home_appliances,31,141,2,5853,13,65,47,974.06
prd_00648,telephony,32,533,7,9682,63,52,26,759.93
prd_00649,telephony,59,650,6,7466,60,33,41,682.83
prd_00650,housewares,44,217,4,442,70,47,58,108.36
prd_00651,automotive,39,342,3,13620,34,65,76,278.37
prd_00652,health_perfumery,54,500,2,3583,45,22,33,20.47
prd_00653,telephony,30,738,7,1274,92,61,55,233.04
prd_00654,home_appliances,31,643,8,10578,74,51,17,192.99
prd_00655,electronics,32,520,6,14036,73,32,63,707.34
prd_00656,electronics,59,544,1,5892,87,41,64,593.99
prd_00657,telephony,60,393,1,13314,43,11,44,802.06
prd_00658,telephony,56,277,4,11022,76,40,23,671.54
prd_00659,telephony,49,438,3,7018,94,35,14,577.62
prd_00660,fashion_clothing,41,653,6,8029,73,68,62,87.17
prd_00661,electronics,33,900,5,6254,64,56,50,221.37
prd_00662,telephony,41,383,4,7048,91,22,20,674.05
prd_00663,books_stationery,52,989,8,989,49,20,74,25.41
prd_00664,electronics,60,295,3,7397,16,27,35,616.49
prd_00665,electronics,20,598,5,7821,99,9,41,310.29
prd_00666,health_perfumery,21,719,7,2931,97,27,75,63.95
prd_00667,beauty_cosmetics,56,293,4,13617,15,68,55,57.74
prd_00668,home_appliances,55,990,7,3103,52,6,41,470.74
prd_00669,books_stationery,59,613,1,7414,58,7,41,41.7
prd_00670,computers_accessories,43,572,4,8296,50,21,15,914.66
prd_00671,books_stationery,21,241,8,7981,70,15,55,22.05
prd_00672,computers_accessories,59,995,5,2748,43,34,16,1256.24
prd_00673,fashion_clothing,42,625,3,12552,79,50,76,27.57
prd_00674,health_perfumery,52,671,2,3945,82,39,70,107.98
prd_00675,books_stationery,44,671,4,9180,49,80,41,21.36
prd_00676,beauty_cosmetics,51,517,5,2779,64,52,17,50.79
prd_00677,home_appliances,57,162,3,8168,99,24,37,635.29
prd_00678,health_perfumery,43,952,5,12833,84,37,76,65.25
prd_00679,sports_leisure,26,511,8,4396,23,38,23,113.72
prd_00680,fashion_shoes,36,754,6,3537,15,37,10,119.56
prd_00681,toys,56,243,8,9163,36,20,26,61.66
prd_00682,beauty_cosmetics,51,659,5,2473,86,40,53,29.11
prd_00683,home_appliances,44,456,4,10310,45,25,18,156.24
prd_00684,electronics,21,960,2,12544,41,7,14,724.55
prd_00685,books_stationery,42,146,8,12217,70,62,59,43.38
prd_00686,electronics,57,374,3,7758,44,60,30,517.12
prd_00687,beauty_cosmetics,33,818,1,12656,70,45,15,21.61
prd_00688,electronics,52,820,5,13350,44,13,28,732.84
prd_00689,toys,28,522,4,13742,37,64,41,113.92
prd_00690,fashion_shoes,32,444,5,3710,45,35,15,193.15
prd_00691,telephony,41,834,6,4299,35,68,73,785.63
prd_00692,telephony,60,969,5,380,60,78,56,262.61
prd_00693,fashion_clothing,27,370,5,5724,86,60,18,77.13
prd_00694,home_appliances,20,503,1,10827,86,51,11,904.15
prd_00695,electronics,41,493,7,2844,26,52,80,77.68
prd_00696,telephony,49,602,1,14400,34,23,80,458.27
prd_00697,fashion_clothing,59,814,7,4796,95,52,27,58.62
prd_00698,sports_leisure,37,775,4,13618,29,41,79,216.97
prd_00699,telephony,53,155,8,1500,60,45,26,855.77
prd_00700,fashion_shoes,21,231,6,14941,51,17,41,162.22
prd_00701,fashion_clothing,42,737,4,13504,15,72,39,57.01
prd_00702,sports_leisure,29,593,5,14488,43,9,70,183.86
prd_00703,fashion_shoes,32,163,1,11407,47,48,41,163.19
prd_00704,fashion_clothing,45,341,6,13685,29,55,24,60.77
prd_00705,home_appliances,49,430,8,3118,73,67,73,233.41
prd_00706,fashion_clothing,50,944,3,10392,10,13,76,38.24
prd_00707,sports_leisure,35,811,6,2581,85,57,23,162.36
prd_00708,fashion_shoes,20,976,1,11699,89,54,45,145.62
prd_00709,fashion_clothing,43,109,4,6071,57,62,80,100.89
prd_00710,beauty_cosmetics,31,540,2,4723,83,78,25,61.96
prd_00711,books_stationery,43,576,6,6178,45,73,77,10.56
prd_00712,computers_accessories,53,497,2,1499,78,49,24,295.54
prd_00713,home_appliances,27,412,8,10495,72,19,43,449.76
prd_00714,home_appliances,28,301,1,4147,48,34,22,346.95
prd_00715,office_furniture,49,457,2,2460,23,52,24,137.56
prd_00716,telephony,26,254,1,10824,48,56,79,616.08
prd_00717,housewares,48,612,5,490,52,80,21,146.57
prd_00718,computers_accessories,51,692,7,13793,93,37,74,1348.11
prd_00719,books_stationery,51,220,4,5383,57,76,47,24.45
prd_00720,telephony,43,478,8,10328,97,16,18,181.65
prd_00721,books_stationery,20,314,3,242,59,48,69,27.77
prd_00722,sports_leisure,48,338,7,9372,74,10,60,134.5
prd_00723,books_stationery,53,130,8,3730,33,57,26,38.25
prd_00724,garden_tools,38,824,5,10235,81,19,30,55.23
prd_00725,fashion_clothing,23,357,6,14823,53,36,64,54.28
prd_00726,beauty_cosmetics,55,563,5,8051,41,51,38,86.16
prd_00727,toys,24,298,4,6325,42,38,18,134.63
prd_00728,home_appliances,49,742,6,7237,84,14,23,511.58
prd_00729,fashion_clothing,34,748,1,4389,26,13,68,86.61
prd_00730,beauty_cosmetics,35,433,7,8702,62,41,14,10.17
prd_00731,sports_leisure,56,253,5,10387,71,68,34,70.02
prd_00732,toys,32,979,7,6743,57,25,50,130.42
prd_00733,books_stationery,25,477,4,3296,12,57,37,55.02
prd_00734,home_appliances,26,726,8,12526,26,20,13,836.15
prd_00735,telephony,43,785,8,12122,69,78,24,802.36
prd_00736,beauty_cosmetics,59,343,7,10639,76,23,51,82.58
prd_00737,books_stationery,29,454,8,13795,81,6,57,18.6
prd_00738,electronics,29,650,5,8404,50,19,41,178.84
prd_00739,beauty_cosmetics,28,615,8,4054,38,61,58,74.18
prd_00740,fashion_shoes,32,256,4,10843,71,68,28,48.94
prd_00741,computers_accessories,49,512,1,12317,71,74,72,1432.81
prd_00742,computers_accessories,38,197,5,269,72,39,50,192.25
prd_00743,telephony,47,320,8,14046,25,61,47,598.93
prd_00744,electronics,23,767,2,9823,94,79,31,68.43
prd_00745,fashion_clothing,20,432,7,14753,32,53,19,67.94
prd_00746,fashion_clothing,33,334,5,9133,41,8,67,97.36
prd_00747,fashion_shoes,25,971,3,4396,90,10,63,93.06
prd_00748,fashion_clothing,31,623,3,2665,96,21,51,73.05
prd_00749,automotive,22,938,5,1952,81,29,23,66.0
prd_00750,books_stationery,26,376,5,4031,81,50,38,49.14
prd_00751,electronics,36,389,7,13217,91,9,35,299.89
prd_00752,garden_tools,54,981,8,1217,95,27,48,228.64
prd_00753,housewares,54,452,8,12934,23,42,34,24.12
prd_00754,electronics,39,862,5,10917,58,78,78,793.29
prd_00755,sports_leisure,25,723,1,2425,12,44,35,280.05
prd_00756,beauty_cosmetics,41,468,3,7846,57,74,76,62.61
prd_00757,telephony,27,752,1,12726,69,30,60,898.86
prd_00758,electronics,51,287,4,12116,27,5,37,260.64
prd_00759,health_perfumery,32,701,6,799,37,16,25,33.87
prd_00760,fashion_clothing,42,431,1,13913,62,51,31,83.86
prd_00761,housewares,44,619,8,8165,41,42,18,105.07
prd_00762,office_furniture,57,251,3,2203,20,26,27,96.56
prd_00763,sports_leisure,60,258,2,8188,55,45,57,113.61
prd_00764,toys,55,456,6,9572,67,71,40,134.89
prd_00765,fashion_clothing,59,497,5,3669,66,56,66,73.27
prd_00766,electronics,53,196,4,9874,38,78,34,694.09
prd_00767,housewares,56,997,4,2728,11,63,44,36.04
prd_00768,electronics,25,408,5,388,55,35,51,618.37
prd_00769,computers_accessories,56,224,3,8875,84,15,24,316.94
prd_00770,sports_leisure,50,619,4,589,71,78,17,239.0
prd_00771,telephony,42,786,8,6835,44,57,27,520.46
prd_00772,fashion_clothing,54,112,8,11306,33,21,29,111.93
prd_00773,telephony,42,823,3,10764,33,40,62,849.72
prd_00774,fashion_clothing,56,602,5,13451,33,38,58,27.48
prd_00775,housewares,36,699,4,13270,99,40,54,145.66
prd_00776,housewares,42,696,3,13126,16,6,27,88.86
prd_00777,fashion_shoes,34,442,5,7527,40,14,34,84.52
prd_00778,toys,35,862,4,7299,20,49,26,111.17
prd_00779,fashion_shoes,38,897,6,3609,63,74,19,47.42
prd_00780,beauty_cosmetics,32,382,4,14464,83,18,26,67.68
prd_00781,telephony,60,982,3,12446,82,56,19,684.27
prd_00782,computers_accessories,40,313,5,6075,18,33,45,1136.3
prd_00783,beauty_cosmetics,44,178,6,14795,74,24,26,-12.37
prd_00784,fashion_clothing,26,997,3,13146,100,68,60,15.94
prd_00785,toys,34,242,2,14203,45,36,72,139.92
prd_00786,toys,47,679,4,1140,62,21,25,79.4
prd_00787,telephony,34,207,8,7053,15,70,43,927.51
prd_00788,sports_leisure,20,288,7,6388,58,45,27,77.47
prd_00789,toys,49,202,3,2903,98,65,35,78.62
prd_00790,sports_leisure,22,389,4,14777,87,20,35,237.22
prd_00791,electronics,52,420,5,13581,26,25,25,105.45
prd_00792,fashion_shoes,40,855,4,4167,66,50,25,121.6
prd_00793,fashion_shoes,45,857,5,14801,78,30,20,108.43
prd_00794,electronics,46,857,3,13486,45,43,78,415.73
prd_00795,sports_leisure,55,742,1,187,20,23,64,288.8
prd_00796,fashion_clothing,22,594,6,6550,90,51,55,40.02
prd_00797,health_perfumery,44,250,6,12364,16,42,39,84.3
prd_00798,computers_accessories,49,973,1,8393,36,23,57,1488.7
prd_00799,electronics,55,430,2,7072,85,26,34,661.84
prd_00800,fashion_clothing,41,892,8,13398,86,70,76,30.8
prd_00801,toys,28,225,2,2154,86,23,71,128.39
prd_00802,electronics,30,511,4,5082,77,10,44,97.47
prd_00803,telephony,26,965,4,1360,48,21,22,593.12
prd_00804,telephony,59,173,3,9945,45,54,22,287.23
prd_00805,housewares,56,921,7,13449,88,75,19,147.48
prd_00806,fashion_clothing,23,100,4,8608,19,28,10,84.99
prd_00807,computers_accessories,22,976,8,11260,28,10,61,896.62
prd_00808,beauty_cosmetics,22,624,3,3696,39,19,49,83.91
prd_00809,housewares,45,774,7,9534,74,19,46,17.58
prd_00810,sports_leisure,56,726,4,1518,85,67,57,95.03
prd_00811,housewares,52,489,2,11916,22,59,32,114.74
prd_00812,beauty_cosmetics,30,458,2,12658,23,16,28,93.9
prd_00813,electronics,51,659,4,9074,100,47,75,296.28
prd_00814,computers_accessories,44,475,8,2727,77,5,44,1252.58
prd_00815,fashion_clothing,54,374,2,10124,97,65,36,27.04
prd_00816,telephony,50,660,8,6235,30,11,65,613.65
prd_00817,toys,54,700,6,8666,21,67,77,18.3
prd_00818,health_perfumery,45,311,7,375,77,14,48,19.14
prd_00819,fashion_clothing,39,497,7,6206,14,64,28,73.44
prd_00820,computers_accessories,34,822,4,9596,35,60,41,832.26
prd_00821,fashion_clothing,32,675,4,3562,81,49,49,43.06
prd_00822,beauty_cosmetics,33,470,7,4432,49,76,29,96.1
prd_00823,health_perfumery,22,146,1,5668,49,32,45,58.86
prd_00824,fashion_clothing,58,192,3,5092,92,9,51,28.3
prd_00825,fashion_clothing,50,855,1,10504,74,14,16,101.62
prd_00826,fashion_clothing,36,853,1,11970,51,28,45,62.36
prd_00827,beauty_cosmetics,30,179,6,9407,72,77,23,53.82
prd_00828,computers_accessories,31,767,5,1552,52,14,64,321.81
prd_00829,telephony,60,791,5,14057,28,68,71,209.61
prd_00830,housewares,47,204,2,5827,10,19,32,44.47
prd_00831,sports_leisure,46,569,4,14585,65,71,13,14.39
prd_00832,toys,55,818,4,1166,96,30,59,86.27
prd_00833,beauty_cosmetics,47,394,4,6327,97,5,38,12.96
prd_00834,beauty_cosmetics,45,257,3,11576,62,74,55,67.36
prd_00835,sports_leisure,42,565,5,11224,30,9,54,261.03
prd_00836,toys,20,360,6,9462,96,77,64,83.14
prd_00837,fashion_clothing,58,608,6,11935,33,23,48,34.57
prd_00838,automotive,60,174,6,8512,10,11,25,89.24
prd_00839,electronics,45,499,2,12627,11,27,36,644.79
prd_00840,fashion_clothing,32,791,2,8120,61,11,23,19.37
prd_00841,electronics,33,658,4,14499,85,63,57,422.54
prd_00842,fashion_shoes,20,871,3,14988,84,67,63,121.53
prd_00843,computers_accessories,30,220,6,540,57,72,39,946.68
prd_00844,computers_accessories,42,515,7,13324,94,46,48,805.15
prd_00845,sports_leisure,25,526,4,1632,98,21,11,244.36
prd_00846,toys,45,293,5,10072,40,51,76,43.6
prd_00847,automotive,46,774,2,8460,98,14,27,364.56
prd_00848,fashion_shoes,21,137,6,288,70,41,57,82.05
prd_00849,electronics,52,921,3,1404,86,9,48,568.38
prd_00850,housewares,24,568,1,525,44,40,31,107.06
prd_00851,health_perfumery,43,137,7,5631,24,70,42,119.78
prd_00852,electronics,32,883,1,3936,11,11,17,330.34
prd_00853,electronics,38,182,5,3131,95,22,47,519.72
prd_00854,computers_accessories,52,999,7,6013,20,50,39,1103.89
prd_00855,fashion_clothing,48,498,7,3665,63,49,64,103.68
prd_00856,health_perfumery,44,634,4,13362,14,51,49,58.22
prd_00857,electronics,37,534,5,8710,16,39,64,276.21
prd_00858,beauty_cosmetics,44,245,1,1396,73,66,30,65.45
prd_00859,fashion_shoes,20,398,3,14225,19,28,41,195.23
prd_00860,telephony,27,995,2,7405,82,13,46,501.69
prd_00861,automotive,31,194,1,7677,16,67,78,285.22
prd_00862,computers_accessories,53,805,6,9312,79,16,49,246.55
prd_00863,sports_leisure,48,227,4,11319,78,26,21,178.27
prd_00864,fashion_shoes,23,105,6,11566,47,37,36,113.56
prd_00865,electronics,41,855,2,2238,28,60,55,162.05
prd_00866,electronics,51,355,3,9453,29,15,77,333.61
prd_00867,books_stationery,27,469,4,8983,26,59,70,12.3
prd_00868,sports_leisure,58,536,3,2378,92,19,34,219.0
prd_00869,garden_tools,36,188,6,10994,79,14,46,89.97
prd_00870,computers_accessories,59,246,4,9016,77,27,63,1229.99
prd_00871,electronics,25,377,6,2120,33,32,48,219.16
prd_00872,fashion_clothing,58,277,4,1050,51,16,32,86.88
prd_00873,housewares,22,827,4,9164,21,61,55,95.0
prd_00874,electronics,39,838,8,4637,74,72,64,75.35
prd_00875,beauty_cosmetics,29,581,3,12685,69,22,52,65.33
prd_00876,housewares,47,288,7,8669,78,53,20,10.04
prd_00877,housewares,50,278,6,10767,30,51,12,132.89
prd_00878,electronics,50,197,8,13569,89,72,50,580.77
prd_00879,beauty_cosmetics,50,401,2,12544,66,63,10,76.96
prd_00880,fashion_shoes,57,222,3,2267,11,63,14,191.32
prd_00881,beauty_cosmetics,29,647,6,1071,18,26,10,15.39
prd_00882,beauty_cosmetics,43,120,1,7567,17,36,36,53.48
prd_00883,computers_accessories,60,653,5,8239,75,55,26,1346.65
prd_00884,home_appliances,52,215,4,3184,44,55,38,891.08
prd_00885,home_appliances,33,197,6,12937,61,30,62,304.12
prd_00886,toys,44,507,6,3875,13,53,61,48.83
prd_00887,toys,60,106,3,5938,22,10,29,52.22
prd_00888,beauty_cosmetics,53,586,7,14215,33,47,51,12.16
prd_00889,sports_leisure,56,756,7,11107,32,41,47,17.22
prd_00890,beauty_cosmetics,23,491,8,8301,69,61,29,24.4
prd_00891,fashion_clothing,43,713,3,5837,43,51,79,67.24
