product_id,revenue,cumulative_revenue,cumulative_pct,class
prd_01729,6829.1,34655779.01,90.4,C
prd_00804,6821.74,34662600.75,90.42,C
prd_00172,6810.08,34669410.83,90.44,C
prd_01572,6800.36,34676211.19,90.46,C
prd_00264,6794.69,34683005.88,90.47,C
prd_00495,6777.36,34689783.24,90.49,C
prd_01521,6756.07,34696539.31,90.51,C
prd_01403,6755.54,34703294.85,90.53,C
prd_01564,6739.71,34710034.56,90.54,C
prd_01483,6726.82,34716761.38,90.56,C
prd_00653,6723.22,34723484.6,90.58,C
prd_00475,6721.97,34730206.57,90.6,C
prd_01841,6715.71,34736922.28,90.62,C
prd_00239,6703.81,34743626.09,90.63,C
prd_00885,6690.62,34750316.71,90.65,C
prd_01387,6679.62,34756996.33,90.67,C
prd_01001,6667.67,34763664.0,90.68,C
prd_02170,6640.48,34770304.48,90.7,C
prd_00665,6640.22,34776944.7,90.72,C
prd_01791,6624.7,34783569.4,90.74,C
prd_00692,6617.78,34790187.18,90.75,C
prd_01448,6612.48,34796799.66,90.77,C
prd_01453,6609.38,34803409.04,90.79,C
prd_00651,6555.59,34809964.63,90.81,C
prd_00144,6528.14,34816492.77,90.82,C
prd_01625,6509.12,34823001.89,90.84,C
prd_01542,6497.58,34829499.47,90.86,C
prd_01911,6493.83,34835993.3,90.87,C
prd_02263,6490.01,34842483.31,90.89,C
prd_01431,6479.96,34848963.27,90.91,C
prd_01735,6452.96,34855416.23,90.92,C
prd_02091,6451.2,34861867.43,90.94,C
prd_02090,6394.39,34868261.82,90.96,C
prd_02462,6378.34,34874640.16,90.97,C
prd_01390,6373.15,34881013.31,90.99,C
prd_00936,6363.69,34887377.0,91.01,C
prd_01811,6360.4,34893737.4,91.02,C
prd_00308,6357.53,34900094.93,91.04,C
prd_01526,6354.52,34906449.45,91.06,C
prd_02444,6345.0,34912794.45,91.07,C
prd_01198,6342.46,34919136.91,91.09,C
prd_00610,6333.51,34925470.42,91.11,C
prd_01909,6330.99,34931801.41,91.12,C
prd_00107,6329.27,34938130.68,91.14,C
prd_00795,6310.28,34944440.96,91.16,C
prd_02369,6308.88,34950749.84,91.17,C
prd_01349,6308.46,34957058.3,91.19,C
prd_02303,6305.58,34963363.88,91.21,C
prd_01736,6291.01,34969654.89,91.22,C
prd_01264,6287.42,34975942.31,91.24,C
prd_01415,6231.77,34982174.08,91.25,C
prd_02452,6231.38,34988405.46,91.27,C
prd_00603,6220.86,34994626.32,91.29,C
prd_02032,6215.69,35000842.01,91.3,C
prd_00629,6202.08,35007044.09,91.32,C
prd_02207,6198.97,35013243.06,91.34,C
prd_02257,6175.95,35019419.01,91.35,C
prd_01188,6166.92,35025585.93,91.37,C
prd_00461,6166.81,35031752.74,91.38,C
prd_01856,6161.84,35037914.58,91.4,C
prd_00398,6157.56,35044072.14,91.42,C
prd_02117,6152.72,35050224.86,91.43,C
prd_00339,6141.51,35056366.37,91.45,C
prd_00231,6138.46,35062504.83,91.46,C
prd_00542,6129.02,35068633.85,91.48,C
prd_00841,6126.83,35074760.68,91.5,C
prd_00370,6116.04,35080876.72,91.51,C
prd_02158,6075.13,35086951.85,91.53,C
prd_01737,6073.85,35093025.7,91.54,C
prd_01666,6060.69,35099086.39,91.56,C
prd_02447,6057.74,35105144.13,91.58,C
prd_02125,6020.99,35111165.12,91.59,C
prd_01912,6016.14,35117181.26,91.61,C
prd_02092,6011.3,35123192.56,91.62,C
prd_00245,5991.79,35129184.35,91.64,C
prd_02018,5960.08,35135144.43,91.65,C
prd_02273,5928.07,35141072.5,91.67,C
prd_02075,5927.46,35146999.96,91.68,C
prd_02247,5907.03,35152906.99,91.7,C
prd_00518,5891.05,35158798.04,91.72,C
prd_01028,5868.27,35164666.31,91.73,C
prd_01755,5852.4,35170518.71,91.75,C
prd_00289,5818.44,35176337.15,91.76,C
prd_01498,5808.91,35182146.06,91.78,C
prd_01463,5803.84,35187949.9,91.79,C
prd_00690,5784.85,35193734.75,91.81,C
prd_00702,5773.21,35199507.96,91.82,C
prd_01073,5770.02,35205277.98,91.84,C
prd_00553,5760.13,35211038.11,91.85,C
prd_01293,5718.64,35216756.75,91.87,C
prd_00852,5714.87,35222471.62,91.88,C
prd_01941,5695.27,35228166.89,91.9,C
prd_01056,5682.35,35233849.24,91.91,C
prd_00790,5681.44,35239530.68,91.93,C
prd_02281,5680.52,35245211.2,91.94,C
prd_00951,5680.43,35250891.63,91.96,C
prd_00460,5638.31,35256529.94,91.97,C
prd_00402,5628.02,35262157.96,91.99,C
prd_01971,5627.7,35267785.66,92.0,C
prd_00526,5601.54,35273387.2,92.01,C
prd_01061,5595.33,35278982.53,92.03,C
prd_02300,5591.48,35284574.01,92.04,C
prd_00416,5566.22,35290140.23,92.06,C
prd_01748,5565.4,35295705.63,92.07,C
prd_00285,5551.81,35301257.44,92.09,C
prd_00384,5539.12,35306796.56,92.1,C
prd_01474,5538.2,35312334.76,92.12,C
prd_02234,5534.04,35317868.8,92.13,C
prd_00967,5510.07,35323378.87,92.14,C
prd_02280,5501.58,35328880.45,92.16,C
prd_01999,5498.5,35334378.95,92.17,C
prd_00202,5496.83,35339875.78,92.19,C
prd_02085,5493.8,35345369.58,92.2,C
prd_00142,5468.66,35350838.24,92.22,C
prd_01106,5467.76,35356306.0,92.23,C
prd_01467,5462.67,35361768.67,92.24,C
prd_00210,5448.54,35367217.21,92.26,C
prd_02027,5438.33,35372655.54,92.27,C
prd_00326,5392.64,35378048.18,92.29,C
prd_00857,5386.1,35383434.28,92.3,C
prd_00738,5383.09,35388817.37,92.32,C
prd_02229,5381.22,35394198.59,92.33,C
prd_00868,5365.5,35399564.09,92.34,C
prd_01859,5339.37,35404903.46,92.36,C
prd_00930,5323.25,35410226.71,92.37,C
prd_01426,5309.99,35415536.7,92.39,C
prd_00183,5298.51,35420835.21,92.4,C
prd_01723,5288.78,35426123.99,92.41,C
prd_00600,5284.07,35431408.06,92.43,C
prd_02336,5281.49,35436689.55,92.44,C
prd_00259,5279.95,35441969.5,92.45,C
prd_02302,5271.12,35447240.62,92.47,C
prd_00624,5268.97,35452509.59,92.48,C
prd_02221,5264.14,35457773.73,92.5,C
prd_01838,5257.18,35463030.91,92.51,C
prd_00770,5246.05,35468276.96,92.52,C
prd_01461,5234.92,35473511.88,92.54,C
prd_01775,5233.97,35478745.85,92.55,C
prd_02193,5232.7,35483978.55,92.56,C
prd_01454,5231.89,35489210.44,92.58,C
prd_01345,5221.17,35494431.61,92.59,C
prd_01759,5213.16,35499644.77,92.6,C
prd_02152,5208.33,35504853.1,92.62,C
prd_00293,5206.3,35510059.4,92.63,C
prd_01518,5196.35,35515255.75,92.65,C
prd_00661,5168.98,35520424.73,92.66,C
prd_00444,5165.36,35525590.09,92.67,C
prd_00632,5161.67,35530751.76,92.69,C
prd_00134,5132.65,35535884.41,92.7,C
prd_00236,5129.59,35541014.0,92.71,C
prd_00999,5118.77,35546132.77,92.73,C
prd_01000,5114.05,35551246.82,92.74,C
prd_01594,5112.64,35556359.46,92.75,C
prd_02479,5112.1,35561471.56,92.77,C
prd_02054,5089.15,35566560.71,92.78,C
prd_00530,5071.6,35571632.31,92.79,C
prd_02046,5070.38,35576702.69,92.81,C
prd_01516,5058.56,35581761.25,92.82,C
prd_00135,5028.44,35586789.69,92.83,C
prd_01229,5023.05,35591812.74,92.85,C
prd_00385,5004.38,35596817.12,92.86,C
prd_01055,4999.68,35601816.8,92.87,C
prd_00485,4993.17,35606809.97,92.88,C
prd_02465,4989.69,35611799.66,92.9,C
prd_00532,4987.51,35616787.17,92.91,C
prd_01826,4978.51,35621765.68,92.92,C
prd_01206,4978.41,35626744.09,92.94,C
prd_02019,4973.09,35631717.18,92.95,C
prd_02334,4969.92,35636687.1,92.96,C
prd_01712,4956.41,35641643.51,92.98,C
prd_00361,4942.63,35646586.14,92.99,C
prd_01337,4926.12,35651512.26,93.0,C
prd_00545,4924.91,35656437.17,93.01,C
prd_00076,4923.03,35661360.2,93.03,C
prd_00288,4912.17,35666272.37,93.04,C
prd_00758,4900.03,35671172.4,93.05,C
prd_00979,4896.36,35676068.76,93.06,C
prd_01280,4886.9,35680955.66,93.08,C
prd_01926,4877.28,35685832.94,93.09,C
prd_00229,4871.63,35690704.57,93.1,C
prd_00069,4860.06,35695564.63,93.12,C
prd_01747,4847.31,35700411.94,93.13,C
prd_00186,4846.99,35705258.93,93.14,C
prd_01058,4826.73,35710085.66,93.15,C
prd_00973,4824.75,35714910.41,93.17,C
prd_01592,4807.0,35719717.41,93.18,C
prd_00047,4796.57,35724513.98,93.19,C
prd_00358,4795.54,35729309.52,93.2,C
prd_02227,4770.6,35734080.12,93.22,C
prd_02471,4754.75,35738834.87,93.23,C
prd_01205,4751.26,35743586.13,93.24,C
prd_02082,4751.16,35748337.29,93.25,C
prd_00606,4738.22,35753075.51,93.27,C
prd_01291,4723.25,35757798.76,93.28,C
prd_01711,4720.55,35762519.31,93.29,C
prd_00207,4704.06,35767223.37,93.3,C
prd_01080,4694.74,35771918.11,93.31,C
prd_00241,4688.39,35776606.5,93.33,C
prd_02439,4665.56,35781272.06,93.34,C
prd_00262,4651.61,35785923.67,93.35,C
prd_00828,4650.16,35790573.83,93.36,C
prd_00992,4627.0,35795200.83,93.38,C
prd_01975,4615.99,35799816.82,93.39,C
prd_00080,4609.94,35804426.76,93.4,C
prd_00319,4601.68,35809028.44,93.41,C
prd_01995,4583.74,35813612.18,93.42,C
prd_00440,4581.3,35818193.48,93.44,C
prd_00246,4556.44,35822749.92,93.45,C
prd_01117,4554.77,35827304.69,93.46,C
prd_00865,4553.61,35831858.3,93.47,C
prd_00424,4546.47,35836404.77,93.48,C
prd_00578,4531.04,35840935.81,93.49,C
prd_00265,4528.36,35845464.17,93.51,C
prd_01510,4520.22,35849984.39,93.52,C
prd_01765,4502.13,35854486.52,93.53,C
prd_00928,4488.45,35858974.97,93.54,C
prd_00845,4484.0,35863458.97,93.55,C
prd_00211,4467.14,35867926.11,93.57,C
prd_00159,4465.98,35872392.09,93.58,C
prd_01348,4460.16,35876852.25,93.59,C
prd_01976,4456.11,35881308.36,93.6,C
prd_02002,4451.51,35885759.87,93.61,C
prd_01191,4438.03,35890197.9,93.62,C
prd_01137,4419.93,35894617.83,93.63,C
prd_00344,4393.39,35899011.22,93.65,C
prd_01258,4391.42,35903402.64,93.66,C
prd_00752,4389.88,35907792.52,93.67,C
prd_02124,4357.44,35912149.96,93.68,C
prd_00919,4353.75,35916503.71,93.69,C
prd_02177,4349.88,35920853.59,93.7,C
prd_01810,4344.59,35925198.18,93.71,C
prd_00362,4338.12,35929536.3,93.73,C
prd_01946,4336.34,35933872.64,93.74,C
prd_00501,4328.06,35938200.7,93.75,C
prd_00957,4325.83,35942526.53,93.76,C
prd_01622,4319.77,35946846.3,93.77,C
prd_00742,4316.02,35951162.32,93.78,C
prd_02358,4314.68,35955477.0,93.79,C
prd_00337,4312.47,35959789.47,93.8,C
prd_00595,4294.26,35964083.73,93.82,C
prd_00169,4293.2,35968376.93,93.83,C
prd_01822,4289.42,35972666.35,93.84,C
prd_01437,4288.56,35976954.91,93.85,C
prd_01366,4283.45,35981238.36,93.86,C
prd_00224,4271.74,35985510.1,93.87,C
prd_02422,4269.22,35989779.32,93.88,C
prd_01570,4264.41,35994043.73,93.89,C
prd_00240,4262.63,35998306.36,93.91,C
prd_02136,4257.82,36002564.18,93.92,C
prd_00580,4237.03,36006801.21,93.93,C
prd_02058,4216.53,36011017.74,93.94,C
prd_01724,4214.97,36015232.71,93.95,C
prd_00491,4202.9,36019435.61,93.96,C
prd_02318,4197.72,36023633.33,93.97,C
prd_01843,4193.24,36027826.57,93.98,C
prd_02211,4177.27,36032003.84,93.99,C
prd_00895,4164.9,36036168.74,94.0,C
prd_00323,4161.6,36040330.34,94.02,C
prd_01300,4157.1,36044487.44,94.03,C
prd_00859,4138.9,36048626.34,94.04,C
prd_00540,4128.99,36052755.33,94.05,C
prd_00427,4125.14,36056880.47,94.06,C
prd_00255,4121.46,36061001.93,94.07,C
prd_02448,4113.75,36065115.68,94.08,C
prd_01714,4102.15,36069217.83,94.09,C
prd_00575,4074.12,36073291.95,94.1,C
prd_00605,4072.83,36077364.78,94.11,C
prd_00942,4069.03,36081433.81,94.12,C
prd_00698,4068.16,36085501.97,94.13,C
prd_01211,4062.84,36089564.81,94.14,C
prd_02216,4062.39,36093627.2,94.15,C
prd_01862,4034.31,36097661.51,94.16,C
prd_00066,4034.08,36101695.59,94.18,C
prd_02477,4030.49,36105726.08,94.19,C
prd_00945,4024.53,36109750.61,94.2,C
prd_02140,4005.75,36113756.36,94.21,C
prd_01930,3997.77,36117754.13,94.22,C
prd_00431,3995.98,36121750.11,94.23,C
prd_02023,3986.19,36125736.3,94.24,C
prd_00877,3980.08,36129716.38,94.25,C
prd_00196,3969.25,36133685.63,94.26,C
prd_01013,3961.47,36137647.1,94.27,C
prd_01234,3948.32,36141595.42,94.28,C
prd_02039,3948.06,36145543.48,94.29,C
prd_00439,3947.4,36149490.88,94.3,C
prd_01324,3946.6,36153437.48,94.31,C
prd_01601,3940.76,36157378.24,94.32,C
prd_00866,3936.6,36161314.84,94.33,C
prd_00136,3935.8,36165250.64,94.34,C
prd_01456,3921.15,36169171.79,94.35,C
prd_00171,3916.12,36173087.91,94.36,C
prd_00582,3912.21,36177000.12,94.37,C
prd_00527,3901.17,36180901.29,94.38,C
prd_00717,3898.73,36184800.02,94.39,C
prd_01221,3895.25,36188695.27,94.4,C
prd_00452,3888.64,36192583.91,94.41,C
prd_01716,3884.05,36196467.96,94.42,C
prd_02139,3876.63,36200344.59,94.43,C
prd_00835,3876.32,36204220.91,94.44,C
prd_00630,3863.56,36208084.47,94.45,C
prd_00565,3861.24,36211945.71,94.46,C
prd_00507,3858.29,36215804.0,94.47,C
prd_00994,3850.57,36219654.57,94.48,C
prd_00386,3847.65,36223502.22,94.49,C
prd_00775,3845.42,36227347.64,94.5,C
prd_00251,3841.58,36231189.22,94.51,C
prd_01497,3826.56,36235015.78,94.52,C
prd_00343,3821.93,36238837.71,94.53,C
prd_00969,3817.37,36242655.08,94.54,C
prd_00392,3812.04,36246467.12,94.55,C
prd_02036,3807.72,36250274.84,94.56,C
prd_00178,3797.92,36254072.76,94.57,C
prd_00484,3789.39,36257862.15,94.58,C
prd_01064,3781.93,36261644.08,94.59,C
prd_00462,3773.75,36265417.83,94.6,C
prd_00934,3768.56,36269186.39,94.61,C
prd_00971,3765.88,36272952.27,94.62,C
prd_01839,3764.1,36276716.37,94.63,C
prd_01793,3759.3,36280475.67,94.64,C
prd_00391,3744.12,36284219.79,94.65,C
prd_00280,3744.1,36287963.89,94.66,C
prd_00550,3708.36,36291672.25,94.67,C
prd_02312,3702.65,36295374.9,94.68,C
prd_00283,3697.18,36299072.08,94.69,C
prd_00198,3686.37,36302758.45,94.7,C
prd_00451,3671.57,36306430.02,94.71,C
prd_01692,3669.22,36310099.24,94.72,C
prd_01972,3648.18,36313747.42,94.73,C
prd_02341,3643.03,36317390.45,94.74,C
prd_01920,3641.28,36321031.73,94.75,C
prd_02493,3629.93,36324661.66,94.76,C
prd_00359,3623.84,36328285.5,94.77,C
prd_01620,3617.84,36331903.34,94.78,C
prd_01550,3612.58,36335515.92,94.79,C
prd_01244,3598.9,36339114.82,94.79,C
prd_00708,3596.84,36342711.66,94.8,C
prd_02034,3587.64,36346299.3,94.81,C
prd_00328,3586.86,36349886.16,94.82,C
prd_01060,3574.58,36353460.74,94.83,C
prd_00707,3555.7,36357016.44,94.84,C
prd_02331,3553.26,36360569.7,94.85,C
prd_00871,3550.4,36364120.1,94.86,C
prd_00090,3549.71,36367669.81,94.87,C
prd_01674,3548.26,36371218.07,94.88,C
prd_00654,3541.36,36374759.43,94.89,C
prd_01331,3540.63,36378300.06,94.9,C
prd_00291,3535.39,36381835.45,94.91,C
prd_00214,3528.81,36385364.26,94.92,C
prd_01360,3519.9,36388884.16,94.92,C
prd_02121,3517.71,36392401.87,94.93,C
prd_02313,3514.77,36395916.64,94.94,C
prd_00340,3498.28,36399414.92,94.95,C
prd_01050,3493.0,36402907.92,94.96,C
prd_00646,3492.7,36406400.62,94.97,C
prd_01284,3487.16,36409887.78,94.98,C
prd_00599,3482.1,36413369.88,94.99,C
prd_02238,3475.35,36416845.23,95.0,C
prd_01505,3473.73,36420318.96,95.01,C
prd_02209,3448.69,36423767.65,95.02,C
prd_00271,3446.42,36427214.07,95.02,C
prd_01099,3441.41,36430655.48,95.03,C
prd_01908,3427.05,36434082.53,95.04,C
prd_02084,3423.83,36437506.36,95.05,C
prd_01253,3419.92,36440926.28,95.06,C
prd_01289,3416.57,36444342.85,95.07,C
prd_01299,3407.11,36447749.96,95.08,C
prd_00377,3405.04,36451155.0,95.09,C
prd_02141,3392.99,36454547.99,95.1,C
prd_01371,3385.58,36457933.57,95.1,C
prd_01164,3380.44,36461314.01,95.11,C
prd_01766,3379.98,36464693.99,95.12,C
prd_01150,3379.23,36468073.22,95.13,C
prd_00598,3376.46,36471449.68,95.14,C
prd_01992,3372.8,36474822.48,95.15,C
prd_01895,3371.94,36478194.42,95.16,C
prd_00365,3369.88,36481564.3,95.17,C
prd_02095,3361.63,36484925.93,95.17,C
prd_01372,3361.43,36488287.36,95.18,C
prd_00206,3352.19,36491639.55,95.19,C
prd_01785,3346.14,36494985.69,95.2,C
prd_01093,3337.7,36498323.39,95.21,C
prd_02148,3335.54,36501658.93,95.22,C
prd_01836,3334.35,36504993.28,95.23,C
prd_01802,3323.81,36508317.09,95.24,C
prd_01914,3321.35,36511638.44,95.24,C
prd_01242,3308.31,36514946.75,95.25,C
prd_01152,3299.06,36518245.81,95.26,C
prd_00954,3288.82,36521534.63,95.27,C
prd_01276,3281.54,36524816.17,95.28,C
prd_00516,3280.43,36528096.6,95.29,C
prd_01015,3271.18,36531367.78,95.3,C
prd_00720,3260.62,36534628.4,95.3,C
prd_00043,3254.2,36537882.6,95.31,C
prd_00529,3245.89,36541128.49,95.32,C
prd_00483,3238.76,36544367.25,95.33,C
prd_02096,3236.64,36547603.89,95.34,C
prd_00722,3234.71,36550838.6,95.35,C
prd_00715,3218.9,36554057.5,95.36,C
prd_00379,3213.35,36557270.85,95.36,C
prd_01880,3206.78,36560477.63,95.37,C
prd_00068,3201.94,36563679.57,95.38,C
prd_00880,3195.03,36566874.6,95.39,C
prd_01907,3194.26,36570068.86,95.4,C
prd_00266,3183.79,36573252.65,95.41,C
prd_00911,3183.31,36576435.96,95.41,C
prd_00382,3172.26,36579608.22,95.42,C
prd_00829,3165.12,36582773.34,95.43,C
prd_02446,3154.02,36585927.36,95.44,C
prd_02322,3153.15,36589080.51,95.45,C
prd_01962,3144.85,36592225.36,95.45,C
prd_01002,3144.09,36595369.45,95.46,C
prd_01795,3132.43,36598501.88,95.47,C
prd_00811,3132.4,36601634.28,95.48,C
prd_02203,3127.13,36604761.41,95.49,C
prd_00420,3105.18,36607866.59,95.5,C
prd_00418,3098.79,36610965.38,95.5,C
prd_00396,3092.34,36614057.72,95.51,C
prd_01588,3091.77,36617149.49,95.52,C
prd_01466,3090.38,36620239.87,95.53,C
prd_00435,3088.96,36623328.83,95.54,C
prd_00842,3086.84,36626415.67,95.54,C
prd_01503,3081.2,36629496.87,95.55,C
prd_02119,3066.79,36632563.66,95.56,C
prd_01744,3056.13,36635619.79,95.57,C
prd_00471,3053.51,36638673.3,95.58,C
prd_00155,3048.5,36641721.8,95.58,C
prd_02315,3043.32,36644765.12,95.59,C
prd_00680,3042.8,36647807.92,95.6,C
prd_02115,3033.09,36650841.01,95.61,C
prd_00274,3031.5,36653872.51,95.62,C
prd_00894,3022.94,36656895.45,95.62,C
prd_01418,3011.35,36659906.8,95.63,C
prd_02475,3000.45,36662907.25,95.64,C
prd_01996,3000.16,36665907.41,95.65,C
prd_00434,2998.11,36668905.52,95.65,C
prd_00700,2992.97,36671898.49,95.66,C
prd_00437,2989.9,36674888.39,95.67,C
prd_00160,2987.1,36677875.49,95.68,C
prd_00502,2976.11,36680851.6,95.69,C
prd_00531,2972.07,36683823.67,95.69,C
prd_02160,2967.43,36686791.1,95.7,C
prd_01535,2965.45,36689756.55,95.71,C
prd_01306,2964.51,36692721.06,95.72,C
prd_00324,2964.22,36695685.28,95.72,C
prd_01262,2962.69,36698647.97,95.73,C
prd_00559,2951.43,36701599.4,95.74,C
prd_00689,2950.52,36704549.92,95.75,C
prd_01062,2950.4,36707500.32,95.76,C
prd_00863,2950.38,36710450.7,95.76,C
prd_01715,2949.93,36713400.63,95.77,C
prd_00683,2937.3,36716337.93,95.78,C
prd_01979,2932.33,36719270.26,95.79,C
prd_02377,2929.0,36722199.26,95.79,C
prd_00997,2928.4,36725127.66,95.8,C
prd_01420,2923.73,36728051.39,95.81,C
prd_01163,2914.07,36730965.46,95.82,C
prd_01151,2912.71,36733878.17,95.82,C
prd_01593,2910.3,36736788.47,95.83,C
prd_02206,2905.7,36739694.17,95.84,C
prd_02164,2905.34,36742599.51,95.85,C
prd_01527,2897.15,36745496.66,95.85,C
prd_02421,2897.0,36748393.66,95.86,C
prd_01413,2894.24,36751287.9,95.87,C
prd_00335,2878.28,36754166.18,95.88,C
prd_02245,2871.81,36757037.99,95.88,C
prd_00593,2870.66,36759908.65,95.89,C
prd_00921,2854.17,36762762.82,95.9,C
prd_01758,2837.01,36765599.83,95.91,C
prd_01399,2832.2,36768432.03,95.91,C
prd_01245,2830.07,36771262.1,95.92,C
prd_00569,2825.19,36774087.29,95.93,C
prd_00538,2820.94,36776908.23,95.94,C
prd_02400,2817.49,36779725.72,95.94,C
prd_02110,2815.07,36782540.79,95.95,C
prd_02181,2814.48,36785355.27,95.96,C
prd_00466,2812.92,36788168.19,95.97,C
prd_00364,2801.29,36790969.48,95.97,C
prd_01177,2791.87,36793761.35,95.98,C
prd_01186,2789.07,36796550.42,95.99,C
prd_01842,2784.27,36799334.69,96.0,C
prd_01158,2783.77,36802118.46,96.0,C
prd_00454,2782.52,36804900.98,96.01,C
prd_01285,2771.1,36807672.08,96.02,C
prd_00955,2767.58,36810439.66,96.02,C
prd_00520,2766.41,36813206.07,96.03,C
prd_00498,2765.47,36815971.54,96.04,C
prd_02163,2762.69,36818734.23,96.05,C
prd_01472,2755.48,36821489.71,96.05,C
prd_01315,2752.87,36824242.58,96.06,C
prd_00394,2751.66,36826994.24,96.07,C
prd_02437,2750.81,36829745.05,96.07,C
prd_00797,2748.19,36832493.24,96.08,C
prd_00965,2743.44,36835236.68,96.09,C
prd_01153,2738.58,36837975.26,96.1,C
prd_00459,2726.36,36840701.62,96.1,C
prd_01182,2726.26,36843427.88,96.11,C
prd_01068,2720.24,36846148.12,96.12,C
prd_00524,2717.64,36848865.76,96.12,C
prd_00590,2709.21,36851574.97,96.13,C
prd_01250,2708.66,36854283.63,96.14,C
prd_01378,2707.93,36856991.56,96.15,C
prd_00436,2706.32,36859697.88,96.15,C
prd_00487,2705.03,36862402.91,96.16,C
prd_00248,2704.54,36865107.45,96.17,C
prd_00279,2697.19,36867804.64,96.17,C
prd_00703,2692.63,36870497.27,96.18,C
prd_00371,2679.32,36873176.59,96.19,C
prd_00272,2679.31,36875855.9,96.19,C
prd_00482,2674.62,36878530.52,96.2,C
prd_01302,2668.25,36881198.77,96.21,C
prd_01833,2668.04,36883866.81,96.22,C
prd_01536,2666.22,36886533.03,96.22,C
prd_02451,2665.39,36889198.42,96.23,C
prd_00219,2663.3,36891861.72,96.24,C
prd_01813,2661.42,36894523.14,96.24,C
prd_00298,2660.33,36897183.47,96.25,C
prd_01794,2658.32,36899841.79,96.26,C
prd_01377,2650.4,36902492.19,96.26,C
prd_01589,2643.9,36905136.09,96.27,C
prd_00566,2639.22,36907775.31,96.28,C
prd_01159,2638.03,36910413.34,96.28,C
prd_00477,2633.38,36913046.72,96.29,C
prd_00962,2630.78,36915677.5,96.3,C
prd_00546,2627.29,36918304.79,96.31,C
prd_00785,2623.51,36920928.3,96.31,C
prd_02093,2620.2,36923548.5,96.32,C
prd_01200,2613.74,36926162.24,96.33,C
prd_01038,2611.9,36928774.14,96.33,C
prd_00805,2610.39,36931384.53,96.34,C
prd_02482,2600.5,36933985.03,96.35,C
prd_02330,2598.43,36936583.46,96.35,C
prd_00924,2592.84,36939176.3,96.36,C
prd_02407,2580.27,36941756.57,96.37,C
prd_02417,2580.04,36944336.61,96.37,C
prd_00762,2558.83,36946895.44,96.38,C
prd_00964,2555.64,36949451.08,96.39,C
prd_00568,2555.61,36952006.69,96.39,C
prd_01154,2543.22,36954549.91,96.4,C
prd_00761,2542.71,36957092.62,96.41,C
prd_00570,2542.59,36959635.21,96.41,C
prd_02292,2538.11,36962173.32,96.42,C
prd_01590,2525.42,36964698.74,96.43,C
prd_01367,2525.1,36967223.84,96.43,C
prd_00932,2517.78,36969741.62,96.44,C
prd_00977,2514.41,36972256.03,96.45,C
prd_00192,2511.92,36974767.95,96.45,C
prd_01408,2505.2,36977273.15,96.46,C
prd_00106,2500.88,36979774.03,96.47,C
prd_00419,2497.34,36982271.37,96.47,C
prd_01534,2496.2,36984767.57,96.48,C
prd_00801,2490.76,36987258.33,96.49,C
prd_00850,2489.16,36989747.49,96.49,C
prd_01655,2486.02,36992233.51,96.5,C
prd_01332,2484.43,36994717.94,96.5,C
prd_01075,2479.85,36997197.79,96.51,C
prd_01753,2473.94,36999671.73,96.52,C
prd_02499,2473.25,37002144.98,96.52,C
prd_00403,2472.54,37004617.52,96.53,C
prd_01983,2472.36,37007089.88,96.54,C
prd_01635,2467.29,37009557.17,96.54,C
prd_00961,2465.77,37012022.94,96.55,C
prd_02457,2464.08,37014487.02,96.56,C
prd_02159,2451.43,37016938.45,96.56,C
prd_02057,2449.44,37019387.89,96.57,C
prd_00746,2448.6,37021836.49,96.58,C
prd_01798,2445.66,37024282.15,96.58,C
prd_01412,2443.68,37026725.83,96.59,C
prd_01407,2440.41,37029166.24,96.59,C
prd_01046,2440.17,37031606.41,96.6,C
prd_00086,2438.87,37034045.28,96.61,C
prd_02123,2435.85,37036481.13,96.61,C
prd_00306,2435.49,37038916.62,96.62,C
prd_00898,2434.21,37041350.83,96.63,C
prd_01237,2434.13,37043784.96,96.63,C
prd_01586,2428.8,37046213.76,96.64,C
prd_00958,2426.68,37048640.44,96.65,C
prd_01330,2425.62,37051066.06,96.65,C
prd_00406,2424.71,37053490.77,96.66,C
prd_01761,2415.98,37055906.75,96.66,C
prd_00929,2407.8,37058314.55,96.67,C
prd_00521,2407.32,37060721.87,96.68,C
prd_00367,2405.99,37063127.86,96.68,C
prd_02130,2405.86,37065533.72,96.69,C
prd_02294,2404.97,37067938.69,96.7,C
prd_00938,2401.57,37070340.26,96.7,C
prd_00650,2400.18,37072740.44,96.71,C
prd_02351,2393.04,37075133.48,96.71,C
prd_01481,2389.75,37077523.23,96.72,C
prd_02468,2388.56,37079911.79,96.73,C
prd_00589,2387.81,37082299.6,96.73,C
prd_02327,2385.63,37084685.23,96.74,C
prd_00499,2379.5,37087064.73,96.75,C
prd_00791,2362.1,37089426.83,96.75,C
prd_01323,2358.22,37091785.05,96.76,C
prd_02326,2356.71,37094141.76,96.76,C
prd_02143,2352.34,37096494.1,96.77,C
prd_01659,2349.94,37098844.04,96.78,C
prd_00792,2340.8,37101184.84,96.78,C
prd_01033,2339.49,37103524.33,96.79,C
prd_01092,2334.23,37105858.56,96.79,C
prd_01248,2330.3,37108188.86,96.8,C
prd_00217,2330.29,37110519.15,96.81,C
prd_02445,2328.47,37112847.62,96.81,C
prd_00290,2321.94,37115169.56,96.82,C
prd_01325,2320.72,37117490.28,96.82,C
prd_00360,2313.58,37119803.86,96.83,C
prd_00864,2310.94,37122114.8,96.84,C
