customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,segment
usr_023293,551,1,142.34,1,1,2,Hibernating
usr_025001,319,3,1124.8,2,4,4,At Risk
usr_002901,32,6,2423.28,4,5,5,Champions
usr_025344,551,1,90.46,1,1,1,Hibernating
usr_012142,101,4,821.28,3,5,4,Loyal Customers
usr_009822,299,3,586.59,2,4,3,At Risk
usr_005115,68,5,1119.05,4,5,4,Champions
usr_038723,528,2,912.56,1,3,4,At Risk
usr_009132,268,2,428.63,2,3,3,At Risk
usr_019379,551,1,1091.08,1,1,4,Hibernating
usr_001483,25,9,2968.66,5,5,5,Champions
usr_001497,18,11,2540.99,5,5,5,Champions
usr_005480,41,4,2909.49,4,5,5,Champions
usr_010544,537,2,653.07,1,3,3,At Risk
usr_006016,81,2,1005.39,4,3,4,Loyal Customers
usr_039603,551,1,113.34,1,1,1,Hibernating
usr_001463,72,8,2175.11,4,5,5,Champions
usr_030444,30,3,629.26,4,4,3,Loyal Customers
usr_000560,3,16,7753.78,5,5,5,Champions
usr_005983,551,1,81.79,1,1,1,Hibernating
usr_012619,547,2,169.01,1,3,2,At Risk
usr_006415,551,1,154.11,1,1,2,Hibernating
usr_013984,240,2,349.84,2,3,2,At Risk
usr_009284,551,1,414.84,1,1,3,Hibernating
usr_012083,87,3,1209.8,4,4,4,Champions
usr_036861,527,2,1445.18,1,3,4,At Risk
usr_012929,551,1,1091.08,1,1,4,Hibernating
usr_003968,11,5,1521.82,5,5,5,Champions
usr_001131,37,3,836.31,4,4,4,Champions
usr_010119,150,3,282.74,3,4,2,Promising/Active
usr_011990,551,1,125.45,1,1,1,Hibernating
usr_003603,31,4,4425.48,4,5,5,Champions
usr_029105,218,4,625.66,3,5,3,Loyal Customers
usr_030110,551,1,768.17,1,1,3,Hibernating
usr_007110,61,2,1544.63,4,3,5,Loyal Customers
usr_030158,355,2,953.21,2,3,4,At Risk
usr_005975,551,1,136.8,1,1,2,Hibernating
usr_012391,267,3,1908.32,2,4,5,At Risk
usr_034836,425,2,2240.53,1,3,5,At Risk
usr_018247,12,5,925.93,5,5,4,Champions
usr_037309,19,2,952.4,5,3,4,Loyal Customers
usr_026178,551,1,1091.08,1,1,4,Hibernating
usr_003612,51,4,923.91,4,5,4,Champions
usr_017688,457,2,162.36,1,3,2,At Risk
usr_009130,18,4,1167.07,5,5,4,Champions
usr_038035,152,2,389.99,3,3,3,Loyal Customers
usr_012722,18,4,779.97,5,5,3,Loyal Customers
usr_019276,550,1,371.2,1,1,3,Hibernating
usr_003610,82,3,729.9,4,4,3,Loyal Customers
usr_012197,550,1,320.24,1,1,2,Hibernating
usr_002819,271,5,1144.8,2,5,4,At Risk
usr_027166,60,2,1375.26,4,3,4,Loyal Customers
usr_001262,19,6,1320.46,5,5,4,Champions
usr_003261,37,6,1319.89,4,5,4,Champions
usr_002953,19,3,484.64,5,4,3,Loyal Customers
usr_025539,550,1,981.97,1,1,4,Hibernating
usr_029164,550,1,56.95,1,1,1,Hibernating
usr_037661,550,1,1036.53,1,1,4,Hibernating
usr_009040,115,5,699.0,3,5,3,Loyal Customers
usr_000475,28,20,9151.15,5,5,5,Champions
usr_021909,349,2,1317.43,2,3,4,At Risk
usr_013200,205,2,1159.14,3,3,4,Loyal Customers
usr_003478,171,2,1894.96,3,3,5,Loyal Customers
usr_035637,27,2,255.69,5,3,2,Promising/Active
usr_002530,109,5,2242.25,3,5,5,Loyal Customers
usr_000655,3,11,5017.15,5,5,5,Champions
usr_019658,550,1,113.61,1,1,1,Hibernating
usr_006543,17,6,2680.06,5,5,5,Champions
usr_004551,79,4,968.49,4,5,4,Champions
usr_003998,49,4,788.77,4,5,3,Loyal Customers
usr_006063,24,4,2382.35,5,5,5,Champions
usr_002677,21,4,1511.88,5,5,5,Champions
usr_024818,5,2,1225.34,5,3,4,Loyal Customers
usr_001946,7,4,1782.92,5,5,5,Champions
usr_002370,21,7,4029.68,5,5,5,Champions
usr_026187,550,1,241.42,1,1,2,Hibernating
usr_004141,446,3,1276.51,1,4,4,At Risk
usr_003767,37,2,181.54,4,3,2,Promising/Active
usr_001922,5,9,1047.04,5,5,4,Champions
usr_020740,31,4,889.36,4,5,4,Champions
usr_020813,520,2,1023.07,1,3,4,At Risk
usr_036679,337,2,1670.49,2,3,5,At Risk
usr_003519,173,2,1240.38,3,3,4,Loyal Customers
usr_002007,103,4,2678.66,3,5,5,Loyal Customers
usr_002443,31,7,2112.24,4,5,5,Champions
usr_001104,54,8,3272.41,4,5,5,Champions
usr_026177,550,1,27.76,1,1,1,Hibernating
usr_002934,37,5,2577.06,4,5,5,Champions
usr_000758,4,14,9055.08,5,5,5,Champions
usr_005778,75,5,989.65,4,5,4,Champions
usr_022274,550,1,15.51,1,1,1,Hibernating
usr_002554,248,3,681.72,2,4,3,At Risk
usr_004780,550,1,83.07,1,1,1,Hibernating
usr_035100,550,1,26.73,1,1,1,Hibernating
usr_030624,265,2,1223.98,2,3,4,At Risk
usr_008729,23,4,780.23,5,5,3,Loyal Customers
usr_000736,35,7,1593.76,4,5,5,Champions
usr_028680,232,3,3671.27,2,4,5,At Risk
usr_002536,16,5,1337.18,5,5,4,Champions
usr_003015,137,2,388.63,3,3,3,Loyal Customers
usr_008076,336,3,1671.84,2,4,5,At Risk
usr_007338,399,4,747.21,1,5,3,At Risk
usr_025432,185,3,838.83,3,4,4,Loyal Customers
usr_002195,15,3,2695.28,5,4,5,Champions
usr_018236,549,1,1276.67,1,1,4,Hibernating
usr_039818,549,1,1258.04,1,1,4,Hibernating
usr_017414,430,2,702.91,1,3,3,At Risk
usr_016417,102,3,3704.6,3,4,5,Loyal Customers
usr_001124,4,5,2848.58,5,5,5,Champions
usr_006777,549,1,44.94,1,1,1,Hibernating
usr_037055,549,1,87.34,1,1,1,Hibernating
usr_004458,56,6,3895.28,4,5,5,Champions
usr_006970,549,1,40.56,1,1,1,Hibernating
usr_027613,549,1,67.65,1,1,1,Hibernating
usr_016961,34,2,554.87,4,3,3,Loyal Customers
usr_025831,107,2,186.83,3,3,2,Promising/Active
usr_023386,549,1,513.84,1,1,3,Hibernating
usr_008572,8,5,3090.83,5,5,5,Champions
usr_025084,549,1,53.74,1,1,1,Hibernating
usr_004615,62,4,1175.77,4,5,4,Champions
usr_002679,1,4,1253.08,5,5,4,Champions
usr_019125,44,3,361.33,4,4,2,Promising/Active
usr_010620,31,2,2051.1,4,3,5,Loyal Customers
usr_024579,549,1,79.35,1,1,1,Hibernating
usr_003393,302,2,440.98,2,3,3,At Risk
usr_007142,136,4,1198.73,3,5,4,Loyal Customers
usr_014433,549,1,561.12,1,1,3,Hibernating
usr_023895,5,2,374.9,5,3,3,Loyal Customers
usr_005153,61,4,1988.83,4,5,5,Champions
usr_023844,549,1,244.34,1,1,2,Hibernating
usr_002324,105,7,3195.44,3,5,5,Loyal Customers
usr_002690,416,2,387.79,1,3,3,At Risk
usr_026915,549,1,675.13,1,1,3,Hibernating
usr_033374,549,1,927.42,1,1,4,Hibernating
usr_034473,549,1,575.2,1,1,3,Hibernating
usr_031123,273,2,307.48,2,3,2,At Risk
usr_022465,281,2,1911.79,2,3,5,At Risk
usr_003886,395,3,2744.36,1,4,5,At Risk
usr_009886,99,3,574.04,3,4,3,Loyal Customers
usr_025724,549,1,87.41,1,1,1,Hibernating
usr_001960,15,8,2458.77,5,5,5,Champions
usr_012933,549,1,561.79,1,1,3,Hibernating
usr_003072,20,4,2402.81,5,5,5,Champions
usr_010757,0,3,1791.03,5,4,5,Champions
usr_005894,8,2,475.5,5,3,3,Loyal Customers
usr_002739,8,6,2890.28,5,5,5,Champions
usr_007425,176,2,1358.86,3,3,4,Loyal Customers
usr_011242,101,4,1194.93,3,5,4,Loyal Customers
usr_015134,26,4,1284.22,5,5,4,Champions
usr_003978,24,4,718.84,5,5,3,Loyal Customers
usr_001770,20,7,1753.78,5,5,5,Champions
usr_005552,44,2,443.3,4,3,3,Loyal Customers
usr_003058,115,2,1257.73,3,3,4,Loyal Customers
usr_000828,32,11,3731.78,4,5,5,Champions
usr_000890,549,1,64.86,1,1,1,Hibernating
usr_017134,549,1,1924.26,1,1,5,Hibernating
usr_012556,549,1,1091.08,1,1,4,Hibernating
usr_002284,16,6,3543.97,5,5,5,Champions
usr_024225,55,3,1067.0,4,4,4,Champions
usr_009112,339,2,131.81,2,3,2,At Risk
usr_038936,451,2,1785.36,1,3,5,At Risk
usr_004167,23,2,552.52,5,3,3,Loyal Customers
usr_004427,527,2,105.57,1,3,1,At Risk
usr_008150,548,1,85.53,1,1,1,Hibernating
usr_018306,187,2,483.41,3,3,3,Loyal Customers
usr_005469,151,3,2039.24,3,4,5,Loyal Customers
usr_001826,33,8,1552.86,4,5,5,Champions
usr_002602,36,5,948.68,4,5,4,Champions
usr_001396,31,8,3540.88,4,5,5,Champions
usr_006071,19,3,560.83,5,4,3,Loyal Customers
usr_036601,548,1,224.38,1,1,2,Hibernating
usr_019863,316,2,1137.29,2,3,4,At Risk
usr_008829,1,2,39.73,5,3,1,Promising/Active
usr_027578,548,1,872.86,1,1,4,Hibernating
usr_031641,355,3,1059.58,2,4,4,At Risk
usr_010560,100,2,1507.06,3,3,5,Loyal Customers
usr_004057,20,6,2423.81,5,5,5,Champions
usr_006367,151,4,1208.17,3,5,4,Loyal Customers
usr_028824,548,1,145.85,1,1,2,Hibernating
usr_012072,144,3,761.94,3,4,3,Loyal Customers
usr_008023,39,4,1638.77,4,5,5,Champions
usr_012881,49,3,247.58,4,4,2,Promising/Active
usr_017011,276,2,1682.44,2,3,5,At Risk
usr_024974,267,2,1016.94,2,3,4,At Risk
usr_008222,186,4,1571.95,3,5,5,Loyal Customers
usr_023340,416,2,318.51,1,3,2,At Risk
usr_000291,5,15,4374.57,5,5,5,Champions
usr_000733,3,11,6227.86,5,5,5,Champions
usr_038858,86,2,210.67,4,3,2,Promising/Active
usr_009597,548,1,698.22,1,1,3,Hibernating
usr_004052,44,4,327.2,4,5,2,Promising/Active
usr_021467,29,3,386.98,4,4,3,Loyal Customers
usr_024541,405,2,293.49,1,3,2,At Risk
usr_008243,390,2,331.0,1,3,2,At Risk
usr_019475,235,2,1868.8,2,3,5,At Risk
usr_003989,109,6,1770.43,3,5,5,Loyal Customers
usr_016403,418,3,509.73,1,4,3,At Risk
usr_030236,232,3,999.43,2,4,4,At Risk
usr_001927,136,7,3795.6,3,5,5,Loyal Customers
usr_033045,547,1,58.8,1,1,1,Hibernating
usr_003172,407,2,516.76,1,3,3,At Risk
usr_017006,547,1,387.24,1,1,3,Hibernating
usr_019369,241,3,704.15,2,4,3,At Risk
usr_032493,547,1,654.0,1,1,3,Hibernating
usr_013131,547,1,197.89,1,1,2,Hibernating
usr_010684,123,4,1330.78,3,5,4,Loyal Customers
usr_018611,547,1,312.05,1,1,2,Hibernating
usr_033530,153,3,1348.82,3,4,4,Loyal Customers
usr_007224,369,2,528.96,2,3,3,At Risk
usr_002141,19,8,5950.21,5,5,5,Champions
usr_004544,142,5,1674.02,3,5,5,Loyal Customers
usr_030519,195,2,224.48,3,3,2,Promising/Active
usr_003450,73,2,224.34,4,3,2,Promising/Active
usr_027562,430,2,476.52,1,3,3,At Risk
usr_038164,547,1,167.04,1,1,2,Hibernating
usr_039549,237,2,357.49,2,3,2,At Risk
usr_038919,547,1,15.53,1,1,1,Hibernating
usr_002949,10,6,2288.31,5,5,5,Champions
usr_030541,547,1,84.34,1,1,1,Hibernating
usr_006760,347,3,2598.27,2,4,5,At Risk
usr_002700,159,6,1872.56,3,5,5,Loyal Customers
usr_007969,258,2,542.2,2,3,3,At Risk
usr_016809,264,2,149.81,2,3,2,At Risk
usr_000930,8,14,5314.57,5,5,5,Champions
usr_028158,382,3,1230.12,2,4,4,At Risk
usr_024943,165,3,1068.32,3,4,4,Loyal Customers
usr_026852,427,2,1284.05,1,3,4,At Risk
usr_010193,100,4,1385.57,3,5,4,Loyal Customers
usr_011633,110,2,133.08,3,3,2,Promising/Active
usr_002107,51,4,628.85,4,5,3,Loyal Customers
usr_011069,192,2,429.62,3,3,3,Loyal Customers
usr_002518,25,6,2355.8,5,5,5,Champions
usr_007583,77,3,319.94,4,4,2,Promising/Active
usr_002263,29,3,631.55,4,4,3,Loyal Customers
usr_005643,17,4,1175.82,5,5,4,Champions
usr_013504,546,1,152.19,1,1,2,Hibernating
usr_013322,146,2,724.42,3,3,3,Loyal Customers
usr_017354,15,3,515.68,5,4,3,Loyal Customers
usr_012152,546,1,24.51,1,1,1,Hibernating
usr_025436,546,1,159.96,1,1,2,Hibernating
usr_010408,235,3,1698.67,2,4,5,At Risk
usr_008881,546,1,704.21,1,1,3,Hibernating
usr_015847,30,2,280.98,4,3,2,Promising/Active
usr_020241,546,1,304.23,1,1,2,Hibernating
usr_017271,124,3,1367.21,3,4,4,Loyal Customers
usr_006360,85,3,427.76,4,4,3,Loyal Customers
usr_006693,179,3,1053.92,3,4,4,Loyal Customers
usr_012672,285,4,816.99,2,5,4,At Risk
usr_025409,519,2,1890.03,1,3,5,At Risk
usr_026754,132,2,828.95,3,3,4,Loyal Customers
usr_009204,31,4,4639.94,4,5,5,Champions
usr_032351,290,2,579.73,2,3,3,At Risk
usr_009920,481,2,1118.03,1,3,4,At Risk
usr_000402,7,19,7276.27,5,5,5,Champions
usr_004074,15,6,1667.69,5,5,5,Champions
usr_023228,66,2,754.26,4,3,3,Loyal Customers
usr_013779,411,2,244.89,1,3,2,At Risk
usr_001746,45,5,3027.75,4,5,5,Champions
usr_010850,39,4,301.55,4,5,2,Promising/Active
usr_005001,74,6,3057.83,4,5,5,Champions
usr_023455,546,1,64.86,1,1,1,Hibernating
usr_015477,546,1,574.23,1,1,3,Hibernating
usr_031321,151,2,671.68,3,3,3,Loyal Customers
usr_002204,122,5,2870.85,3,5,5,Loyal Customers
usr_010469,13,2,996.29,5,3,4,Loyal Customers
usr_002250,12,4,1950.02,5,5,5,Champions
usr_022324,522,2,1050.64,1,3,4,At Risk
usr_002701,53,2,468.99,4,3,3,Loyal Customers
usr_025271,488,2,549.52,1,3,3,At Risk
usr_029537,303,2,1237.08,2,3,4,At Risk
usr_021655,123,3,313.29,3,4,2,Promising/Active
usr_007839,545,1,185.6,1,1,2,Hibernating
usr_004776,69,4,972.77,4,5,4,Champions
usr_019676,545,1,1145.13,1,1,4,Hibernating
usr_022404,545,1,819.17,1,1,4,Hibernating
usr_036753,43,2,316.23,4,3,2,Promising/Active
usr_004225,163,2,263.13,3,3,2,Promising/Active
usr_013822,323,2,1233.57,2,3,4,At Risk
usr_028530,545,1,48.81,1,1,1,Hibernating
usr_013183,24,2,900.98,5,3,4,Loyal Customers
usr_015791,416,2,558.22,1,3,3,At Risk
usr_005710,44,7,2589.58,4,5,5,Champions
usr_012497,15,3,320.73,5,4,2,Promising/Active
usr_035629,92,3,651.77,4,4,3,Loyal Customers
usr_001942,142,5,2451.17,3,5,5,Loyal Customers
usr_025358,545,1,55.34,1,1,1,Hibernating
usr_003293,247,4,490.14,2,5,3,At Risk
usr_022867,545,1,224.76,1,1,2,Hibernating
usr_004093,545,1,473.09,1,1,3,Hibernating
usr_002494,26,5,719.15,5,5,3,Loyal Customers
usr_001744,106,9,5751.82,3,5,5,Loyal Customers
usr_001081,24,7,1099.63,5,5,4,Champions
usr_004903,153,2,797.89,3,3,3,Loyal Customers
usr_022835,545,1,232.32,1,1,2,Hibernating
usr_001753,44,8,1907.78,4,5,5,Champions
usr_027428,160,2,508.77,3,3,3,Loyal Customers
usr_006479,55,3,375.52,4,4,3,Loyal Customers
usr_024007,351,2,608.19,2,3,3,At Risk
usr_006326,298,3,2714.2,2,4,5,At Risk
usr_003841,256,5,940.05,2,5,4,At Risk
usr_028098,149,2,1980.1,3,3,5,Loyal Customers
usr_031587,545,1,127.72,1,1,2,Hibernating
usr_007579,51,3,1866.88,4,4,5,Champions
usr_001371,21,10,1881.85,5,5,5,Champions
usr_009813,530,2,1272.57,1,3,4,At Risk
usr_004347,8,4,2379.67,5,5,5,Champions
usr_007565,32,4,1834.3,4,5,5,Champions
usr_001828,22,9,1905.7,5,5,5,Champions
usr_021402,371,4,1653.34,2,5,5,At Risk
usr_001107,45,9,1594.5,4,5,5,Champions
usr_021237,150,2,584.07,3,3,3,Loyal Customers
usr_002596,185,4,2069.47,3,5,5,Loyal Customers
usr_005094,44,2,216.62,4,3,2,Promising/Active
usr_020123,545,1,752.5,1,1,3,Hibernating
usr_030066,545,1,95.14,1,1,1,Hibernating
usr_021650,417,2,156.35,1,3,2,At Risk
usr_033162,545,1,70.28,1,1,1,Hibernating
usr_034102,113,3,367.93,3,4,3,Loyal Customers
usr_011517,131,3,770.96,3,4,3,Loyal Customers
usr_011671,132,2,1880.94,3,3,5,Loyal Customers
usr_032755,458,2,892.95,1,3,4,At Risk
usr_025076,545,1,312.33,1,1,2,Hibernating
usr_013160,418,2,202.45,1,3,2,At Risk
usr_006156,78,4,1814.12,4,5,5,Champions
usr_028543,361,2,634.39,2,3,3,At Risk
usr_008618,545,1,638.26,1,1,3,Hibernating
usr_009285,73,5,1677.32,4,5,5,Champions
usr_004395,69,5,2633.96,4,5,5,Champions
usr_020650,349,2,662.49,2,3,3,At Risk
usr_014655,544,1,208.51,1,1,2,Hibernating
usr_021741,544,1,62.26,1,1,1,Hibernating
usr_032883,89,2,235.48,4,3,2,Promising/Active
usr_006607,0,4,1325.49,5,5,4,Champions
usr_001661,32,5,1762.99,4,5,5,Champions
usr_023647,185,3,263.73,3,4,2,Promising/Active
usr_001286,36,8,1332.16,4,5,4,Champions
usr_002553,45,7,2332.07,4,5,5,Champions
usr_012853,544,1,474.0,1,1,3,Hibernating
usr_019139,158,4,399.74,3,5,3,Loyal Customers
usr_020668,544,1,247.9,1,1,2,Hibernating
usr_029384,544,1,790.69,1,1,3,Hibernating
usr_034387,390,2,1999.65,1,3,5,At Risk
usr_003000,39,6,2593.05,4,5,5,Champions
usr_019202,185,2,1317.58,3,3,4,Loyal Customers
usr_023403,291,2,474.69,2,3,3,At Risk
usr_039566,28,2,1447.45,5,3,4,Loyal Customers
usr_032254,121,3,951.03,3,4,4,Loyal Customers
usr_001856,81,4,2847.11,4,5,5,Champions
usr_009252,10,2,915.61,5,3,4,Loyal Customers
usr_004243,391,2,1583.89,1,3,5,At Risk
usr_002544,16,5,526.63,5,5,3,Loyal Customers
usr_001772,28,7,3460.28,5,5,5,Champions
usr_006422,544,1,288.2,1,1,2,Hibernating
usr_001080,49,6,2250.4,4,5,5,Champions
usr_001601,5,10,4433.22,5,5,5,Champions
usr_024879,544,1,176.32,1,1,2,Hibernating
usr_026432,544,1,156.9,1,1,2,Hibernating
usr_023125,544,1,145.66,1,1,2,Hibernating
usr_031746,18,2,225.56,5,3,2,Promising/Active
usr_016453,544,1,164.42,1,1,2,Hibernating
usr_007678,147,4,1034.4,3,5,4,Loyal Customers
usr_032062,354,2,602.92,2,3,3,At Risk
usr_031917,544,1,1091.08,1,1,4,Hibernating
usr_003626,25,2,465.8,5,3,3,Loyal Customers
usr_030854,3,2,45.7,5,3,1,Promising/Active
usr_017337,78,2,943.36,4,3,4,Loyal Customers
usr_022113,544,1,296.96,1,1,2,Hibernating
usr_003243,189,5,3056.52,3,5,5,Loyal Customers
usr_006767,31,3,722.76,4,4,3,Loyal Customers
usr_037159,493,2,1305.51,1,3,4,At Risk
usr_001727,9,8,2712.41,5,5,5,Champions
usr_018411,544,1,1923.17,1,1,5,Hibernating
usr_024333,544,1,119.56,1,1,1,Hibernating
usr_019588,17,2,91.04,5,3,1,Promising/Active
usr_003933,169,2,636.05,3,3,3,Loyal Customers
usr_034654,544,1,25.35,1,1,1,Hibernating
usr_019160,544,1,872.86,1,1,4,Hibernating
usr_022025,544,1,91.5,1,1,1,Hibernating
usr_006483,65,3,327.42,4,4,2,Promising/Active
usr_007900,249,2,1107.4,2,3,4,At Risk
usr_039598,543,1,78.24,1,1,1,Hibernating
usr_005881,28,4,1513.02,5,5,5,Champions
usr_011342,543,1,1091.08,1,1,4,Hibernating
usr_021815,431,2,144.95,1,3,2,At Risk
usr_028398,208,2,142.6,3,3,2,Promising/Active
usr_034703,543,1,516.89,1,1,3,Hibernating
usr_027714,152,3,217.97,3,4,2,Promising/Active
usr_036188,543,1,147.58,1,1,2,Hibernating
usr_006829,494,2,652.8,1,3,3,At Risk
usr_015900,243,4,2981.81,2,5,5,At Risk
usr_014976,543,1,34.06,1,1,1,Hibernating
usr_021887,439,3,1486.1,1,4,5,At Risk
usr_027773,543,1,494.3,1,1,3,Hibernating
usr_009510,416,2,1112.7,1,3,4,At Risk
usr_011742,75,3,1044.94,4,4,4,Champions
usr_037107,87,3,2254.96,4,4,5,Champions
usr_030172,543,1,15.95,1,1,1,Hibernating
usr_002850,42,5,2185.14,4,5,5,Champions
usr_000545,11,14,6393.62,5,5,5,Champions
usr_002230,0,7,3053.57,5,5,5,Champions
usr_035640,543,1,1091.08,1,1,4,Hibernating
usr_020607,543,1,249.69,1,1,2,Hibernating
usr_013384,543,1,1963.94,1,1,5,Hibernating
usr_004861,22,6,4659.4,5,5,5,Champions
usr_006822,67,3,1693.85,4,4,5,Champions
usr_031754,399,2,1410.48,1,3,4,At Risk
usr_001491,29,6,4204.83,4,5,5,Champions
usr_008416,1,3,193.04,5,4,2,Promising/Active
usr_028556,543,1,159.75,1,1,2,Hibernating
usr_004274,222,2,288.57,2,3,2,At Risk
usr_036637,543,1,46.24,1,1,1,Hibernating
usr_021541,543,1,105.15,1,1,1,Hibernating
usr_020925,93,2,739.93,4,3,3,Loyal Customers
usr_039963,75,2,349.73,4,3,2,Promising/Active
usr_011965,67,3,872.08,4,4,4,Champions
usr_010593,16,4,1657.6,5,5,5,Champions
usr_001046,5,3,1027.37,5,4,4,Champions
usr_016035,543,1,746.35,1,1,3,Hibernating
usr_002335,26,3,540.95,5,4,3,Loyal Customers
usr_025636,83,3,1011.08,4,4,4,Champions
usr_022945,543,1,103.9,1,1,1,Hibernating
usr_039413,540,2,212.87,1,3,2,At Risk
usr_024969,26,2,727.7,5,3,3,Loyal Customers
usr_012558,543,1,419.58,1,1,3,Hibernating
usr_011314,543,1,83.78,1,1,1,Hibernating
usr_007870,543,1,553.75,1,1,3,Hibernating
usr_012685,130,3,2020.85,3,4,5,Loyal Customers
usr_002037,110,7,1914.02,3,5,5,Loyal Customers
usr_002796,2,5,936.79,5,5,4,Champions
usr_033739,543,1,1344.48,1,1,4,Hibernating
usr_002105,14,7,1645.35,5,5,5,Champions
usr_005829,543,1,185.6,1,1,2,Hibernating
usr_018741,543,1,52.92,1,1,1,Hibernating
usr_039247,543,1,185.79,1,1,2,Hibernating
usr_027797,319,2,123.55,2,3,1,At Risk
usr_023837,543,1,173.69,1,1,2,Hibernating
usr_025242,543,1,2182.16,1,1,5,Hibernating
usr_014819,422,2,478.7,1,3,3,At Risk
usr_007734,375,2,114.38,2,3,1,At Risk
usr_036826,144,2,1950.15,3,3,5,Loyal Customers
usr_030415,542,1,1117.09,1,1,4,Hibernating
usr_038093,542,1,1326.39,1,1,4,Hibernating
usr_001640,123,4,706.03,3,5,3,Loyal Customers
usr_028125,542,1,365.9,1,1,3,Hibernating
usr_021358,284,2,969.07,2,3,4,At Risk
usr_006561,152,3,1773.19,3,4,5,Loyal Customers
usr_022711,542,1,625.35,1,1,3,Hibernating
usr_002018,20,3,659.86,5,4,3,Loyal Customers
usr_024105,395,2,230.21,1,3,2,At Risk
usr_006131,2,3,514.59,5,4,3,Loyal Customers
usr_026752,542,1,103.01,1,1,1,Hibernating
usr_024582,542,1,49.35,1,1,1,Hibernating
usr_004704,236,2,1132.78,2,3,4,At Risk
usr_005773,226,2,1180.82,2,3,4,At Risk
usr_018055,395,2,114.39,1,3,1,At Risk
usr_001791,372,3,1418.27,2,4,4,At Risk
usr_021301,542,1,872.86,1,1,4,Hibernating
usr_021781,542,1,120.26,1,1,1,Hibernating
usr_028816,392,2,43.01,1,3,1,At Risk
usr_007954,221,2,125.46,3,3,1,Promising/Active
usr_034509,111,3,774.23,3,4,3,Loyal Customers
usr_004109,58,3,651.73,4,4,3,Loyal Customers
usr_005269,248,4,1899.01,2,5,5,At Risk
usr_006764,542,1,32.96,1,1,1,Hibernating
usr_021764,542,1,556.09,1,1,3,Hibernating
usr_017042,143,2,1160.95,3,3,4,Loyal Customers
usr_034875,542,1,2182.16,1,1,5,Hibernating
usr_013046,199,2,1951.36,3,3,5,Loyal Customers
usr_035518,542,1,541.86,1,1,3,Hibernating
usr_031113,542,1,851.45,1,1,4,Hibernating
usr_005313,72,3,731.01,4,4,3,Loyal Customers
usr_036338,126,2,2004.53,3,3,5,Loyal Customers
usr_006345,31,4,904.12,4,5,4,Champions
usr_010722,15,2,862.11,5,3,4,Loyal Customers
usr_017680,148,2,176.65,3,3,2,Promising/Active
usr_004803,38,3,724.33,4,4,3,Loyal Customers
usr_005198,109,2,857.17,3,3,4,Loyal Customers
usr_017544,342,3,2611.67,2,4,5,At Risk
usr_016242,81,2,892.71,4,3,4,Loyal Customers
usr_017742,494,2,92.77,1,3,1,At Risk
usr_019553,153,2,724.01,3,3,3,Loyal Customers
usr_005441,335,3,515.9,2,4,3,At Risk
usr_001652,19,4,813.49,5,5,3,Loyal Customers
usr_021550,438,2,522.72,1,3,3,At Risk
usr_014075,465,2,678.8,1,3,3,At Risk
usr_039209,202,2,334.09,3,3,2,Promising/Active
usr_031827,542,1,116.28,1,1,1,Hibernating
usr_011310,72,2,1763.44,4,3,5,Loyal Customers
usr_019820,264,4,1814.34,2,5,5,At Risk
usr_001111,35,6,1881.31,4,5,5,Champions
usr_008131,481,2,222.75,1,3,2,At Risk
usr_009709,542,1,477.95,1,1,3,Hibernating
usr_004186,238,3,1241.64,2,4,4,At Risk
usr_014735,541,1,64.86,1,1,1,Hibernating
usr_008991,17,3,920.92,5,4,4,Champions
usr_035124,439,2,1600.66,1,3,5,At Risk
usr_003666,162,4,1755.77,3,5,5,Loyal Customers
usr_015165,541,1,46.25,1,1,1,Hibernating
usr_036654,541,1,1091.08,1,1,4,Hibernating
usr_015048,24,3,787.24,5,4,3,Loyal Customers
usr_009941,27,2,709.84,5,3,3,Loyal Customers
usr_016328,441,2,71.88,1,3,1,At Risk
usr_003679,398,3,938.7,1,4,4,At Risk
usr_035004,541,1,262.95,1,1,2,Hibernating
usr_019645,309,2,259.19,2,3,2,At Risk
usr_036192,541,1,88.68,1,1,1,Hibernating
usr_005105,249,3,1713.5,2,4,5,At Risk
usr_015266,541,1,981.97,1,1,4,Hibernating
usr_001029,42,6,1596.59,4,5,5,Champions
usr_003646,541,1,53.48,1,1,1,Hibernating
usr_006427,363,2,717.83,2,3,3,At Risk
usr_007121,285,4,2445.76,2,5,5,At Risk
usr_001707,1,6,2335.85,5,5,5,Champions
usr_003206,109,4,3424.99,3,5,5,Loyal Customers
usr_018081,541,1,591.36,1,1,3,Hibernating
usr_020047,541,1,307.76,1,1,2,Hibernating
usr_001383,20,8,1783.43,5,5,5,Champions
usr_018827,6,2,1144.56,5,3,4,Loyal Customers
usr_018388,81,3,400.15,4,4,3,Loyal Customers
usr_024131,32,3,1150.69,4,4,4,Champions
usr_033259,147,2,1054.44,3,3,4,Loyal Customers
usr_020049,541,1,74.56,1,1,1,Hibernating
usr_003825,40,7,5257.38,4,5,5,Champions
usr_019104,280,2,673.91,2,3,3,At Risk
usr_006936,273,6,603.79,2,5,3,At Risk
usr_012840,201,3,916.89,3,4,4,Loyal Customers
usr_038372,3,3,1201.96,5,4,4,Champions
usr_006222,84,5,1673.08,4,5,5,Champions
usr_008505,141,2,124.47,3,3,1,Promising/Active
usr_001600,180,5,3840.17,3,5,5,Loyal Customers
